,Unnamed: 0.1,Unnamed: 0,Classification,Disposition,datetime,Year,DayOfYear,Month,DayOfWeek,time_period,Building,Location,Longtitude,Latitude,Incidents
4051,657,657,Domestic Violence: Harassment,Open Investigation,2020-11-20 13:35:00,2020,325,11,4,day_weekday,2 PGP BUNGALOW,PGP,1.292422999,103.7799725,LOST AND FOUND
4052,658,658,Trespass, Closed,2021-02-24 18:41:00,2021,55,2,2,day_weekday,CREATE (RESEARCH),UTown,1.303674633,103.7735763,EMERGENCY INCIDENTS
4053,659,659,Harassment,Open Investigation,2021-08-15 16:42:00,2021,227,8,6,weekend,11 KR BUNGALOW,KR,1.293319335,103.7736605,DAMAGED PROPERTY
4054,660,660,Harassment,Open Investigation,2021-03-24 15:06:00,2021,83,3,2,day_weekday,UNIVERSITY SPORT CENTRE,YIH,1.299832654,103.7753454,DAMAGED PROPERTY
4055,661,661,Fraud,Judicial Referral,2021-07-23 12:59:00,2021,204,7,4,day_weekday,9 PGP BUNGALOW,PGP,1.293962325,103.7773228,DAMAGED PROPERTY
4056,662,662,Criminal Mischief,Open Investigation,2020-09-26 23:14:00,2020,270,9,5,weekend,PGP RESIDENCES CANTEEN 2,PGP,1.290619681,103.7816946,STOLEN ITEMS
4057,663,663,Possession of Burglary Tools 2, Closed,2021-08-02 02:28:00,2021,214,8,0,day_weekday,SCIENCE BLOCK 4,FOS,1.295631286,103.7788028,LOST AND FOUND
4058,664,664,Trespassing,Arrest,2020-12-06 05:16:00,2020,341,12,6,weekend,CREATE (RESEARCH),UTown,1.303674633,103.7735763,DAMAGED PROPERTY
4059,665,665,Criminal Mischief,Open Investigation,2021-01-06 10:09:00,2021,6,1,2,day_weekday,RAFFLES HALL (BLOCK E),YIH,1.300036252,103.7737858,STOLEN ITEMS
4060,666,666,Fraud,Arrest,2020-11-07 05:09:00,2020,312,11,5,weekend,PGP RESIDENCES (BLOCK 23),PGP,1.290527203,103.7807137,DAMAGED PROPERTY
4061,667,667,Harassment,Arrest,2021-05-01 02:41:00,2021,121,5,5,weekend,DINING HALL (RC4 & CAPT),UTown,1.307989409,103.7731782,DAMAGED PROPERTY
4062,668,668,Theft,Closed,2020-11-28 02:24:00,2020,333,11,5,weekend,PGP RESIDENCES (BLOCK 23),PGP,1.290527203,103.7807137,LOST AND FOUND
4063,669,669,Theft,Arrest,2021-05-08 07:35:00,2021,128,5,5,weekend,KE VII HALL (BLOCK D),PGP,1.293315344,103.7803833,LOST AND FOUND
4064,670,670,Theft,Open Investigation,2021-01-30 08:15:00,2021,30,1,5,weekend,CREATE (RESEARCH),UTown,1.303674633,103.7735763,LOST AND FOUND
4065,671,671,Criminal Mischief,Open Investigation,2021-11-14 01:46:00,2021,318,11,6,weekend,KE VII HALL (COMMUNAL HALL),PGP,1.292402899,103.7810646,STOLEN ITEMS
4066,672,672,Assault: Domestic Violence,Open Investigation,2021-10-04 16:55:00,2021,277,10,0,day_weekday,LECTURE THEATRE 37,FOS,1.295529468,103.7802815,LOST AND FOUND
4067,673,673,Trespass,Unfounded,2020-10-30 11:00:00,2020,304,10,4,day_weekday,T-LAB CARPARK,CDE,1.299936148,103.7722517,EMERGENCY INCIDENTS
4068,674,674,Shoplifting,,2021-02-20 09:06:00,2021,51,2,5,weekend,RESIDENT COLLEGE 4,UTown,1.308193728,103.7734166,STOLEN ITEMS
4069,675,675,Theft, Closed,2021-03-29 07:39:00,2021,88,3,0,day_weekday,ENGINEERING BLOCK 6,CDE,1.299181543,103.7730982,LOST AND FOUND
4070,676,676,Criminal Mischief,Open Investigation,2020-12-08 22:47:00,2020,343,12,1,day_weekday,PGP RESIDENCES (BLOCK 14),PGP,1.291885671,103.7801364,STOLEN ITEMS
4071,677,677,Defiant Trespass,Unfounded,2021-08-01 11:52:00,2021,213,8,6,weekend,2 KR BUNGALOW,KR,1.293895125,103.7802656,LOST AND FOUND
4072,678,678,Rape,Unfounded,2020-11-06 12:56:00,2020,311,11,4,day_weekday,RAFFLES HALL (BLOCK C),YIH,1.299882667,103.7729532,SEXUAL INCIDENTS
4073,679,679,Theft,Open Investigation,2020-12-31 19:38:00,2020,366,12,3,day_weekday,COLLEGE OF A&P TAN -MPH,UTown,1.307802118,103.7732463,LOST AND FOUND
4074,680,680,Criminal Mischief,Arrest,2021-03-14 08:19:00,2021,73,3,6,weekend,KENT RIDGE HALL (BLOCK A),HALL,1.29166438,103.7749714,STOLEN ITEMS
4075,681,681,Theft,Open Investigation,2021-02-18 13:11:00,2021,49,2,3,day_weekday,"KENT VALE APARTMENT BLK A,103",KV,1.301286274,103.7690165,LOST AND FOUND
4076,682,682,Shoplifting ,unfounded,2021-01-21 05:17:00,2021,21,1,3,day_weekday,1 KR BUNGALOW,KR,1.293041343,103.7811579,LOST AND FOUND
4077,683,683,Shoplifting,Open Investigation,2021-09-16 22:22:00,2021,259,9,3,day_weekday,AS8 CARPARK,FASS,1.295895333,103.7720224,STOLEN ITEMS
4078,684,684,Fraud,unfounded,2021-03-03 11:10:00,2021,62,3,2,day_weekday,KENT VALE CHILD CARE CENTRE,KV,1.301492828,103.7689924,DAMAGED PROPERTY
4079,685,685,Trespass,Unfounded,2021-05-07 00:51:00,2021,127,5,4,day_weekday,5 KR BUNGALOW,KR,1.294572999,103.7796455,EMERGENCY INCIDENTS
4080,686,686,Trespass,Open Investigation,2021-11-27 09:10:00,2021,331,11,5,weekend,16 EVANS BUNGALOW,BTC,1.317643511,103.8196586,EMERGENCY INCIDENTS
4081,687,687,Shoplifting,Closed,2021-08-26 22:44:00,2021,238,8,3,day_weekday,10 KR BUNGALOW,KR,1.294410986,103.7785023,STOLEN ITEMS
4082,688,688,Harassment,Open Investigation,2021-03-11 03:42:00,2021,70,3,3,day_weekday,EUSOFF HALL (BLOCK B),HALL,1.293104328,103.769989,DAMAGED PROPERTY
4083,689,689,Obstruction of Justice,Unfounded,2021-08-07 23:38:00,2021,219,8,5,weekend,PGP RESIDENCES (BLOCK 22),PGP,1.290618087,103.780583,LOST AND FOUND
4084,690,690,Criminal Mischief,unfounded,2021-10-29 21:59:00,2021,302,10,4,day_weekday,PGP RESIDENCES (BLOCK 8),PGP,1.291036666,103.7798218,STOLEN ITEMS
4085,691,691,Criminal Mischief,Open Investigation,2020-12-11 16:43:00,2020,346,12,4,day_weekday,ARTS & SOCIAL SCIENCES BLOCK 4,FASS,1.294575688,103.7717937,STOLEN ITEMS
4086,692,692,Extortion,Open Investigation,2021-06-01 15:32:00,2021,152,6,1,day_weekday,RAFFLES HALL (COMMUNAL HALL),YIH,1.300002869,103.7739354,LOST AND FOUND
4087,693,693,Bias Intimidation,Open Investigation,2021-09-19 13:01:00,2021,262,9,6,weekend,RAFFLES HALL (BLOCK A),YIH,1.299677886,103.7732472,LOST AND FOUND
4088,694,694,Stalking,Open Investigation,2021-07-07 22:10:00,2021,188,7,2,day_weekday,PGP BUS-STOP (OFFICE),PGP,1.290851133,103.781384,SEXUAL INCIDENTS
4089,695,695,Terroristic Threats, Closed,2021-03-20 00:59:00,2021,79,3,5,weekend,ISS CARPARK,SOC,1.291998285,103.7766803,LOST AND FOUND
4090,696,696,Theft,Closed,2021-08-05 03:41:00,2021,217,8,3,day_weekday,BTC-LOUNGE,BTC,1.31861386,103.8170575,LOST AND FOUND
4091,697,697,Theft,Open Investigation,2021-02-03 03:02:00,2021,34,2,2,day_weekday,DESIGN & ENVIRONMENT BLOCK 1,CDE,1.297243627,103.7706028,LOST AND FOUND
4092,698,698,False Public Alarm,Judicial Referral,2021-11-20 01:11:00,2021,324,11,5,weekend,CINNAMON COLLEGE -MPH,UTown,1.306744344,103.7734549,LOST AND FOUND
4093,699,699,Burglary,Open Investigation,2021-05-22 17:56:00,2021,142,5,5,weekend,BTC-LECTURE THEATRE,BTC,1.319337501,103.8169942,LOST AND FOUND
4094,700,700,Theft,Open Investigation,2021-08-12 16:46:00,2021,224,8,3,day_weekday,SCIENCE BLOCK 3,FOS,1.295514032,103.7786269,LOST AND FOUND
4095,701,701,Service of Warrant,Open Investigation,2020-10-18 21:57:00,2020,292,10,6,weekend,YALE RESIDENTIAL COLLEGE 2,UTown,1.307098618,103.7719809,LOST AND FOUND
4096,702,702,Trespassing,Open Investigation,2021-02-06 15:57:00,2021,37,2,5,weekend,4 KR BUNGALOW,KR,1.294413343,103.7799701,DAMAGED PROPERTY
4097,703,703,Criminal Mischief, Arrest,2021-09-27 14:25:00,2021,270,9,0,day_weekday,KENT VALE GUARDHOUSE,HALL,1.302213361,103.7692536,STOLEN ITEMS
4098,704,704,Trespass,Open Investigation,2021-06-10 23:59:00,2021,161,6,3,day_weekday,KE VII HALL (BLOCK C),PGP,1.2930985,103.7806927,EMERGENCY INCIDENTS
4099,705,705,Criminal Mischief,Open Investigation,2021-03-01 00:01:00,2021,60,3,0,day_weekday,LECTURE THEATRE 3,CDE,1.298718002,103.7723639,STOLEN ITEMS
4100,706,706,Theft,Open Investigation,2021-04-21 10:23:00,2021,111,4,2,day_weekday,ENGINEERING BLOCK 7,CDE,1.298590159,103.7734899,LOST AND FOUND
4101,707,707,Shoplifting,Arrest,2021-08-15 16:51:00,2021,227,8,6,weekend,12A KR BUNGALOW,KR,1.29723462,103.7747589,STOLEN ITEMS
4102,708,708,Theft,,2020-12-09 15:10:00,2020,344,12,2,day_weekday,ARTS & SOCIAL SCIENCES BLOCK 2,FASS,1.294517061,103.7711126,LOST AND FOUND
4103,709,709,Burglary,Unfounded,2021-02-26 10:08:00,2021,57,2,4,day_weekday,SUB-STATION/BIN CENTRE,KV,1.300662404,103.7678257,LOST AND FOUND
4104,710,710,Fraud,Open Investigation,2020-10-21 18:13:00,2020,295,10,2,day_weekday,TEMASEK LIFE SCIENCE LAB,PGP,1.294203503,103.7765942,DAMAGED PROPERTY
4105,711,711,Theft,Closed,2021-04-14 05:41:00,2021,104,4,2,day_weekday,LECTURE THEATRE 12,FASS,1.294972395,103.7711398,LOST AND FOUND
4106,712,712,Theft,Open Investigation,2021-03-26 06:30:00,2021,85,3,4,day_weekday,BIZ1 CARPARK,BIZ,1.292703782,103.7746058,LOST AND FOUND
4107,713,713,Harassment: Stalking,Unfounded,2021-09-16 10:52:00,2021,259,9,3,day_weekday,SCIENCE BLOCK 16,FOS,1.296808335,103.7803681,LOST AND FOUND
4108,714,714,False Public Alarm,Open Investigation,2021-03-15 00:27:00,2021,74,3,0,day_weekday,RAFFLES HALL (COMMUNAL HALL),YIH,1.300002869,103.7739354,LOST AND FOUND
4109,715,715,Harassment,Open Investigation,2021-03-05 23:38:00,2021,64,3,4,day_weekday,SCIENCE BLOCK 16,FOS,1.296808335,103.7803681,DAMAGED PROPERTY
4110,716,716,Criminal Mischief,Open Investigation,2020-11-19 22:57:00,2020,324,11,3,day_weekday,SUB-STATION 3 (NEAR S13),FOS,1.296287532,103.7788929,STOLEN ITEMS
4111,717,717,Shoplifting,Open Investigation,2021-06-13 20:35:00,2021,164,6,6,weekend,EUSOFF HALL (BLOCK D),HALL,1.293493373,103.7697466,STOLEN ITEMS
4112,718,718,Stalking,Unfounded,2021-02-14 15:58:00,2021,45,2,6,weekend,FOS - SHED B-NEXT TO S3&S4,FOS,1.29582005,103.7789548,SEXUAL INCIDENTS
4113,719,719,Rape,,2021-11-07 18:54:00,2021,311,11,6,weekend,TEMBUSU LEARN LOBE,UTown,1.305895704,103.773492,SEXUAL INCIDENTS
4114,720,720,Trespassing, Arrest,2021-05-10 05:06:00,2021,130,5,0,day_weekday,LECTURE THEATRE 31,FOS,1.296845972,103.7804072,DAMAGED PROPERTY
4115,721,721,Trespassing,Open Investigation,2021-03-02 08:51:00,2021,61,3,1,day_weekday,DESIGN & ENVIRONMENT BLOCK 2,CDE,1.297396959,103.7711486,DAMAGED PROPERTY
4116,722,722,False Public Alarm,Unfounded,2021-02-17 06:36:00,2021,48,2,2,day_weekday,NATIONAL UNIVERSITY CENTRE FOR ORAL HEALTH SINGAPORE,FOS,1.2959965,103.7832118,LOST AND FOUND
4117,723,723,Theft,Arrest,2021-10-09 16:32:00,2021,282,10,5,weekend,LECTURE THEATRE 31,FOS,1.296845972,103.7804072,LOST AND FOUND
4118,724,724,Harassment: Fraud,unfounded,2021-01-27 14:51:00,2021,27,1,2,day_weekday,5 KR BUNGALOW,KR,1.294572999,103.7796455,LOST AND FOUND
4119,725,725,Theft,Open Investigation,2021-03-26 00:07:00,2021,85,3,4,day_weekday,COMPUTING BLOCK 3,SOC,1.294839606,103.77459,LOST AND FOUND
4120,726,726,Theft,unfounded,2020-12-27 04:13:00,2020,362,12,6,weekend,MULTI-PURPOSE HALL 1 - 4,YIH,1.300600712,103.7757473,LOST AND FOUND
4121,727,727,Trespassing,Unfounded,2021-10-02 00:49:00,2021,275,10,5,weekend,PGP RESIDENCES (BLOCK 10),PGP,1.290733171,103.7799493,DAMAGED PROPERTY
4122,728,728,Trespassing,Open Investigation,2021-11-28 15:09:00,2021,332,11,6,weekend,DECOM SUB-STATION 2 (NEAR TEM HALL),HALL,1.292688302,103.773122,DAMAGED PROPERTY
4123,729,729,Theft,Open Investigation,2021-07-05 15:06:00,2021,186,7,0,day_weekday,"COMMUNAL BLK A, 121",KV,1.302400027,103.7689415,LOST AND FOUND
4124,730,730,Trespassing,Open Investigation,2021-12-05 06:07:00,2021,339,12,6,weekend,KE VII HALL (BLOCK D),PGP,1.293315344,103.7803833,DAMAGED PROPERTY
4125,731,731,Harassment,Closed,2020-11-01 20:56:00,2020,306,11,6,weekend,PGP RESIDENCES (BLOCK 24),PGP,1.290409214,103.7806802,DAMAGED PROPERTY
4126,732,732,Defiant Trespass: Aggravated Assault,Judicial Referral,2021-06-12 06:01:00,2021,163,6,5,weekend,UTOWN RESIDENCE SOUTH-TOWER,UTown,1.304988743,103.774051,LOST AND FOUND
4127,733,733,Attempted Trespass 2, Open Investigation,2021-03-08 17:00:00,2021,67,3,0,day_weekday,BTC-LOUNGE,BTC,1.31861386,103.8170575,LOST AND FOUND
4128,734,734,Trespassing,Unfounded,2021-09-09 03:11:00,2021,252,9,3,day_weekday,EUSOFF HALL (BLOCK A),HALL,1.292924156,103.7702426,DAMAGED PROPERTY
4129,735,735,Hindering Possession of Burglary Tools,Open Investigation,2021-03-04 21:48:00,2021,63,3,3,day_weekday,KUOK FOUNDATION HOUSE,YIH,1.300350998,103.7736453,LOST AND FOUND
4130,736,736,Extortion,Open Investigation,2020-11-27 15:07:00,2020,332,11,4,day_weekday,PGP RESIDENCES (BLOCK 3),PGP,1.291295726,103.7824282,LOST AND FOUND
4131,737,737,Theft,Open Investigation,2020-11-14 18:59:00,2020,319,11,5,weekend,NATIONAL UNIVERSITY CENTRE FOR ORAL HEALTH SINGAPORE,FOS,1.2959965,103.7832118,LOST AND FOUND
4132,738,738,Harassment,Open Investigation,2021-08-31 13:14:00,2021,243,8,1,day_weekday,BTC-LOUNGE,BTC,1.31861386,103.8170575,DAMAGED PROPERTY
4133,739,739,Theft,Open Investigation,2021-07-08 01:27:00,2021,189,7,3,day_weekday,BUSINESS BLOCK 2,BIZ,1.293351176,103.7750483,LOST AND FOUND
4134,740,740,Trespassing,Open Investigation,2020-12-17 22:47:00,2020,352,12,3,day_weekday,RIDGE VIEW RESIDENCE (BLOCK B),YIH,1.297702725,103.7763235,DAMAGED PROPERTY
4135,741,741,Trespassing,Unfounded,2021-08-12 01:49:00,2021,224,8,3,day_weekday,UNIVERSITY SPORT CENTRE,YIH,1.299832654,103.7753454,DAMAGED PROPERTY
4136,742,742,Assault,Open Investigation,2020-12-10 14:30:00,2020,345,12,3,day_weekday,DINING HALL (RC4 & CAPT),UTown,1.307989409,103.7731782,DAMAGED PROPERTY
4137,743,743,Shoplifting,Arrest,2021-03-08 16:57:00,2021,67,3,0,day_weekday,EUSOFF HALL (BLOCK A),HALL,1.292924156,103.7702426,STOLEN ITEMS
4138,744,744,Shoplifting,Open Investigation,2021-12-19 06:54:00,2021,353,12,6,weekend,PGP RESIDENCES (BLOCK 16),PGP,1.291523732,103.7801396,STOLEN ITEMS
4139,745,745,Lewdness,Open Investigation,2021-03-29 16:44:00,2021,88,3,0,day_weekday,ARTS & SOCIAL SCIENCES BLOCK 1,FASS,1.29414275,103.7711509,SEXUAL INCIDENTS
4140,746,746,Harassment: Bias Incident, Closed,2020-11-07 08:43:00,2020,312,11,5,weekend,NUS STAFF CLUB,YIH,1.299177323,103.7758619,LOST AND FOUND
4141,747,747,Theft,Arrest,2021-07-02 12:52:00,2021,183,7,4,day_weekday,BTC-LI KA SHING BUILDING,BTC,1.319621613,103.8175738,LOST AND FOUND
4142,748,748,Trespass,Arrest,2021-10-01 11:23:00,2021,274,10,4,day_weekday,UTOWN RESIDENCE-NORTH TOWER,UTown,1.305337891,103.7737981,EMERGENCY INCIDENTS
4143,749,749,Shoplifting,Closed,2021-01-14 23:45:00,2021,14,1,3,day_weekday,PGP RESIDENCES (BLOCK 2),PGP,1.291369071,103.7826626,STOLEN ITEMS
4144,750,750,Trespassing,Open Investigation,2021-09-17 05:56:00,2021,260,9,4,day_weekday,SHEARES HALL (BLOCK B),HALL,1.291344242,103.7756961,DAMAGED PROPERTY
4145,751,751,Theft,Open Investigation,2021-02-11 19:19:00,2021,42,2,3,day_weekday,3 PGP BUNGALOW,PGP,1.292651799,103.7797184,LOST AND FOUND
4146,752,752,Trespassing,Open Investigation,2021-10-13 18:52:00,2021,286,10,2,day_weekday,EL SERVICE RESERVOIRS 1&2,CDE,1.299643981,103.7721483,DAMAGED PROPERTY
4147,753,753,Trespass, Open Investigation,2021-01-05 18:55:00,2021,5,1,1,day_weekday,1 KR BUNGALOW,KR,1.293041343,103.7811579,EMERGENCY INCIDENTS
4148,754,754,Theft,Open Investigation,2021-08-18 19:40:00,2021,230,8,2,day_weekday,CREATE CARPARK,UTown,1.303909748,103.7733772,LOST AND FOUND
4149,755,755,False Public Alarm,Open Investigation,2021-01-29 06:20:00,2021,29,1,4,day_weekday,ELECTRICAL SUB-STATION,UTown,1.306222002,103.7727161,LOST AND FOUND
4150,756,756,Harassment: Domestic Violence,,2021-05-28 02:00:00,2021,148,5,4,day_weekday,TECH CTR FOR OFFSHORE & MARINE,PGP,1.293515294,103.7769167,LOST AND FOUND
4151,757,757,Disorderly Conduct,Arrest,2020-09-26 19:14:00,2020,270,9,5,weekend,EUSOFF HALL (BLOCK C),HALL,1.293426406,103.7701612,SEXUAL INCIDENTS
4152,758,758,Defiant Trespass: Aggravated Assault,Open Investigation,2021-09-03 03:37:00,2021,246,9,4,day_weekday,CREATE CARPARK,UTown,1.303909748,103.7733772,LOST AND FOUND
4153,759,759,Identity Theft,Unfounded,2021-01-16 22:10:00,2021,16,1,5,weekend,14A PGP BUNGALOW,PGP,1.293265034,103.7774589,LOST AND FOUND
4154,760,760,Disorderly Conduct,Open Investigation,2021-01-14 01:22:00,2021,14,1,3,day_weekday,VENTUS (UNI CAMPUS INFRA),HALL,1.29528262,103.770217,SEXUAL INCIDENTS
4155,761,761,Trespassing,Arrest,2021-07-20 13:36:00,2021,201,7,1,day_weekday,KE VII HALL (BLOCK G),PGP,1.293482761,103.7803849,DAMAGED PROPERTY
4156,762,762,Trespass, Open Investigation,2020-10-22 19:02:00,2020,296,10,3,day_weekday,HOUSE 5,HALL,1.291805315,103.7746999,EMERGENCY INCIDENTS
4157,763,763,Harassment: Domestic Violence,Open Investigation,2021-09-12 06:32:00,2021,255,9,6,weekend,NATIONAL SINGAPORE WIND TUNNEL,UCC,1.300768273,103.7753832,LOST AND FOUND
4158,764,764,Criminal Mischief,Arrest,2021-09-07 10:39:00,2021,250,9,1,day_weekday,SHEARES HALL (BLOCK A),HALL,1.291577534,103.7754185,STOLEN ITEMS
4159,765,765,Assault, Closed,2021-10-04 19:46:00,2021,277,10,0,day_weekday,LECTURE THEATRE 11,FASS,1.295440209,103.7714032,DAMAGED PROPERTY
4160,766,766,Theft,Arrest,2020-10-13 14:45:00,2020,287,10,1,day_weekday,CREATE (RESEARCH),UTown,1.303674633,103.7735763,LOST AND FOUND
4161,767,767,Criminal Mischief,Open Investigation,2021-04-26 05:57:00,2021,116,4,0,day_weekday,ENGINEERING WORKSHOP 1A,CDE,1.298073579,103.7708804,STOLEN ITEMS
4162,768,768,Criminal Mischief,Unfounded,2021-09-07 04:30:00,2021,250,9,1,day_weekday,BOOSTER PUMP HSE(NEXT LKCNHM),UCC,1.301382961,103.7733115,STOLEN ITEMS
4163,769,769,Harassment: Stalking,Arrest,2021-03-17 16:25:00,2021,76,3,2,day_weekday,6 KR BUNGALOW,KR,1.294604043,103.7789697,LOST AND FOUND
4164,770,770,Fraud,Open Investigation,2021-08-08 21:41:00,2021,220,8,6,weekend,KE VII HALL (BLOCK C),PGP,1.2930985,103.7806927,DAMAGED PROPERTY
4165,771,771,Shoplifting , Arrest,2021-06-12 20:21:00,2021,163,6,5,weekend,SHEARES HALL (BLOCK B),HALL,1.291344242,103.7756961,LOST AND FOUND
4166,772,772,Stalking,Open Investigation,2020-12-08 05:49:00,2020,343,12,1,day_weekday,MULTI-PURPOSE HALL 5 & 6,YIH,1.300997486,103.7757629,SEXUAL INCIDENTS
4167,773,773,Assault,Judicial Referral,2020-10-02 13:41:00,2020,276,10,4,day_weekday,LECTURE THEATRE 3,CDE,1.298718002,103.7723639,DAMAGED PROPERTY
4168,774,774,Defiant Trespass,Arrest,2021-04-19 12:57:00,2021,109,4,0,day_weekday,PGP RESIDENCES (BLOCK 24),PGP,1.290409214,103.7806802,LOST AND FOUND
4169,775,775,Trespassing,Open Investigation,2020-12-23 20:47:00,2020,358,12,2,day_weekday,PGP RESIDENCES CANTEEN 2,PGP,1.290619681,103.7816946,DAMAGED PROPERTY
4170,776,776,Shoplifting ,Arrest,2021-04-07 08:48:00,2021,97,4,2,day_weekday,EUSOFF HALL (BLOCK C),HALL,1.293426406,103.7701612,LOST AND FOUND
4171,777,777,Criminal Mischief,Open Investigation,2021-06-07 10:48:00,2021,158,6,0,day_weekday,RAFFLES HALL (BLOCK E),YIH,1.300036252,103.7737858,STOLEN ITEMS
4172,778,778,Trespassing,Open Investigation,2021-04-10 06:59:00,2021,100,4,5,weekend,PGP RESIDENCES (BLOCK 14),PGP,1.291885671,103.7801364,DAMAGED PROPERTY
4173,779,779,Fraud,Unfounded,2020-10-24 07:41:00,2020,298,10,5,weekend,UNIVERSITY HALL,YIH,1.297236942,103.7779364,DAMAGED PROPERTY
4174,780,780,False Public Alarm,Arrest,2021-01-08 23:20:00,2021,8,1,4,day_weekday,SCIENCE BLOCK 8,FOS,1.296070989,103.7793013,LOST AND FOUND
4175,781,781,Hindering Possession of Burglary Tools,Unfounded,2021-09-21 17:33:00,2021,264,9,1,day_weekday,BTC-CAFE,BTC,1.319623502,103.8174052,LOST AND FOUND
4176,782,782,Criminal Mischief,Unfounded,2020-11-17 02:48:00,2020,322,11,1,day_weekday,KENT RIDGE HALL (BLOCK B),HALL,1.291333703,103.7747351,STOLEN ITEMS
4177,783,783,Trespass,Open Investigation,2021-01-17 21:26:00,2021,17,1,6,weekend,PGP RESIDENCES (BLOCK 16),PGP,1.291523732,103.7801396,EMERGENCY INCIDENTS
4178,784,784,Extortion, Closed,2020-12-18 10:41:00,2020,353,12,4,day_weekday,6 PGP BUNGALOW,PGP,1.293385625,103.7779056,LOST AND FOUND
4179,785,785,Trespassing,,2020-11-16 17:53:00,2020,321,11,0,day_weekday,NUHS TOWER BLOCK,FOS,1.292211477,103.7836035,DAMAGED PROPERTY
4180,786,786,Hindering Possession of Burglary Tools, Open Investigation,2021-05-09 14:25:00,2021,129,5,6,weekend,MULTI-PURPOSE HALL 1 - 4,YIH,1.300600712,103.7757473,LOST AND FOUND
4181,787,787,Shoplifting,Open Investigation,2021-09-16 12:40:00,2021,259,9,3,day_weekday,LECTURE THEATRE 13,FASS,1.295043651,103.7709322,STOLEN ITEMS
4182,788,788,Theft,Open Investigation,2020-11-23 21:21:00,2020,328,11,0,day_weekday,ENGINEERING BLOCK 1A,CDE,1.29933656,103.77082,LOST AND FOUND
4183,789,789,Theft,Open Investigation,2021-05-18 10:26:00,2021,138,5,1,day_weekday,SCIENCE BLOCK 3,FOS,1.295514032,103.7786269,LOST AND FOUND
4184,790,790,Trespassing,Open Investigation,2021-02-22 12:32:00,2021,53,2,0,day_weekday,EUSOFF HALL (BLOCK E),HALL,1.29377559,103.7699778,DAMAGED PROPERTY
4185,791,791,Trespassing, Arrest,2021-04-12 13:05:00,2021,102,4,0,day_weekday,CELS CARPARK,FOS,1.294475238,103.7812,DAMAGED PROPERTY
4186,792,792,Extortion,Closed,2021-07-30 22:12:00,2021,211,7,4,day_weekday,YALE RESIDENTIAL COLLEGE 1,UTown,1.305971181,103.7720215,LOST AND FOUND
4187,793,793,Terroristic Threats,Arrest,2021-08-12 19:16:00,2021,224,8,3,day_weekday,CINNAMON LEARN LOBE,UTown,1.306550432,103.7731181,LOST AND FOUND
4188,794,794,Harassment: Domestic Violence,Open Investigation,2021-05-10 20:05:00,2021,130,5,0,day_weekday,3 KR BUNGALOW,KR,1.294139769,103.7801066,LOST AND FOUND
4189,795,795,Terroristic Threats,Open Investigation,2021-04-24 23:56:00,2021,114,4,5,weekend,LECTURE THEATRE 12,FASS,1.294972395,103.7711398,LOST AND FOUND
4190,796,796,Trespass,,2021-06-16 16:46:00,2021,167,6,2,day_weekday,17 PGP BUNGALOW,PGP,1.292575481,103.7792351,EMERGENCY INCIDENTS
4191,797,797,Harassment: Domestic Violence,Open Investigation,2021-07-06 02:49:00,2021,187,7,1,day_weekday,PGP RESIDENCES (BLOCK 24),PGP,1.290409214,103.7806802,LOST AND FOUND
4192,798,798,Rape,Open Investigation,2020-12-19 02:15:00,2020,354,12,5,weekend,CRISP (NEAR KEVII HALL),PGP,1.297892325,103.7806502,SEXUAL INCIDENTS
4193,799,799,Shoplifting,Closed,2021-06-08 23:24:00,2021,159,6,1,day_weekday,SCIENCE BLOCK 9,FOS,1.296282948,103.7796125,STOLEN ITEMS
4194,800,800,Harassment: Fraud,Open Investigation,2021-10-03 22:02:00,2021,276,10,6,weekend,LECTURE THEATRE 3,CDE,1.298718002,103.7723639,LOST AND FOUND
4195,801,801,Criminal Mischief,Open Investigation,2021-07-03 20:38:00,2021,184,7,5,weekend,18 EVANS BUNGALOW,BTC,1.317911647,103.8197614,STOLEN ITEMS
4196,802,802,Shoplifting,Open Investigation,2020-09-27 10:37:00,2020,271,9,6,weekend,CANTEEN 2 (THE DECK),FASS,1.294612936,103.7725509,STOLEN ITEMS
4197,803,803,Harassment,Open Investigation,2021-05-31 08:00:00,2021,151,5,0,day_weekday,EUSOFF HALL (COMMUNAL HALL),HALL,1.293724685,103.7702582,DAMAGED PROPERTY
4198,804,804,Theft,Open Investigation,2021-06-26 20:53:00,2021,177,6,5,weekend,PGP RESIDENCES (BLOCK 17),PGP,1.291327615,103.7802401,LOST AND FOUND
4199,805,805,Trespass,Open Investigation,2020-12-07 01:08:00,2020,342,12,0,day_weekday,DINNING HALL (C&T COLLEGE),UTown,1.306389713,103.7736485,EMERGENCY INCIDENTS
4200,806,806,Theft,Open Investigation,2020-09-14 01:17:00,2020,258,9,0,day_weekday,LECTURE THEATRE 7A,CDE,1.300437448,103.7708888,LOST AND FOUND
4201,807,807,Rape,Arrest,2021-01-14 12:51:00,2021,14,1,3,day_weekday,7 PGP BUNGALOW,PGP,1.293238399,103.7780367,SEXUAL INCIDENTS
4202,808,808,Stalking,Closed,2020-11-20 17:15:00,2020,325,11,4,day_weekday,MULTI-PURPOSE HALL 1 - 4,YIH,1.300600712,103.7757473,SEXUAL INCIDENTS
