"IncidentID","Classification","Disposition","Open","Add","Close","Year","DayOfYear","Month","DayOfWeek","time_period","Building","Location","Longtitude","Latitude","Incidents"
3569,"Criminal Mischief","Open Investigation",2021-04-19 04:57:00,2.50022053178559,2021-04-21 16:57:19,2021,109,4,0,"day_weekday","ENGINEERING BLOCK 3A","CDE",1.300324497,103.7714214,"STOLEN ITEMS"
3570,"Shoplifting","Closed",2021-04-30 12:03:00,2.37834631477837,2021-05-02 21:07:49,2021,120,4,4,"day_weekday","ENGINEERING BLOCK 2A (EDIC)","CDE",1.29880703,103.7713411,"STOLEN ITEMS"
3571,"Theft","Judicial Referral",2021-08-20 22:27:00,3.02839664374066,2021-08-23 23:07:53,2021,232,8,4,"day_weekday","VENTUS (UNI CAMPUS INFRA)","HALL",1.29528262,103.770217,"LOST AND FOUND"
3572,"Trespassing","Open Investigation",2021-05-31 11:12:00,4.77891838955524,2021-06-05 05:53:39,2021,151,5,0,"day_weekday","BUSINESS BLOCK 2","BIZ",1.293351176,103.7750483,"DAMAGED PROPERTY"
3573,"Criminal Mischief","Closed",2021-09-30 17:58:00,1.75491124592916,2021-10-02 12:05:04,2021,273,9,3,"day_weekday","KENT RIDGE (COMMUNAL HALL)","HALL",1.29179854,103.7747805,"STOLEN ITEMS"
3574,"Theft","Open Investigation",2020-11-20 01:55:00,3.34230799272366,2020-11-23 10:07:55,2020,325,11,4,"day_weekday","MEDICINE BLOCK 11","FOS",1.296663946,103.7813741,"LOST AND FOUND"
3575,"Theft","Open Investigation",2021-02-27 15:06:00,3.4485039446668,2021-03-03 01:51:51,2021,58,2,5,"weekend","DINING HALL (RC4 & CAPT)","UTown",1.307989409,103.7731782,"LOST AND FOUND"
3576,"Theft","Open Investigation",2021-02-18 08:40:00,2.51611001017296,2021-02-20 21:03:12,2021,49,2,3,"day_weekday","7 PGP BUNGALOW","PGP",1.293238399,103.7780367,"LOST AND FOUND"
3577,"Shoplifting","Unfounded",2020-12-07 16:15:00,2.90532844229928,2020-12-10 13:58:40,2020,342,12,0,"day_weekday","CINNAMON LEARN LOBE","UTown",1.306550432,103.7731181,"LOST AND FOUND"
3578,"Trespassing","Open Investigation",2021-02-01 23:08:00,7.84957736815134,2021-02-09 19:31:23,2021,32,2,0,"day_weekday","LECTURE THEATRE 10","FASS",1.294925923,103.7721036,"DAMAGED PROPERTY"
3579,"Theft","Closed",2021-07-15 22:41:00,2.4492082339782,2021-07-18 09:27:52,2021,196,7,3,"day_weekday","FASS BLK7 (SHAW FDN BLDG)","FASS",1.293258477,103.7733817,"LOST AND FOUND"
3580,"Rape","Open Investigation",2021-03-09 09:55:00,8.17607838368289,2021-03-17 14:08:33,2021,68,3,1,"day_weekday","KE VII HALL (BLOCK G)","PGP",1.293482761,103.7803849,"SEXUAL INCIDENTS"
3581,"Lewdness","Arrest",2021-10-11 06:31:00,5.55679663087227,2021-10-16 19:52:47,2021,284,10,0,"day_weekday","TEMASEK LIFE SCIENCE LAB","PGP",1.294203503,103.7765942,"SEXUAL INCIDENTS"
3582,"Trespassing","Arrest",2021-07-21 04:04:00,8.17638243871809,2021-07-29 08:17:59,2021,202,7,2,"day_weekday","PGP RESIDENCES (BLOCK 20)","PGP",1.290472992,103.7802401,"DAMAGED PROPERTY"
3583,"Terroristic Threats","Unfounded",2021-10-11 03:08:00,3.41265984439519,2021-10-14 13:02:14,2021,284,10,0,"day_weekday","PGP RESIDENCES (BLOCK 6)","PGP",1.291222487,103.7799887,"LOST AND FOUND"
3584,"Theft","Open Investigation",2021-01-15 08:10:00,3.46643518196581,2021-01-18 19:21:40,2021,15,1,4,"day_weekday","SCIENCE BLOCK 4A","FOS",1.295813932,103.7788299,"LOST AND FOUND"
3585,"Trespass","Open Investigation",2021-08-10 14:06:00,0.924491154825497,2021-08-11 12:17:16,2021,222,8,1,"day_weekday","SCIENCE BLOCK 11","FOS",1.296704611,103.778796,"EMERGENCY INCIDENTS"
3586,"Liquor Law Violation","Arrest",2021-10-30 05:28:00,3.59014469506357,2021-11-02 19:37:49,2021,303,10,5,"weekend","ARTS & SOCIAL SCIENCES BLOCK 5","FASS",1.294230691,103.7718952,"LOST AND FOUND"
3587,"Shoplifting","Arrest",2020-12-07 14:01:00,3.38264391395931,2020-12-10 23:12:00,2020,342,12,0,"day_weekday","PGP RESIDENCES (BLOCK 11)","PGP",1.290736963,103.7800896,"LOST AND FOUND"
3588,"Harassment","Arrest",2021-03-10 23:02:00,6.57152312451942,2021-03-17 12:45:00,2021,69,3,2,"day_weekday","11 KR BUNGALOW","KR",1.293319335,103.7736605,"DAMAGED PROPERTY"
3589,"Theft","Open Investigation",2021-01-05 21:52:00,3.59063163962623,2021-01-09 12:02:31,2021,5,1,1,"day_weekday","3 PGP BUNGALOW","PGP",1.292651799,103.7797184,"LOST AND FOUND"
3590,"Defiant Trespass","Unfounded",2021-04-10 21:15:00,2.67329118673061,2021-04-13 13:24:32,2021,100,4,5,"weekend","YALE RESIDENTIAL COLLEGE 1","UTown",1.305971181,103.7720215,"LOST AND FOUND"
3591,"Bias Intimidation","Open Investigation",2021-01-01 22:49:00,3.78802744419865,2021-01-05 17:43:46,2021,1,1,4,"day_weekday","LECTURE THEATRE 20","FOS",1.295645806,103.778847,"LOST AND FOUND"
3592,"Shoplifting",NA,2020-09-10 13:10:00,2.89567210115954,2020-09-13 10:39:46,2020,254,9,3,"day_weekday","BTC-SUB-STATION","BTC",1.318793146,103.8179381,"STOLEN ITEMS"
3593,"Criminal Mischief","Judicial Referral",2021-03-23 01:21:00,1.00041820689371,2021-03-24 01:21:36,2021,82,3,1,"day_weekday","HON SUI SEN MEMORIAL LIBRARY","BIZ",1.293089851,103.7745597,"STOLEN ITEMS"
3594,"Intimidation","Closed",2021-08-23 19:38:00,4.30647546781424,2021-08-28 02:59:19,2021,235,8,0,"day_weekday","MEDICINE BLOCK 10","FOS",1.296461007,103.7817485,"LOST AND FOUND"
3595,"Shoplifting","Arrest",2021-03-04 04:28:00,1.41440363276043,2021-03-05 14:24:44,2021,63,3,3,"day_weekday","2 KR BUNGALOW","KR",1.293895125,103.7802656,"STOLEN ITEMS"
3596,"Trespassing","Unfounded",2021-10-24 11:39:00,7.36695139230795,2021-10-31 20:27:25,2021,297,10,6,"weekend","ENGINEERING BLOCK 1","CDE",1.298761566,103.7710794,"DAMAGED PROPERTY"
3597,"False Public Alarm","Arrest",2020-09-10 09:32:00,2.51207398628337,2020-09-12 21:49:23,2020,254,9,3,"day_weekday","LECTURE THEATRE 33","FOS",1.29776785,103.7808098,"LOST AND FOUND"
3598,"Harassment","Arrest",2021-05-22 12:29:00,5.59988370683209,2021-05-28 02:52:50,2021,142,5,5,"weekend","KE VII HALL (BLOCK A)","PGP",1.292733372,103.7806752,"DAMAGED PROPERTY"
3599,"Trespass","Open Investigation",2021-03-27 16:34:00,0.469748320867226,2021-03-28 03:50:26,2021,86,3,5,"weekend","ENGINEERING BLOCK 5","CDE",1.298084101,103.7724236,"EMERGENCY INCIDENTS"
3600,"Possession of Burglary Tools 2",NA,2020-12-08 02:25:00,3.72556666871165,2020-12-11 19:49:49,2020,343,12,1,"day_weekday","ENGINEERING BLOCK 2A (EDIC)","CDE",1.29880703,103.7713411,"LOST AND FOUND"
3601,"False Public Alarm","Open Investigation",2021-09-26 00:15:00,2.78888714074601,2021-09-28 19:11:00,2021,269,9,6,"weekend","KENT RIDGE HALL (BLOCK A)","HALL",1.29166438,103.7749714,"LOST AND FOUND"
3602,"Shoplifting","Arrest",2021-06-02 10:34:00,1.12090390439998,2021-06-03 13:28:06,2021,153,6,2,"day_weekday","LECTURE THEATRE 11","FASS",1.295440209,103.7714032,"STOLEN ITEMS"
3603,"Attempted Extortion","Arrest",2021-01-21 06:15:00,3.56087870198484,2021-01-24 19:42:40,2021,21,1,3,"day_weekday","BTC-CJ KOH LIBRARY","BTC",1.318788486,103.8181587,"LOST AND FOUND"
3604,"Theft","Open Investigation",2021-06-15 00:17:00,2.99936345408003,2021-06-18 00:16:05,2021,166,6,1,"day_weekday","EDUCATION RESOURCE CENTRE","UTown",1.305725982,103.7726716,"LOST AND FOUND"
3605,"Trespassing","Open Investigation",2020-10-30 04:29:00,8.52257321793331,2020-11-07 17:01:30,2020,304,10,4,"day_weekday","BRENNER CTR FOR MOLECULAR MED","FOS",1.294813169,103.7806383,"DAMAGED PROPERTY"
3606,"Trespass","Unfounded",2021-01-10 09:03:00,1.40290382031894,2021-01-11 18:43:11,2021,10,1,6,"weekend","NUS ENTERPRISE-JTC BLK71","BIZ",1.292392337,103.7757231,"EMERGENCY INCIDENTS"
3607,"False Public Alarm","Unfounded",2021-09-03 07:37:00,2.97226564681873,2021-09-06 06:57:04,2021,246,9,4,"day_weekday","EUSOFF HALL (COMMUNAL HALL)","HALL",1.293724685,103.7702582,"LOST AND FOUND"
3608,"False Public Alarm","Unfounded",2021-07-10 06:12:00,3.36799769647804,2021-07-13 15:01:55,2021,191,7,5,"weekend","2 KR BUNGALOW","KR",1.293895125,103.7802656,"LOST AND FOUND"
3609,"Rape","Open Investigation",2021-08-06 00:58:00,8.2941079651864,2021-08-14 08:01:31,2021,218,8,4,"day_weekday","LECTURE THEATRE 8","FASS",1.294142102,103.7718061,"SEXUAL INCIDENTS"
3610,"Theft: Criminal Mischief","Open Investigation",2021-11-10 12:58:00,2.91127839958766,2021-11-13 10:50:14,2021,314,11,2,"day_weekday","EDUCATION RESOURCE CENTRE","UTown",1.305725982,103.7726716,"LOST AND FOUND"
3611,"Trespassing","Open Investigation",2020-10-20 01:48:00,6.29437599020139,2020-10-26 08:51:54,2020,294,10,1,"day_weekday","CENTRAL STORAGE LIBRARY ANNEX","FASS",1.296929332,103.7738774,"DAMAGED PROPERTY"
3612,"Fraud","Open Investigation",2021-02-14 23:24:00,8.25160035981624,2021-02-23 05:26:18,2021,45,2,6,"weekend","FOS - SHED B-NEXT TO S3&S4","FOS",1.29582005,103.7789548,"DAMAGED PROPERTY"
3613,"Trespassing","Open Investigation",2020-11-27 21:15:00,5.03240692610838,2020-12-02 22:01:40,2020,332,11,4,"day_weekday","LECTURE THEATRE 20","FOS",1.295645806,103.778847,"DAMAGED PROPERTY"
3614,"Criminal Mischief","Unfounded",2020-12-09 14:21:00,1.53761811273142,2020-12-11 03:15:10,2020,344,12,2,"day_weekday","LT 27 (LIM SENG TJOE LECTURE)","FOS",1.296962816,103.7810192,"STOLEN ITEMS"
3615,"Theft","Open Investigation",2021-06-13 16:57:00,2.88127282101999,2021-06-16 14:06:02,2021,164,6,6,"weekend","14A PGP BUNGALOW","PGP",1.293265034,103.7774589,"LOST AND FOUND"
3616,"Aggravated Assault","Open Investigation",2021-10-02 17:19:00,3.22711975606189,2021-10-05 22:46:03,2021,275,10,5,"weekend","PGP RESIDENCES (BLOCK 9)","PGP",1.291154226,103.7797307,"LOST AND FOUND"
3617,"Harassment: Domestic Violence","Judicial Referral",2021-03-22 06:32:00,2.58252354689668,2021-03-24 20:30:50,2021,81,3,0,"day_weekday","KENT VALE APARTMENT BLK I, 119","KV",1.302981916,103.7702236,"LOST AND FOUND"
3618,"Criminal Mischief","Closed",2021-06-25 12:08:00,1.37590841708655,2021-06-26 21:09:18,2021,176,6,4,"day_weekday","SCIENCE BLOCK 7","FOS",1.296276183,103.7788705,"STOLEN ITEMS"
3619,"Harassment: Fraud","Open Investigation",2020-11-23 05:18:00,3.69613347535679,2020-11-26 22:00:26,2020,328,11,0,"day_weekday","RESIDENT COLLEGE 4 -MPH","UTown",1.30838102,103.7729823,"LOST AND FOUND"
3620,"Trespassing","Arrest",2021-04-29 12:46:00,5.02029783431361,2021-05-04 13:15:14,2021,119,4,3,"day_weekday","LECTURE THEATRE 17","SOC",1.293649503,103.7739846,"DAMAGED PROPERTY"
3621,"Extortion","Open Investigation",2021-12-16 03:02:00,3.1705016529443,2021-12-19 07:07:31,2021,350,12,3,"day_weekday","ENGINEERING BLOCK A","CDE",1.299995494,103.7707659,"LOST AND FOUND"
3622,"Theft","Open Investigation",2021-07-31 07:10:00,2.54418000015955,2021-08-02 20:13:37,2021,212,7,5,"weekend","INFORMATION TECHNOLOGY","CDE",1.29755262,103.7725433,"LOST AND FOUND"
3623,"Trespassing","Closed",2021-10-18 00:22:00,9.22827174995407,2021-10-27 05:50:43,2021,291,10,0,"day_weekday","RAFFLES HALL (BLOCK B)","YIH",1.300180358,103.7734463,"DAMAGED PROPERTY"
3624,"Theft","Unfounded",2021-04-14 11:11:00,3.32292169823975,2021-04-17 18:56:00,2021,104,4,2,"day_weekday","RAFFLES HALL (BLOCK A)","YIH",1.299677886,103.7732472,"LOST AND FOUND"
3625,"Trespassing","Open Investigation",2021-09-19 11:47:00,4.85110924734806,2021-09-24 08:12:36,2021,262,9,6,"weekend","14A PGP BUNGALOW","PGP",1.293265034,103.7774589,"DAMAGED PROPERTY"
3626,"Theft","Open Investigation",2020-12-10 09:16:00,2.39424502763444,2020-12-12 18:43:43,2020,345,12,3,"day_weekday","LECTURE THEATRE 6","CDE",1.298683923,103.7718929,"LOST AND FOUND"
3627,"Defiant Trespass","Closed",2021-06-23 21:51:00,2.96266202130268,2021-06-26 20:57:14,2021,174,6,2,"day_weekday","PGP RESIDENCES (BLOCK 30)","PGP",1.290514448,103.781795,"LOST AND FOUND"
3628,"Harassment","Arrest",2021-07-03 05:34:00,9.10165980726574,2021-07-12 08:00:23,2021,184,7,5,"weekend","KENT VALE APARTMENT BLK H, 117","KV",1.302198914,103.7700332,"DAMAGED PROPERTY"
3629,"Hindering Possession of Burglary Tools","Open Investigation",2021-01-15 02:06:00,2.86481696714373,2021-01-17 22:51:20,2021,15,1,4,"day_weekday","16 EVANS BUNGALOW","BTC",1.317643511,103.8196586,"LOST AND FOUND"
3630,"Domestic Violence: Harassment","Open Investigation",2021-08-10 09:55:00,2.65925869019364,2021-08-13 01:44:20,2021,222,8,1,"day_weekday","ENGINEERING BLOCK 5","CDE",1.298084101,103.7724236,"LOST AND FOUND"
3631,"False Public Alarm","Closed",2021-08-27 07:49:00,2.49092684617117,2021-08-29 19:35:56,2021,239,8,4,"day_weekday","NUHS TOWER BLOCK","FOS",1.292211477,103.7836035,"LOST AND FOUND"
3632,"Terroristic Threats","Unfounded",2021-01-11 12:10:00,2.91338437883309,2021-01-14 10:05:16,2021,11,1,0,"day_weekday","EL SERVICE RESERVOIRS 1&2","CDE",1.299643981,103.7721483,"LOST AND FOUND"
3633,"Trespassing","Open Investigation",2020-12-09 00:20:00,8.45170734699179,2020-12-17 11:10:28,2020,344,12,2,"day_weekday","TEMASEK HALL (BLOCK A)","HALL",1.293083063,103.7707861,"DAMAGED PROPERTY"
3634,"Lewdness","Closed",2021-05-07 14:09:00,6.93548237460896,2021-05-14 12:36:06,2021,127,5,4,"day_weekday","5 PGP BUNGALOW","PGP",1.293103799,103.7786261,"SEXUAL INCIDENTS"
3635,"Rape","Arrest",2021-08-09 11:06:00,6.33292314731825,2021-08-15 19:05:25,2021,221,8,0,"day_weekday","YST CONSERVATORY OF MUSIC","UCC",1.302377886,103.7721105,"SEXUAL INCIDENTS"
3636,"Criminal Mischief","Open Investigation",2020-12-12 20:13:00,2.45186088626537,2020-12-15 07:03:41,2020,347,12,5,"weekend","9 KR BUNGALOW","KR",1.294339477,103.7782597,"STOLEN ITEMS"
3637,"Attempted Extortion","Closed",2020-11-19 19:10:00,3.06758023396775,2020-11-22 20:47:19,2020,324,11,3,"day_weekday","KE VII HALL (BLOCK D)","PGP",1.293315344,103.7803833,"LOST AND FOUND"
3638,"Extortion","Unfounded",2021-10-17 22:11:00,4.03779711372872,2021-10-21 23:05:26,2021,290,10,6,"weekend","10 KR BUNGALOW","KR",1.294410986,103.7785023,"LOST AND FOUND"
3639,"Terroristic Threats","Open Investigation",2021-08-31 01:00:00,2.88137254796252,2021-09-02 22:09:11,2021,243,8,1,"day_weekday","SCIENCE BLOCK 6","FOS",1.295387759,103.7794885,"LOST AND FOUND"
3640,"Theft","Arrest",2021-01-13 20:20:00,2.47140732521906,2021-01-16 07:38:50,2021,13,1,2,"day_weekday","MEDICINE BLOCK 10","FOS",1.296461007,103.7817485,"LOST AND FOUND"
3641,"Theft","Open Investigation",2020-11-04 04:03:00,3.20527851482743,2020-11-07 08:58:36,2020,309,11,2,"day_weekday","E6 CARPARK","CDE",1.299504478,103.7728039,"LOST AND FOUND"
3642,"Harassment: Trespassing","Open Investigation",2021-08-27 01:04:00,2.64192892257516,2021-08-29 16:28:23,2021,239,8,4,"day_weekday","CINNAMON COLLEGE -MAIN BLK","UTown",1.306506139,103.7736295,"LOST AND FOUND"
3643,"Trespassing","Open Investigation",2021-06-17 19:28:00,7.09604138020147,2021-06-24 21:46:18,2021,168,6,3,"day_weekday","TEMBUSU COLLEGE- MAIN BLK","UTown",1.306170497,103.7737562,"DAMAGED PROPERTY"
3644,"Harassment","Unfounded",2020-10-22 02:43:00,7.36025459961319,2020-10-29 11:21:46,2020,296,10,3,"day_weekday","BTC-EU TONG SEN","BTC",1.318461229,103.8168299,"DAMAGED PROPERTY"
3645,"Shoplifting","Open Investigation",2020-12-01 02:51:00,2.01960601440864,2020-12-03 03:19:14,2020,336,12,1,"day_weekday","BTC-EU TONG SEN","BTC",1.318461229,103.8168299,"STOLEN ITEMS"
3646,"Burglary","Judicial Referral",2021-03-11 03:19:00,2.30964373310405,2021-03-13 10:44:53,2021,70,3,3,"day_weekday","AS8 CARPARK","FASS",1.295895333,103.7720224,"LOST AND FOUND"
3647,"Theft","Open Investigation",2021-06-13 01:41:00,2.85663521590452,2021-06-15 22:14:33,2021,164,6,6,"weekend","DATA-CENTRE-NUS HIGH SCHOOL","SOC",1.296769604,103.7802964,"LOST AND FOUND"
3648,"Theft","Open Investigation",2020-12-04 16:07:00,2.72480855374517,2020-12-07 09:30:43,2020,339,12,4,"day_weekday","KENT VALE APARTMENT BLK G, 115","KV",1.30249388,103.7703148,"LOST AND FOUND"
3649,"Trespassing","Open Investigation",2021-01-28 08:07:00,6.54754662049195,2021-02-03 21:15:28,2021,28,1,3,"day_weekday","COLLEGE OF A&P TAN -TOWER","UTown",1.307597799,103.7731505,"DAMAGED PROPERTY"
3650,"Theft","Open Investigation",2021-05-16 07:41:00,3.46634288132085,2021-05-19 18:52:32,2021,136,5,6,"weekend","RIDGE VIEW RESIDENCE (BLOCK G)","YIH",1.298435562,103.7757528,"LOST AND FOUND"
3651,"Theft","Open Investigation",2021-07-12 05:55:00,3.50713423897824,2021-07-15 18:05:16,2021,193,7,0,"day_weekday","MEDICINE BLOCK 7","FOS",1.295550034,103.7817394,"LOST AND FOUND"
3652,"Shoplifting","Open Investigation",2021-02-10 03:42:00,2.24398023220138,2021-02-12 09:33:20,2021,41,2,2,"day_weekday","ENGINEERING BLOCK 6","CDE",1.299181543,103.7730982,"STOLEN ITEMS"
3653,"Shoplifting","Arrest",2020-09-16 10:59:00,2.49588216887666,2020-09-18 22:53:04,2020,260,9,2,"day_weekday","PGPR CARPARK","PGP",1.290814479,103.7812394,"LOST AND FOUND"
3654,"Burglary","Open Investigation",2021-03-19 20:55:00,3.29914688432078,2021-03-23 04:05:46,2021,78,3,4,"day_weekday","LECTURE THEATRE 9","FASS",1.294966198,103.7722988,"LOST AND FOUND"
3655,"Fraud","Unfounded",2021-11-29 04:48:00,7.67218341322847,2021-12-06 20:55:57,2021,333,11,0,"day_weekday","TEMASEK HALL (BLOCK A)","HALL",1.293083063,103.7707861,"DAMAGED PROPERTY"
3656,"Criminal Mischief","Arrest",2020-11-11 05:32:00,2.07156395775166,2020-11-13 07:15:03,2020,316,11,2,"day_weekday","ENGINEERING BLOCK 1","CDE",1.298761566,103.7710794,"STOLEN ITEMS"
3657,"Trespass","Closed",2021-04-29 07:43:00,2.71497698835047,2021-05-02 00:52:34,2021,119,4,3,"day_weekday","PGP RESIDENCES (BLOCK 30)","PGP",1.290514448,103.781795,"EMERGENCY INCIDENTS"
3658,"Theft","Open Investigation",2021-11-18 08:39:00,1.97260051215819,2021-11-20 07:59:33,2021,322,11,3,"day_weekday","TEMASEK LAB","CDE",1.299556652,103.7722094,"LOST AND FOUND"
3659,"Theft","Open Investigation",2020-11-15 10:28:00,2.64132218899809,2020-11-18 01:51:30,2020,320,11,6,"weekend","PGP RESIDENCES (BLOCK 3)","PGP",1.291295726,103.7824282,"LOST AND FOUND"
3660,"Harassment: Bias Incident","Open Investigation",2021-02-07 09:33:00,3.1374297642178,2021-02-10 12:50:54,2021,38,2,6,"weekend","ENGINEERING BLOCK 3A","CDE",1.300324497,103.7714214,"LOST AND FOUND"
3661,"Criminal Mischief","Arrest",2021-08-06 20:05:00,1.63378365769052,2021-08-08 11:17:39,2021,218,8,4,"day_weekday","BTC-SUB-STATION","BTC",1.318793146,103.8179381,"STOLEN ITEMS"
3662,"Assault","Unfounded",2021-05-08 19:23:00,4.24053238088564,2021-05-13 01:09:22,2021,128,5,5,"weekend","PGP RESIDENCES (BLOCK 4)","PGP",1.291208032,103.7822304,"DAMAGED PROPERTY"
3663,"Theft","Open Investigation",2021-08-26 12:50:00,3.35321662526238,2021-08-29 21:18:38,2021,238,8,3,"day_weekday","ENGINEERING BLOCK A","CDE",1.299995494,103.7707659,"LOST AND FOUND"
3664,"Assault","Open Investigation",2021-04-25 00:51:00,4.49150254201941,2021-04-29 12:38:46,2021,115,4,6,"weekend","PGP RESIDENCES (BLOCK 11)","PGP",1.290736963,103.7800896,"DAMAGED PROPERTY"
3665,"Attempted Theft","Open Investigation",2021-04-26 04:28:00,3.69701337262283,2021-04-29 21:11:42,2021,116,4,0,"day_weekday","ELECTRICAL SUB-STATION","UTown",1.306222002,103.7727161,"LOST AND FOUND"
3666,"Service of Warrant","Open Investigation",2020-09-26 11:39:00,3.65179100651867,2020-09-30 03:17:35,2020,270,9,5,"weekend","MULTI-PURPOSE HALL 5 & 6","YIH",1.300997486,103.7757629,"LOST AND FOUND"
3667,"Disorderly Conduct","Open Investigation",2021-01-11 10:44:00,8.71968564952406,2021-01-20 04:00:21,2021,11,1,0,"day_weekday","9 PGP BUNGALOW","PGP",1.293962325,103.7773228,"SEXUAL INCIDENTS"
3668,"Extortion","Closed",2021-02-01 01:57:00,4.0201107848625,2021-02-05 02:25:58,2021,32,2,0,"day_weekday","STEPHEN RIADY CENTRE","UTown",1.304488952,103.7720712,"LOST AND FOUND"
3669,"Assault: Domestic Violence","Open Investigation",2020-10-04 18:00:00,2.7286530827298,2020-10-07 11:29:16,2020,278,10,6,"weekend","YALE RESIDENTIAL COLLEGE 2","UTown",1.307098618,103.7719809,"LOST AND FOUND"
3670,"Trespass","Closed",2021-05-18 03:00:00,1.5280587375366,2021-05-19 15:40:24,2021,138,5,1,"day_weekday","PGP RESIDENCES LECTURE THEATRE","PGP",1.290720131,103.7821794,"EMERGENCY INCIDENTS"
3671,"Disorderly Conduct","Arrest",2021-02-01 22:26:00,7.03766864634144,2021-02-08 23:20:15,2021,32,2,0,"day_weekday","CENTRAL STORAGE LIBRARY ANNEX","FASS",1.296929332,103.7738774,"SEXUAL INCIDENTS"
3672,"Theft","Open Investigation",2021-04-15 12:46:00,3.02336830773191,2021-04-18 13:19:39,2021,105,4,3,"day_weekday","LECTURE THEATRE 16","SOC",1.293996491,103.7738421,"LOST AND FOUND"
3673,"Theft","Unfounded",2021-07-03 18:19:00,2.56656179718732,2021-07-06 07:54:51,2021,184,7,5,"weekend","PGP RESIDENCES (BLOCK 19)","PGP",1.290999159,103.7805255,"LOST AND FOUND"
3674,"Trespass","unfounded",2020-12-29 22:46:00,0.596027620558077,2020-12-30 13:04:17,2020,364,12,1,"day_weekday","YALE RESIDENTIAL COLLEGE 2","UTown",1.307098618,103.7719809,"EMERGENCY INCIDENTS"
3675,"Assault: Domestic Violence","Arrest",2021-03-31 05:55:00,2.80213183952318,2021-04-03 01:10:04,2021,90,3,2,"day_weekday","TLL CARPARK","CDE",1.29940048,103.7721367,"LOST AND FOUND"
3676,"Trespassing","Arrest",2021-11-03 15:07:00,6.00506665593499,2021-11-09 15:14:18,2021,307,11,2,"day_weekday","TEMASEK LIFE SCIENCE LAB","PGP",1.294203503,103.7765942,"DAMAGED PROPERTY"
3677,"Disorderly Conduct","Closed",2021-06-18 20:43:00,6.52789632626214,2021-06-25 09:23:10,2021,169,6,4,"day_weekday","KE VII HALL (BLOCK D)","PGP",1.293315344,103.7803833,"SEXUAL INCIDENTS"
3678,"Fraud","Closed",2021-01-19 02:25:00,6.60731511222015,2021-01-25 16:59:32,2021,19,1,1,"day_weekday","BTC-CJ KOH LIBRARY","BTC",1.318788486,103.8181587,"DAMAGED PROPERTY"
3679,"Trespassing","Judicial Referral",2020-12-06 14:49:00,6.38152555238096,2020-12-12 23:58:24,2020,341,12,6,"weekend","RIDGE VIEW RESIDENCE (BLOCK C)","YIH",1.298081545,103.776434,"DAMAGED PROPERTY"
3680,"Trespass","Open Investigation",2021-01-15 08:23:00,0.46585282342502,2021-01-15 19:33:50,2021,15,1,4,"day_weekday","SPORE POWER GRID-CON SWITCH RM","CDE",1.300293893,103.7713884,"EMERGENCY INCIDENTS"
3681,"Theft","Closed",2021-04-02 20:53:00,2.65294927856464,2021-04-05 12:33:15,2021,92,4,4,"day_weekday","TEMBUSU COLLEGE- MPH","UTown",1.305898714,103.7738473,"LOST AND FOUND"
3682,"Theft: Criminal Mischief","Open Investigation",2020-10-27 04:47:00,3.11122473267532,2020-10-30 07:27:10,2020,301,10,1,"day_weekday","PGP RESIDENCES (BLOCK 30)","PGP",1.290514448,103.781795,"LOST AND FOUND"
3683,"Assault","Open Investigation",2020-11-25 14:39:00,8.10944439049682,2020-12-03 17:16:36,2020,330,11,2,"day_weekday","KENT VALE CHILD CARE CENTRE","KV",1.301492828,103.7689924,"DAMAGED PROPERTY"
3684,"Trespassing","Open Investigation",2021-04-03 11:27:00,6.50805683849383,2021-04-09 23:38:36,2021,93,4,5,"weekend","KENT VALE CHILD CARE CENTRE","KV",1.301492828,103.7689924,"DAMAGED PROPERTY"
3685,"Obstruction of Justice","Open Investigation",2021-08-29 08:26:00,4.31926015050777,2021-09-02 16:05:44,2021,241,8,6,"weekend","NUHS-MAIN BUILDING","FOS",1.294399964,103.7835039,"LOST AND FOUND"
3686,"Theft","Open Investigation",2020-10-25 06:09:00,2.53722076978897,2020-10-27 19:02:36,2020,299,10,6,"weekend","DINING HALL (RC4 & CAPT)","UTown",1.307989409,103.7731782,"LOST AND FOUND"
3687,"Theft","Open Investigation",2020-12-28 23:27:00,3.08576276756622,2021-01-01 01:30:30,2020,363,12,0,"day_weekday","CTR FOR ENGLISH LANGUAGE COMMUNICATION","CDE",1.297113412,103.7714078,"LOST AND FOUND"
3688,"Trespassing","Closed",2021-09-23 19:13:00,8.87848816044969,2021-10-02 16:18:01,2021,266,9,3,"day_weekday","12A KR BUNGALOW","KR",1.29723462,103.7747589,"DAMAGED PROPERTY"
3689,"Criminal Mischief","Arrest",2020-10-23 09:36:00,1.58639465225175,2020-10-24 23:40:24,2020,297,10,4,"day_weekday","SUB-STATION 3 (NEAR S13)","FOS",1.296287532,103.7788929,"STOLEN ITEMS"
3690,"Theft","Open Investigation",2020-12-12 16:26:00,3.21500592103421,2020-12-15 21:35:37,2020,347,12,5,"weekend","SHEARES HALL (BLOCK C)","HALL",1.291354968,103.7760394,"LOST AND FOUND"
3691,"Theft","Open Investigation",2021-06-29 00:58:00,2.85105860734363,2021-07-01 21:23:31,2021,180,6,1,"day_weekday","EUSOFF HALL (BLOCK D)","HALL",1.293493373,103.7697466,"LOST AND FOUND"
