datetime,Year,DayOfYear,Month,DayOfWeek,time_period,Building,Location,Longtitude,Latitude,Incidents
25/7/22 3:18,2022,206,7,0,day_weekday,PGP RESIDENCES (BLOCK 22),PGP,1.290618087,103.780583,LOST AND FOUND
30/3/22 21:10,2022,89,3,2,day_weekday,NATIONAL SINGAPORE WIND TUNNEL,UCC,1.300768273,103.7753832,LOST AND FOUND
26/4/22 20:32,2022,116,4,1,day_weekday,LECTURE THEATRE 29,FOS,1.297224305,103.7811308,LOST AND FOUND
28/11/22 2:38,2022,332,11,0,day_weekday,3 PGP BUNGALOW,PGP,1.292651799,103.7797184,STOLEN ITEMS
12/10/22 12:47,2022,285,10,2,day_weekday,9 PGP BUNGALOW,PGP,1.293962325,103.7773228,DAMAGED PROPERTY
15/7/22 11:13,2022,196,7,4,day_weekday,KENT RIDGE HALL (BLOCK E),HALL,1.291836332,103.7742191,STOLEN ITEMS
21/8/22 22:44,2022,233,8,6,weekend,TEMASEK HALL (BLOCK E),HALL,1.292584001,103.7722725,LOST AND FOUND
6/4/22 19:48,2022,96,4,2,day_weekday,LKC NATURAL HISTORY MUSEUM,UCC,1.301379227,103.7730057,LOST AND FOUND
28/5/22 14:19,2022,148,5,5,weekend,KENT RIDGE HALL (BLOCK D),HALL,1.291524551,103.7744384,LOST AND FOUND
20/10/21 1:41,2021,293,10,2,day_weekday,KE VII HALL (BLOCK G),PGP,1.293482761,103.7803849,DAMAGED PROPERTY
26/10/22 7:23,2022,299,10,2,day_weekday,COLLEGE OF A&P TAN -MPH,UTown,1.307802118,103.7732463,LOST AND FOUND
14/2/22 18:21,2022,45,2,0,day_weekday,INNOVATION 4.0,PGP,1.294254531,103.775948,DAMAGED PROPERTY
7/10/22 10:50,2022,280,10,4,day_weekday,ENGINEERING BLOCK 4A,CDE,1.29859899,103.7725782,LOST AND FOUND
7/8/22 19:18,2022,219,8,6,weekend,PGP RESIDENCES (BLOCK 7),PGP,1.291101134,103.7800076,DAMAGED PROPERTY
13/1/22 0:22,2022,13,1,3,day_weekday,DSO BUILDING,FOS,1.296243699,103.7813743,SEXUAL INCIDENTS
21/9/22 18:31,2022,264,9,2,day_weekday,LECTURE THEATRE 34,FOS,1.297758283,103.7810123,LOST AND FOUND
20/9/22 16:20,2022,263,9,1,day_weekday,ELECTRICAL SUB-STATION,UTown,1.306222002,103.7727161,DAMAGED PROPERTY
25/5/22 23:31,2022,145,5,2,day_weekday,T-LAB CARPARK,CDE,1.299936148,103.7722517,LOST AND FOUND
4/8/22 9:22,2022,216,8,3,day_weekday,PGP RESIDENCES (BLOCK 20),PGP,1.290472992,103.7802401,EMERGENCY INCIDENTS
28/2/22 22:21,2022,59,2,0,day_weekday,9 PGP BUNGALOW,PGP,1.293962325,103.7773228,STOLEN ITEMS
17/7/22 20:27,2022,198,7,6,weekend,PGP RESIDENCES (BLOCK 5),PGP,1.291343839,103.7799128,LOST AND FOUND
13/9/22 17:52,2022,256,9,1,day_weekday,AS8 CARPARK,FASS,1.295895333,103.7720224,LOST AND FOUND
12/3/22 18:17,2022,71,3,5,weekend,RAFFLES HALL (COMMUNAL HALL),YIH,1.300002869,103.7739354,LOST AND FOUND
7/9/22 10:17,2022,250,9,2,day_weekday,LECTURE THEATRE 13,FASS,1.295043651,103.7709322,LOST AND FOUND
26/10/22 9:50,2022,299,10,2,day_weekday,UNIVERSITY HEALTH CENTRE,YIH,1.299028198,103.776488,STOLEN ITEMS
27/12/21 19:56,2021,361,12,0,day_weekday,MD BLK 6 (CTR FOR TRANS  MED),FOS,1.295320036,103.7816808,LOST AND FOUND
3/8/22 16:31,2022,215,8,2,day_weekday,SCIENCE BLOCK 17,FOS,1.297633622,103.7804434,STOLEN ITEMS
25/4/22 12:50,2022,115,4,0,day_weekday,SCIENCE BLOCK 4,FOS,1.295631286,103.7788028,STOLEN ITEMS
3/5/22 17:16,2022,123,5,1,day_weekday,TEMBUSU LEARN LOBE,UTown,1.305895704,103.773492,DAMAGED PROPERTY
22/2/22 21:06,2022,53,2,1,day_weekday,UNIVERSITY SPORT CENTRE,YIH,1.299832654,103.7753454,STOLEN ITEMS
20/9/22 0:47,2022,263,9,1,day_weekday,17 PGP BUNGALOW,PGP,1.292575481,103.7792351,EMERGENCY INCIDENTS
26/1/22 5:04,2022,26,1,2,day_weekday,HOUSE 5,HALL,1.291805315,103.7746999,EMERGENCY INCIDENTS
19/5/22 0:21,2022,139,5,3,day_weekday,RAFFLES HALL (COMMUNAL HALL),YIH,1.300002869,103.7739354,LOST AND FOUND
14/11/22 19:06,2022,318,11,0,day_weekday,SPORE POWER GRID-CON SWITCH RM,CDE,1.300293893,103.7713884,STOLEN ITEMS
24/9/22 8:59,2022,267,9,5,weekend,TEMASEK HALL (BLOCK C),HALL,1.292732285,103.7709504,LOST AND FOUND
13/7/22 15:02,2022,194,7,2,day_weekday,LECTURE THEATRE 14,SOC,1.295737627,103.7733865,SEXUAL INCIDENTS
30/11/21 0:39,2021,334,11,1,day_weekday,SCIENCE BLOCK 13,FOS,1.296790296,103.7791479,LOST AND FOUND
7/11/21 21:58,2021,311,11,6,weekend,EUSOFF HALL (BLOCK C),HALL,1.293426406,103.7701612,STOLEN ITEMS
10/11/22 6:20,2022,314,11,3,day_weekday,KE VII HALL (BLOCK F),PGP,1.293186194,103.7808347,LOST AND FOUND
9/7/22 1:33,2022,190,7,5,weekend,SCIENCE BLOCK 15,FOS,1.297049608,103.7801538,DAMAGED PROPERTY
26/3/22 2:58,2022,85,3,5,weekend,KE VII HALL (BLOCK A),PGP,1.292733372,103.7806752,LOST AND FOUND
27/6/22 21:55,2022,178,6,0,day_weekday,LECTURE THEATRE 15,SOC,1.295514563,103.7734516,DAMAGED PROPERTY
27/2/22 23:37,2022,58,2,6,weekend,LECTURE THEATRE 31,FOS,1.296845972,103.7804072,LOST AND FOUND
17/8/22 10:42,2022,229,8,2,day_weekday,"KENT VALE APARTMENT BLK C, 111",KV,1.301811498,103.7685007,DAMAGED PROPERTY
27/10/21 0:48,2021,300,10,2,day_weekday,18 PGP BUNGALOW,PGP,1.292335925,103.7795173,STOLEN ITEMS
17/9/22 7:25,2022,260,9,5,weekend,PGP RESIDENCES (BLOCK 30),PGP,1.290514448,103.781795,LOST AND FOUND
21/3/22 11:33,2022,80,3,0,day_weekday,LECTURE THEATRE 36 (ALICE AND PETER TAN),FOS,1.295172313,103.7814043,STOLEN ITEMS
9/5/22 1:14,2022,129,5,0,day_weekday,PGP RESIDENCES (BLOCK 23),PGP,1.290527203,103.7807137,DAMAGED PROPERTY
27/6/22 16:37,2022,178,6,0,day_weekday,ENGINEERING BLOCK 1A,CDE,1.29933656,103.77082,STOLEN ITEMS
11/8/22 4:17,2022,223,8,3,day_weekday,ARTS & SOCIAL SCIENCES BLOCK 1,FASS,1.29414275,103.7711509,LOST AND FOUND
1/2/22 4:09,2022,32,2,1,day_weekday,LECTURE THEATRE 28,FOS,1.297224305,103.7812648,DAMAGED PROPERTY
17/2/22 2:28,2022,48,2,3,day_weekday,SHEARS HALL/KENT RIDGE HALL SHARED SPACE,HALL,1.291624699,103.7751793,LOST AND FOUND
19/7/22 13:43,2022,200,7,1,day_weekday,PGP RESIDENCES (BLOCK 19),PGP,1.290999159,103.7805255,EMERGENCY INCIDENTS
30/11/21 17:36,2021,334,11,1,day_weekday,4 KR BUNGALOW,KR,1.294413343,103.7799701,DAMAGED PROPERTY
18/12/21 22:30,2021,352,12,5,weekend,EUSOFF HALL (BLOCK B),HALL,1.293104328,103.769989,STOLEN ITEMS
21/4/22 21:14,2022,111,4,3,day_weekday,ENGINEERING BLOCK 7,CDE,1.298590159,103.7734899,DAMAGED PROPERTY
31/3/22 2:34,2022,90,3,3,day_weekday,CINNAMON COLLEGE -MPH,UTown,1.306744344,103.7734549,LOST AND FOUND
30/5/22 19:29,2022,150,5,0,day_weekday,MEDICINE BLOCK 2,FOS,1.295071999,103.7815094,DAMAGED PROPERTY
22/7/22 10:22,2022,203,7,4,day_weekday,LECTURE THEATRE 16,SOC,1.293996491,103.7738421,DAMAGED PROPERTY
27/2/22 19:50,2022,58,2,6,weekend,NATIONAL UNIVERSITY CENTRE FOR ORAL HEALTH SINGAPORE,FOS,1.2959965,103.7832118,LOST AND FOUND
28/2/22 10:04,2022,59,2,0,day_weekday,YALE DINNING SERVICES,UTown,1.306325197,103.7717576,STOLEN ITEMS
31/1/22 21:22,2022,31,1,0,day_weekday,CINNAMON COLLEGE -MPH,UTown,1.306744344,103.7734549,LOST AND FOUND
30/1/22 9:57,2022,30,1,6,weekend,PGP RESIDENCES (BLOCK 18),PGP,1.291099609,103.7804155,DAMAGED PROPERTY
24/8/22 3:26,2022,236,8,2,day_weekday,BTC-BLOCK B,BTC,1.319007737,103.8169549,STOLEN ITEMS
31/3/22 18:49,2022,90,3,3,day_weekday,DSO BUILDING,FOS,1.296243699,103.7813743,LOST AND FOUND
4/4/22 9:11,2022,94,4,0,day_weekday,PGP RESIDENCES (BLOCK 21),PGP,1.290472992,103.7804283,LOST AND FOUND
17/5/22 6:53,2022,137,5,1,day_weekday,UHALL CARPARK,UTown,1.297316736,103.7777968,LOST AND FOUND
23/3/22 14:21,2022,82,3,2,day_weekday,NUS SOCIETY-GUILD HOUSE,BIZ,1.293333299,103.7730449,DAMAGED PROPERTY
21/10/21 11:33,2021,294,10,3,day_weekday,CELS CARPARK,FOS,1.294475238,103.7812,STOLEN ITEMS
29/12/21 8:31,2021,363,12,2,day_weekday,INSTITUTE OF SYSTEMS SCIENCE,HALL,1.292195263,103.7766918,DAMAGED PROPERTY
17/11/21 4:27,2021,321,11,2,day_weekday,COMPUTING BLOCK 2,SOC,1.294225262,103.7740172,STOLEN ITEMS
13/8/22 10:27,2022,225,8,5,weekend,CRISP (NEAR KEVII HALL),PGP,1.297892325,103.7806502,SEXUAL INCIDENTS
10/7/22 15:49,2022,191,7,6,weekend,CINNAMON UNI SCH PROG (USP),UTown,1.306525122,103.7734295,EMERGENCY INCIDENTS
8/4/22 9:28,2022,98,4,4,day_weekday,ARTS & SOCIAL SCIENCES BLOCK 1,FASS,1.29414275,103.7711509,LOST AND FOUND
6/1/22 23:07,2022,6,1,3,day_weekday,DNMS CARPARK,DNMS,1.281499226,103.8334517,EMERGENCY INCIDENTS
21/9/21 0:35,2021,264,9,1,day_weekday,CENTRAL LIBRARY,FASS,1.296375466,103.7730045,LOST AND FOUND
7/1/22 15:13,2022,7,1,4,day_weekday,KE VII HALL (COMMUNAL HALL),PGP,1.292402899,103.7810646,DAMAGED PROPERTY
14/11/21 15:23,2021,318,11,6,weekend,BTC-CAFE,BTC,1.319623502,103.8174052,SEXUAL INCIDENTS
10/8/22 21:22,2022,222,8,2,day_weekday,1 KR BUNGALOW,KR,1.293041343,103.7811579,DAMAGED PROPERTY
27/1/22 22:41,2022,27,1,3,day_weekday,CTR FOR ENGLISH LANGUAGE COMMUNICATION,CDE,1.297113412,103.7714078,DAMAGED PROPERTY
8/11/21 2:10,2021,312,11,0,day_weekday,LECTURE THEATRE 1,CDE,1.299442762,103.7711115,STOLEN ITEMS
27/12/21 2:04,2021,361,12,0,day_weekday,18A PGP BUNGALOW,PGP,1.292325199,103.7795281,LOST AND FOUND
20/2/22 14:33,2022,51,2,6,weekend,COLLEGE OF A&P TAN -TOWER,UTown,1.307597799,103.7731505,EMERGENCY INCIDENTS
6/10/22 4:21,2022,279,10,3,day_weekday,LECTURE THEATRE 29,FOS,1.297224305,103.7811308,LOST AND FOUND
22/12/21 19:56,2021,356,12,2,day_weekday,SCIENCE BLOCK 1,FOS,1.295780109,103.7779029,LOST AND FOUND
10/7/22 12:33,2022,191,7,6,weekend,KE VII HALL (BLOCK F),PGP,1.293186194,103.7808347,LOST AND FOUND
19/3/22 18:51,2022,78,3,5,weekend,EUSOFF HALL (BLOCK E),HALL,1.29377559,103.7699778,LOST AND FOUND
6/7/22 6:51,2022,187,7,2,day_weekday,UNIVERSITY SPORT CENTRE,YIH,1.299832654,103.7753454,LOST AND FOUND
25/9/22 16:38,2022,268,9,6,weekend,SHEARES HALL (COMMUNAL HALL),HALL,1.291537312,103.7756853,DAMAGED PROPERTY
30/7/22 16:31,2022,211,7,5,weekend,14 PGP BUNGALOW,PGP,1.293234255,103.777491,STOLEN ITEMS
10/11/21 1:59,2021,314,11,2,day_weekday,SUB-STATION 3 (NEAR S13),FOS,1.296287532,103.7788929,DAMAGED PROPERTY
29/1/22 20:01,2022,29,1,5,weekend,SHEARES HALL (BLOCK A),HALL,1.291577534,103.7754185,LOST AND FOUND
27/10/21 12:31,2021,300,10,2,day_weekday,LKC NATURAL HISTORY MUSEUM,UCC,1.301379227,103.7730057,STOLEN ITEMS
13/7/22 5:03,2022,194,7,2,day_weekday,PGP RESIDENCES (BLOCK 24),PGP,1.290409214,103.7806802,LOST AND FOUND
28/11/22 20:26,2022,332,11,0,day_weekday,ENGINEERING WORKSHOP 1A,CDE,1.298073579,103.7708804,LOST AND FOUND
6/12/21 19:40,2021,340,12,0,day_weekday,DESIGN & ENVIRONMENT BLOCK 2,CDE,1.297396959,103.7711486,LOST AND FOUND
22/4/22 16:59,2022,112,4,4,day_weekday,BTC-BIN CENTRE,BTC,1.319801578,103.8176313,LOST AND FOUND
20/7/22 12:58,2022,201,7,2,day_weekday,TEMASEK HALL (COMMUNAL HALL),HALL,1.292822129,103.7714113,LOST AND FOUND
14/11/21 20:52,2021,318,11,6,weekend,"KENT VALE APARTMENT BLK C, 111",KV,1.301811498,103.7685007,STOLEN ITEMS
25/6/22 10:16,2022,176,6,5,weekend,RIDGE VIEW RESIDENCE (BLOCK B),YIH,1.297702725,103.7763235,STOLEN ITEMS
1/4/22 16:58,2022,91,4,4,day_weekday,PGP RESIDENCES (BLOCK 28),PGP,1.290281658,103.7817217,LOST AND FOUND
23/10/22 22:09,2022,296,10,6,weekend,TEMASEK HALL (BLOCK A),HALL,1.293083063,103.7707861,SEXUAL INCIDENTS
31/1/22 9:06,2022,31,1,0,day_weekday,KENT RIDGE (COMMUNAL HALL),HALL,1.29179854,103.7747805,DAMAGED PROPERTY
23/1/22 0:23,2022,23,1,6,weekend,LECTURE THEATRE 36 (ALICE AND PETER TAN),FOS,1.295172313,103.7814043,LOST AND FOUND
2/8/22 3:39,2022,214,8,1,day_weekday,BRENNER CTR FOR MOLECULAR MED,FOS,1.294813169,103.7806383,LOST AND FOUND
23/2/22 16:36,2022,54,2,2,day_weekday,KE VII HALL (BLOCK A),PGP,1.292733372,103.7806752,DAMAGED PROPERTY
30/7/22 23:04,2022,211,7,5,weekend,PGP RESIDENCES (BLOCK 28),PGP,1.290281658,103.7817217,STOLEN ITEMS
3/8/22 16:32,2022,215,8,2,day_weekday,BTC-TOWER BLOCK,BTC,1.319418189,103.8172055,DAMAGED PROPERTY
30/6/22 23:25,2022,181,6,3,day_weekday,BTC-MOOT COURT,BTC,1.318755191,103.8164184,DAMAGED PROPERTY
28/7/22 7:31,2022,209,7,3,day_weekday,KE VII HALL (BLOCK D),PGP,1.293315344,103.7803833,DAMAGED PROPERTY
3/1/22 5:59,2022,3,1,0,day_weekday,SUB-STATION/BIN CENTRE,KV,1.300662404,103.7678257,LOST AND FOUND
17/8/22 15:00,2022,229,8,2,day_weekday,LECTURE THEATRE 35 (PETER AND MARY FU),FOS,1.29530784,103.7814362,STOLEN ITEMS
3/4/22 8:04,2022,93,4,6,weekend,PGP RESIDENCES (BLOCK 15),PGP,1.291668827,103.7801396,STOLEN ITEMS
24/3/22 13:57,2022,83,3,3,day_weekday,LECTURE THEATRE 2,CDE,1.299399852,103.7711799,STOLEN ITEMS
19/10/22 9:51,2022,292,10,2,day_weekday,CINNAMON LEARN LOBE,UTown,1.306550432,103.7731181,LOST AND FOUND
20/12/21 18:47,2021,354,12,0,day_weekday,LECTURE THEATRE 4,CDE,1.298758277,103.7724662,LOST AND FOUND
26/10/21 15:19,2021,299,10,1,day_weekday,BIZ1 CARPARK,BIZ,1.292703782,103.7746058,LOST AND FOUND
11/5/22 6:19,2022,131,5,2,day_weekday,SHEARS HALL/KENT RIDGE HALL SHARED SPACE,HALL,1.291624699,103.7751793,DAMAGED PROPERTY
12/4/22 14:39,2022,102,4,1,day_weekday,ARTS & SOCIAL SCIENCES BLOCK 4,FASS,1.294575688,103.7717937,DAMAGED PROPERTY
21/10/22 5:02,2022,294,10,4,day_weekday,KENT RIDGE HALL (BLOCK B),HALL,1.291333703,103.7747351,STOLEN ITEMS
19/10/21 15:47,2021,292,10,1,day_weekday,KE VII HALL (BLOCK C),PGP,1.2930985,103.7806927,STOLEN ITEMS
27/4/22 9:51,2022,117,4,2,day_weekday,RIDGE VIEW RESIDENCE (BLOCK C),YIH,1.298081545,103.776434,STOLEN ITEMS
23/3/22 13:14,2022,82,3,2,day_weekday,SCIENCE BLOCK 5,FOS,1.295676384,103.7790261,LOST AND FOUND
27/6/22 14:51,2022,178,6,0,day_weekday,BUSINESS BLOCK 2,BIZ,1.293351176,103.7750483,STOLEN ITEMS
21/8/22 20:56,2022,233,8,6,weekend,COLLEGE OF A&P TAN -MPH,UTown,1.307802118,103.7732463,STOLEN ITEMS
16/3/22 9:42,2022,75,3,2,day_weekday,YALE SPORTS HALL,UTown,1.307810335,103.7726519,STOLEN ITEMS
15/7/22 23:49,2022,196,7,4,day_weekday,INNOVATION 4.0,PGP,1.294254531,103.775948,SEXUAL INCIDENTS
24/9/22 6:55,2022,267,9,5,weekend,KENT RIDGE (COMMUNAL HALL),HALL,1.29179854,103.7747805,EMERGENCY INCIDENTS
17/12/21 1:15,2021,351,12,4,day_weekday,CINNAMON LEARN LOBE,UTown,1.306550432,103.7731181,DAMAGED PROPERTY
30/11/21 1:01,2021,334,11,1,day_weekday,CINNAMON COLLEGE -MPH,UTown,1.306744344,103.7734549,SEXUAL INCIDENTS
23/5/22 12:00,2022,143,5,0,day_weekday,SHEARES HALL (BLOCK A),HALL,1.291577534,103.7754185,LOST AND FOUND
13/11/21 3:07,2021,317,11,5,weekend,PGP RESIDENCES (BLOCK 10),PGP,1.290733171,103.7799493,EMERGENCY INCIDENTS
11/9/21 4:56,2021,254,9,5,weekend,KE VII HALL (BLOCK B),PGP,1.293176628,103.7803068,STOLEN ITEMS
12/10/21 21:16,2021,285,10,1,day_weekday,KE VII HALL (BLOCK E),PGP,1.29305545,103.7807199,DAMAGED PROPERTY
5/12/21 12:26,2021,339,12,6,weekend,LECTURE THEATRE 34,FOS,1.297758283,103.7810123,DAMAGED PROPERTY
8/2/22 19:19,2022,39,2,1,day_weekday,FOS - SHED B-NEXT TO S3&S4,FOS,1.29582005,103.7789548,DAMAGED PROPERTY
3/3/22 6:26,2022,62,3,3,day_weekday,UNIVERSITY HALL,YIH,1.297236942,103.7779364,LOST AND FOUND
1/8/22 8:37,2022,213,8,0,day_weekday,LECTURE THEATRE 10,FASS,1.294925923,103.7721036,LOST AND FOUND
31/12/21 9:10,2021,365,12,4,day_weekday,BTC-CAFE,BTC,1.319623502,103.8174052,DAMAGED PROPERTY
4/7/22 14:37,2022,185,7,0,day_weekday,KE VII HALL (BLOCK D),PGP,1.293315344,103.7803833,SEXUAL INCIDENTS
7/2/22 8:35,2022,38,2,0,day_weekday,MEDICINE BLOCK 4,FOS,1.295482387,103.7811936,LOST AND FOUND
18/9/22 12:01,2022,261,9,6,weekend,BOOSTER PUMP HSE(NEXT LKCNHM),UCC,1.301382961,103.7733115,LOST AND FOUND
20/10/22 18:57,2022,293,10,3,day_weekday,14A PGP BUNGALOW,PGP,1.293265034,103.7774589,STOLEN ITEMS
1/1/22 18:31,2022,1,1,5,weekend,PGP RESIDENCES (BLOCK 25),PGP,1.290200342,103.7806037,LOST AND FOUND
24/11/22 6:04,2022,328,11,3,day_weekday,TAN CHENG LOCK BABA HSE MUSEUM,DNMS,1.277214325,103.8373254,LOST AND FOUND
7/11/22 5:54,2022,311,11,0,day_weekday,SCIENCE BLOCK 6,FOS,1.295387759,103.7794885,LOST AND FOUND
11/10/22 11:17,2022,284,10,1,day_weekday,SCIENCE BLOCK 17,FOS,1.297633622,103.7804434,LOST AND FOUND
4/9/22 6:27,2022,247,9,6,weekend,"KENT VALE APARTMENT BLK F, 107",KV,1.30219698,103.767326,STOLEN ITEMS
10/1/22 21:35,2022,10,1,0,day_weekday,ENGINEERING WORKSHOP 1A,CDE,1.298073579,103.7708804,LOST AND FOUND
7/2/22 19:14,2022,38,2,0,day_weekday,EUSOFF HALL (BLOCK E),HALL,1.29377559,103.7699778,LOST AND FOUND
16/7/22 10:04,2022,197,7,5,weekend,5 KR BUNGALOW,KR,1.294572999,103.7796455,STOLEN ITEMS
15/5/22 4:16,2022,135,5,6,weekend,LECTURE THEATRE 16,SOC,1.293996491,103.7738421,LOST AND FOUND
27/2/22 6:07,2022,58,2,6,weekend,3 PGP BUNGALOW,PGP,1.292651799,103.7797184,DAMAGED PROPERTY
1/11/21 2:47,2021,305,11,0,day_weekday,SCIENCE BLOCK 1A (LEE WEE KENG),FOS,1.296422972,103.7792749,EMERGENCY INCIDENTS
26/1/22 4:52,2022,26,1,2,day_weekday,PGP RESIDENCES (BLOCK 30),PGP,1.290514448,103.781795,DAMAGED PROPERTY
4/2/22 9:53,2022,35,2,4,day_weekday,ENGINEERING BLOCK 3,CDE,1.29943352,103.7717177,LOST AND FOUND
11/10/21 7:06,2021,284,10,0,day_weekday,LECTURE THEATRE 11,FASS,1.295440209,103.7714032,LOST AND FOUND
19/6/22 19:28,2022,170,6,6,weekend,2 PGP BUNGALOW,PGP,1.292422999,103.7799725,SEXUAL INCIDENTS
19/2/22 19:40,2022,50,2,5,weekend,"KENT VALE APARTMENT BLK B, 105",KV,1.301085285,103.7684438,DAMAGED PROPERTY
9/6/22 16:53,2022,160,6,3,day_weekday,LECTURE THEATRE 6,CDE,1.298683923,103.7718929,DAMAGED PROPERTY
27/12/21 5:41,2021,361,12,0,day_weekday,LECTURE THEATRE 1,CDE,1.299442762,103.7711115,LOST AND FOUND
19/1/22 13:32,2022,19,1,2,day_weekday,HON SUI SEN MEMORIAL LIBRARY,BIZ,1.293089851,103.7745597,STOLEN ITEMS
17/1/22 19:10,2022,17,1,0,day_weekday,LECTURE THEATRE 17,SOC,1.293649503,103.7739846,STOLEN ITEMS
22/11/21 3:19,2021,326,11,0,day_weekday,ENGINEERING BLOCK 2A (EDIC),CDE,1.29880703,103.7713411,LOST AND FOUND
22/8/22 7:49,2022,234,8,0,day_weekday,COLLEGE OF A&P TAN -MPH,UTown,1.307802118,103.7732463,STOLEN ITEMS
19/6/22 1:16,2022,170,6,6,weekend,PGPR CARPARK,PGP,1.290814479,103.7812394,STOLEN ITEMS
2/4/22 14:42,2022,92,4,5,weekend,17 PGP BUNGALOW,PGP,1.292575481,103.7792351,SEXUAL INCIDENTS
4/8/22 9:55,2022,216,8,3,day_weekday,PGP RESIDENCES (BLOCK 11),PGP,1.290736963,103.7800896,STOLEN ITEMS
5/11/21 14:15,2021,309,11,4,day_weekday,SCIENCE BLOCK 1,FOS,1.295780109,103.7779029,LOST AND FOUND
10/9/22 1:54,2022,253,9,5,weekend,TEMASEK HALL (COMMUNAL HALL),HALL,1.292822129,103.7714113,SEXUAL INCIDENTS
24/2/22 21:46,2022,55,2,3,day_weekday,YALE RESIDENTIAL COLLEGE 2,UTown,1.307098618,103.7719809,DAMAGED PROPERTY
1/11/22 13:20,2022,305,11,1,day_weekday,NUS ENTERPRISE-JTC BLK71,BIZ,1.292392337,103.7757231,LOST AND FOUND
15/11/21 17:11,2021,319,11,0,day_weekday,TEMASEK HALL (BLOCK E),HALL,1.292584001,103.7722725,DAMAGED PROPERTY
27/2/22 4:36,2022,58,2,6,weekend,KE VII HALL (BLOCK C),PGP,1.2930985,103.7806927,DAMAGED PROPERTY
6/9/22 11:20,2022,249,9,1,day_weekday,PGP RESIDENCES MPH,PGP,1.290916678,103.780617,LOST AND FOUND
19/2/22 20:05,2022,50,2,5,weekend,BUSINESS BLOCK 1-MOCHTAR RIADY,BIZ,1.292482077,103.7740684,DAMAGED PROPERTY
19/10/22 13:19,2022,292,10,2,day_weekday,LECTURE THEATRE 32,FOS,1.296130118,103.778317,STOLEN ITEMS
30/1/22 16:06,2022,30,1,6,weekend,LECTURE THEATRE 7A,CDE,1.300437448,103.7708888,LOST AND FOUND
30/12/21 15:02,2021,364,12,3,day_weekday,EUSOFF HALL (BLOCK B),HALL,1.293104328,103.769989,LOST AND FOUND
13/2/22 9:23,2022,44,2,6,weekend,YALE SCIENCE BLOCK,UTown,1.3060437,103.7720044,DAMAGED PROPERTY
8/8/22 11:55,2022,220,8,0,day_weekday,"KENT VALE APARTMENT BLK G, 115",KV,1.30249388,103.7703148,LOST AND FOUND
3/11/21 19:21,2021,307,11,2,day_weekday,NUS SOCIETY-GUILD HOUSE,BIZ,1.293333299,103.7730449,SEXUAL INCIDENTS
25/11/21 0:04,2021,329,11,3,day_weekday,RAFFLES HALL (BLOCK E),YIH,1.300036252,103.7737858,LOST AND FOUND
21/1/22 9:38,2022,21,1,4,day_weekday,CREATE (RESEARCH),UTown,1.303674633,103.7735763,LOST AND FOUND
18/2/22 21:49,2022,49,2,4,day_weekday,COMPUTING BLOCK 2,SOC,1.294225262,103.7740172,LOST AND FOUND
17/2/22 0:59,2022,48,2,3,day_weekday,KE VII HALL (COMMUNAL HALL),PGP,1.292402899,103.7810646,SEXUAL INCIDENTS
18/4/22 9:10,2022,108,4,0,day_weekday,KENT RIDGE HALL (BLOCK E),HALL,1.291836332,103.7742191,EMERGENCY INCIDENTS
14/3/22 18:42,2022,73,3,0,day_weekday,BTC-LECTURE THEATRE,BTC,1.319337501,103.8169942,DAMAGED PROPERTY
30/11/21 0:54,2021,334,11,1,day_weekday,18 PGP BUNGALOW,PGP,1.292335925,103.7795173,LOST AND FOUND
31/8/22 19:27,2022,243,8,2,day_weekday,SHEARS HALL/KENT RIDGE HALL SHARED SPACE,HALL,1.291624699,103.7751793,LOST AND FOUND
14/9/21 1:52,2021,257,9,1,day_weekday,PGP BUS-STOP (OFFICE),PGP,1.290851133,103.781384,LOST AND FOUND
27/10/22 6:52,2022,300,10,3,day_weekday,ARTS & SOCIAL SCIENCES BLOCK 6,FASS,1.295434799,103.773244,LOST AND FOUND
4/11/22 2:21,2022,308,11,4,day_weekday,LKC NATURAL HISTORY MUSEUM,UCC,1.301379227,103.7730057,DAMAGED PROPERTY
4/10/22 17:15,2022,277,10,1,day_weekday,1 KR BUNGALOW,KR,1.293041343,103.7811579,LOST AND FOUND
14/3/22 9:12,2022,73,3,0,day_weekday,LECTURE THEATRE 3,CDE,1.298718002,103.7723639,DAMAGED PROPERTY
12/2/22 23:50,2022,43,2,5,weekend,PGP RESIDENCES (BLOCK 23),PGP,1.290527203,103.7807137,EMERGENCY INCIDENTS
25/5/22 22:29,2022,145,5,2,day_weekday,RIDGE VIEW RESIDENCE (BLOCK G),YIH,1.298435562,103.7757528,LOST AND FOUND
11/6/22 2:54,2022,162,6,5,weekend,SUB-STATION/BIN CENTRE,KV,1.300662404,103.7678257,LOST AND FOUND
27/6/22 19:17,2022,178,6,0,day_weekday,BTC-SUB-STATION,BTC,1.318793146,103.8179381,LOST AND FOUND
29/8/22 19:58,2022,241,8,0,day_weekday,DUKE-NUS MEDSH-KHOOTECKPUAT BG,FOS,1.293420222,103.7828813,LOST AND FOUND
6/7/22 15:36,2022,187,7,2,day_weekday,4 PGP BUNGALOW,PGP,1.292756725,103.7793448,DAMAGED PROPERTY
26/5/22 5:00,2022,146,5,3,day_weekday,INSTITUTE OF SYSTEMS SCIENCE,HALL,1.292195263,103.7766918,STOLEN ITEMS
