,Unnamed: 0,Classification,Disposition,datetime,time period,Year,DayOfYear,Month,DayOfWeek,time_period,Location,Building
254,254,Trespassing,Open Investigation,2022-11-08 14:34:00,day_weekday,2022,312,11,1,day_weekday,PGP,MD BLK 1  (TAHIR FDN BLDG)
255,255,Hindering Possession of Burglary Tools,Unfounded,2022-08-23 17:10:00,day_weekday,2022,235,8,1,day_weekday,HALL,SHEARES HALL (COMMUNAL HALL)
256,256,Theft,Open Investigation,2022-02-12 04:32:00,weekend,2022,43,2,5,weekend,YIH,TEMASEK HALL (BLOCK C)
257,257,Fraud,Open Investigation,2022-09-08 20:18:00,day_weekday,2022,251,9,3,day_weekday,FOS,"KENT VALE APARTMENT BLK D, 113"
258,258,Fraud,Open Investigation,2021-11-22 08:30:00,day_weekday,2021,326,11,0,day_weekday,CDE,12A KR BUNGALOW
259,259,Lewdness,,2022-10-24 10:10:00,day_weekday,2022,297,10,0,day_weekday,FOS,S'PORE SYNCHROTRON LIGHTSOURCE
260,260,Trespassing,Closed,2022-08-10 05:19:00,day_weekday,2022,222,8,2,day_weekday,FASS,NUHS-MAIN BUILDING
261,261,Theft,Unfounded,2022-06-26 14:08:00,weekend,2022,177,6,6,weekend,FOS,16 EVANS BUNGALOW
262,262,Theft,Open Investigation,2022-07-25 03:18:00,day_weekday,2022,206,7,0,day_weekday,FOS,SCIENCE BLOCK 1A (LEE WEE KENG)
263,263,Theft,Judicial Referral,2022-03-30 21:10:00,day_weekday,2022,89,3,2,day_weekday,YIH,TMSI-ST JOHN'S ISLAND
264,264,Theft, Closed,2022-04-26 20:32:00,day_weekday,2022,116,4,1,day_weekday,KR,PGP RESIDENCES (BLOCK 3)
265,265,Shoplifting,Open Investigation,2022-11-28 02:38:00,day_weekday,2022,332,11,0,day_weekday,BTC,TEMASEK HALL (BLOCK B)
266,266,Assault,Open Investigation,2022-10-12 12:47:00,day_weekday,2022,285,10,2,day_weekday,FASS,KE VII HALL (BLOCK H)
267,267,Shoplifting,Arrest,2022-07-15 11:13:00,day_weekday,2022,196,7,4,day_weekday,YIH,YSTCM CARPARK
268,268,Identity Theft,Open Investigation,2022-08-21 22:44:00,weekend,2022,233,8,6,weekend,KR,14 KR BUNGALOW
269,269,Theft,Arrest,2022-04-06 19:48:00,day_weekday,2022,96,4,2,day_weekday,UCC,PGP RESIDENCES (BLOCK 2)
270,270,Theft,Open Investigation,2022-05-28 14:19:00,weekend,2022,148,5,5,weekend,SOC,SUB-STATION 3 (NEAR S13)
271,271,Harassment, Closed,2021-10-20 01:41:00,day_weekday,2021,293,10,2,day_weekday,CDE,AS8 CARPARK
272,272,Theft,unfounded,2022-10-26 07:23:00,day_weekday,2022,299,10,2,day_weekday,HALL,SRC CARPARK
273,273,Trespassing,Open Investigation,2022-02-14 18:21:00,day_weekday,2022,45,2,0,day_weekday,UTown,FOS-RICE SHED C-NEXT TO S3&S4
274,274,Burglary,unfounded,2022-10-07 10:50:00,day_weekday,2022,280,10,4,day_weekday,FOS,SHAW FOUNDATION ALUMNI HOUSE
275,275,Assault,Unfounded,2022-08-07 19:18:00,weekend,2022,219,8,6,weekend,HALL,PGP RESIDENCES (BLOCK 18)
276,276,Rape,Closed,2022-01-13 00:22:00,day_weekday,2022,13,1,3,day_weekday,BTC,TAN CHENG LOCK BABA HSE MUSEUM
277,277,Aggravated Assault,Closed,2022-09-21 18:31:00,day_weekday,2022,264,9,2,day_weekday,CDE,SCIENCE BLOCK 8
278,278,Trespassing, Open Investigation,2022-09-20 16:20:00,day_weekday,2022,263,9,1,day_weekday,YIH,"KENT VALE APARTMENT BLK A,103"
279,279,Theft,Arrest,2022-05-25 23:31:00,day_weekday,2022,145,5,2,day_weekday,HALL,SCIENCE BLOCK 14
280,280,Trespass,Open Investigation,2022-08-04 09:22:00,day_weekday,2022,216,8,3,day_weekday,CDE,LECTURE THEATRE 16
281,281,Criminal Mischief,Open Investigation,2022-02-28 22:21:00,day_weekday,2022,59,2,0,day_weekday,UTown,STORE 2 (NEAR KEVII HALL)
282,282,Theft,Unfounded,2022-07-17 20:27:00,weekend,2022,198,7,6,weekend,PGP,KE VII HALL (BLOCK E)
283,283,Theft,Closed,2022-09-13 17:52:00,day_weekday,2022,256,9,1,day_weekday,UTown,"KENT VALE APARTMENT BLK H, 117"
284,284,Theft,Open Investigation,2022-03-12 18:17:00,weekend,2022,71,3,5,weekend,FOS,DSO BUILDING
285,285,Burglary,Arrest,2022-09-07 10:17:00,day_weekday,2022,250,9,2,day_weekday,CDE,PGP RESIDENCES (BLOCK 7)
286,286,Shoplifting,Closed,2022-10-26 09:50:00,day_weekday,2022,299,10,2,day_weekday,FOS,RIDGE VIEW RESIDENCE (BLOCK A)
287,287,Burglary,Open Investigation,2021-12-27 19:56:00,day_weekday,2021,361,12,0,day_weekday,UTown,DATA-CENTRE-NUS HIGH SCHOOL
288,288,Criminal Mischief,Open Investigation,2022-08-03 16:31:00,day_weekday,2022,215,8,2,day_weekday,FASS,5 PGP BUNGALOW
289,289,Shoplifting,Open Investigation,2022-04-25 12:50:00,day_weekday,2022,115,4,0,day_weekday,BTC,ENGINEERING WORKSHOP 1
290,290,Trespassing,Arrest,2022-05-03 17:16:00,day_weekday,2022,123,5,1,day_weekday,FOS,UNIVERSITY CULTURAL CENTRE
291,291,Shoplifting,Closed,2022-02-22 21:06:00,day_weekday,2022,53,2,1,day_weekday,YIH,DESIGN & ENVIRONMENT BLOCK 1
292,292,Trespass,Arrest,2022-09-20 00:47:00,day_weekday,2022,263,9,1,day_weekday,KV,KE VII HALL (BLOCK D)
293,293,Trespass,Open Investigation,2022-01-26 05:04:00,day_weekday,2022,26,1,2,day_weekday,PGP,PGP RESIDENCES (BLOCK 28)
294,294,Theft,Open Investigation,2022-05-19 00:21:00,day_weekday,2022,139,5,3,day_weekday,FOS,PGP RESIDENCES (BLOCK 5)
295,295,Shoplifting,Closed,2022-11-14 19:06:00,day_weekday,2022,318,11,0,day_weekday,FOS,ENGINEERING BLOCK 2
296,296,Theft, Arrest,2022-09-24 08:59:00,weekend,2022,267,9,5,weekend,PGP,7 PGP BUNGALOW
297,297,Rape,Open Investigation,2022-07-13 15:02:00,day_weekday,2022,194,7,2,day_weekday,CDE,S'PORE SYNCHROTRON LIGHTSOURCE
298,298,Theft,Open Investigation,2021-11-30 00:39:00,day_weekday,2021,334,11,1,day_weekday,SOC,BTC-BIN CENTRE
299,299,Shoplifting, Closed,2021-11-07 21:58:00,weekend,2021,311,11,6,weekend,UTown,COLLEGE OF A&P TAN -MPH
300,300,Theft,Open Investigation,2022-11-10 06:20:00,day_weekday,2022,314,11,3,day_weekday,HALL,COLLEGE OF A&P TAN -MPH
301,301,Trespassing,Open Investigation,2022-07-09 01:33:00,weekend,2022,190,7,5,weekend,HALL,"COMMUNAL BLK A, 121"
302,302,False Public Alarm,Open Investigation,2022-03-26 02:58:00,weekend,2022,85,3,5,weekend,KR,STORE 2 (NEAR KEVII HALL)
303,303,Assault, Arrest,2022-06-27 21:55:00,day_weekday,2022,178,6,0,day_weekday,UTown,CINNAMON LEARN LOBE
304,304,Theft: Criminal Mischief,Open Investigation,2022-02-27 23:37:00,weekend,2022,58,2,6,weekend,PGP,CRISP (NEAR KEVII HALL)
305,305,Harassment,Arrest,2022-08-17 10:42:00,day_weekday,2022,229,8,2,day_weekday,FOS,3 PGP BUNGALOW
306,306,Shoplifting,Arrest,2021-10-27 00:48:00,day_weekday,2021,300,10,2,day_weekday,YIH,"KENT VALE APT GERANIUM BLK, 101"
307,307,Theft,Open Investigation,2022-09-17 07:25:00,weekend,2022,260,9,5,weekend,PGP,SHEARES HALL (BLOCK D)
308,308,Shoplifting,unfounded,2022-03-21 11:33:00,day_weekday,2022,80,3,0,day_weekday,PGP,CREATE (INNOVATION)
309,309,Trespassing,Unfounded,2022-05-09 01:14:00,day_weekday,2022,129,5,0,day_weekday,FOS,"KENT VALE APARTMENT BLK E, 109"
310,310,Shoplifting,Open Investigation,2022-06-27 16:37:00,day_weekday,2022,178,6,0,day_weekday,YIH,"KENT VALE APT GERANIUM BLK, 101"
311,311,False Public Alarm,Unfounded,2022-08-11 04:17:00,day_weekday,2022,223,8,3,day_weekday,CDE,PGP RESIDENCES (BLOCK 20)
312,312,Fraud,Unfounded,2022-02-01 04:09:00,day_weekday,2022,32,2,1,day_weekday,PGP,YST CONSERVATORY OF MUSIC
313,313,Hindering Possession of Burglary Tools,Closed,2022-02-17 02:28:00,day_weekday,2022,48,2,3,day_weekday,FOS,LECTURE THEATRE 1
314,314,Trespass,Open Investigation,2022-07-19 13:43:00,day_weekday,2022,200,7,1,day_weekday,PGP,LKC NATURAL HISTORY MUSEUM
315,315,Trespassing,Judicial Referral,2021-11-30 17:36:00,day_weekday,2021,334,11,1,day_weekday,FOS,TEMASEK HALL (BLOCK D)
316,316,Shoplifting,Open Investigation,2021-12-18 22:30:00,weekend,2021,352,12,5,weekend,UCC,TEMBUSU COLLEGE- MPH
317,317,Fraud,Arrest,2022-04-21 21:14:00,day_weekday,2022,111,4,3,day_weekday,FASS,ENGINEERING BLOCK 4A
318,318,Theft,Open Investigation,2022-03-31 02:34:00,day_weekday,2022,90,3,3,day_weekday,FASS,PGP RESIDENCES MPH
319,319,Fraud,Open Investigation,2022-05-30 19:29:00,day_weekday,2022,150,5,0,day_weekday,PGP,SCIENCE BLOCK 15
320,320,Trespassing,Open Investigation,2022-07-22 10:22:00,day_weekday,2022,203,7,4,day_weekday,CDE,RIDGE VIEW RESIDENCE (BLOCK E)
321,321,Hindering Possession of Burglary Tools,Arrest,2022-02-27 19:50:00,weekend,2022,58,2,6,weekend,HALL,STORE 2 (NEAR KEVII HALL)
322,322,Shoplifting,Closed,2022-02-28 10:04:00,day_weekday,2022,59,2,0,day_weekday,KV,TAN CHENG LOCK BABA HSE MUSEUM
323,323,Burglary,,2022-01-31 21:22:00,day_weekday,2022,31,1,0,day_weekday,PGP,DUKE-NUS MEDSH-KHOOTECKPUAT BG
324,324,Trespassing,Open Investigation,2022-01-30 09:57:00,weekend,2022,30,1,6,weekend,KR,COMPUTING BLOCK 3
325,325,Shoplifting,Open Investigation,2022-08-24 03:26:00,day_weekday,2022,236,8,2,day_weekday,KV,LECTURE THEATRE 29
326,326,Assault: Domestic Violence,Unfounded,2022-03-31 18:49:00,day_weekday,2022,90,3,3,day_weekday,YIH,12 KR BUNGALOW
327,327,Theft,Open Investigation,2022-04-04 09:11:00,day_weekday,2022,94,4,0,day_weekday,KR,1 KR BUNGALOW
328,328,Shoplifting ,Arrest,2022-05-17 06:53:00,day_weekday,2022,137,5,1,day_weekday,KV,CENTRAL LIBRARY
329,329,Trespassing,Unfounded,2022-03-23 14:21:00,day_weekday,2022,82,3,2,day_weekday,FOS,ARTS & SOCIAL SCIENCES BLOCK 6
330,330,Criminal Mischief,Open Investigation,2021-10-21 11:33:00,day_weekday,2021,294,10,3,day_weekday,FOS,RESIDENT COLLEGE 4
331,331,Harassment,Open Investigation,2021-12-29 08:31:00,day_weekday,2021,363,12,2,day_weekday,HALL,ARTS & SOCIAL SCIENCES BLOCK 1
332,332,Shoplifting,Closed,2021-11-17 04:27:00,day_weekday,2021,321,11,2,day_weekday,FOS,12A KR BUNGALOW
333,333,Disorderly Conduct,Judicial Referral,2022-08-13 10:27:00,weekend,2022,225,8,5,weekend,YIH,"KENT VALE APARTMENT BLK I, 119"
334,334,Trespass,Open Investigation,2022-07-10 15:49:00,weekend,2022,191,7,6,weekend,YIH,CANTEEN 1 (TECHNO EDGE)
335,335,Theft,Open Investigation,2022-04-08 09:28:00,day_weekday,2022,98,4,4,day_weekday,FOS,CINNAMON LEARN LOBE
336,336,Trespass,Open Investigation,2022-01-06 23:07:00,day_weekday,2022,6,1,3,day_weekday,YIH,EUSOFF HALL (BLOCK B)
337,337,Bias Intimidation,Open Investigation,2021-09-21 00:35:00,day_weekday,2021,264,9,1,day_weekday,UCC,CREATE (INNOVATION)
338,338,Trespassing, Closed,2022-01-07 15:13:00,day_weekday,2022,7,1,4,day_weekday,FOS,ENGINEERING BLOCK 5
339,339,Disorderly Conduct,Open Investigation,2021-11-14 15:23:00,weekend,2021,318,11,6,weekend,UTown,TEMASEK HALL (BLOCK E)
340,340,Trespassing,Open Investigation,2022-08-10 21:22:00,day_weekday,2022,222,8,2,day_weekday,HALL,BTC-BLOCK B
341,341,Harassment,Open Investigation,2022-01-27 22:41:00,day_weekday,2022,27,1,3,day_weekday,BTC,LECTURE THEATRE 29
342,342,Shoplifting,Open Investigation,2021-11-08 02:10:00,day_weekday,2021,312,11,0,day_weekday,CDE,TLL CARPARK
343,343,Harassment: Trespassing,Unfounded,2021-12-27 02:04:00,day_weekday,2021,361,12,0,day_weekday,BTC,PGP RESIDENCES (BLOCK 10)
344,344,Trespass,Open Investigation,2022-02-20 14:33:00,weekend,2022,51,2,6,weekend,PGP,PGP RESIDENCES (BLOCK 22)
345,345,Intimidation,Arrest,2022-10-06 04:21:00,day_weekday,2022,279,10,3,day_weekday,FASS,6 PGP BUNGALOW
346,346,Theft,Open Investigation,2021-12-22 19:56:00,day_weekday,2021,356,12,2,day_weekday,FOS,YALE SPORTS HALL
347,347,Theft,Open Investigation,2022-07-10 12:33:00,weekend,2022,191,7,6,weekend,PGP,BTC-EU TONG SEN
348,348,Theft,Unfounded,2022-03-19 18:51:00,weekend,2022,78,3,5,weekend,YIH,"KENT VALE APARTMENT BLK C, 111"
349,349,Theft: Criminal Mischief,Open Investigation,2022-07-06 06:51:00,day_weekday,2022,187,7,2,day_weekday,SOC,YALE RESIDENTIAL COLLEGE 2
350,350,Harassment,Open Investigation,2022-09-25 16:38:00,weekend,2022,268,9,6,weekend,CDE,TEMBUSU LEARN LOBE
351,351,Shoplifting,Open Investigation,2022-07-30 16:31:00,weekend,2022,211,7,5,weekend,UTown,RAFFLES HALL (COMMUNAL HALL)
352,352,Harassment,Open Investigation,2021-11-10 01:59:00,day_weekday,2021,314,11,2,day_weekday,HALL,BTC-EU TONG SEN
353,353,False Public Alarm,Unfounded,2022-01-29 20:01:00,weekend,2022,29,1,5,weekend,KR,SCIENCE BLOCK 13
354,354,Shoplifting,Open Investigation,2021-10-27 12:31:00,day_weekday,2021,300,10,2,day_weekday,FOS,YALE RESIDENTIAL COLLEGE 3
355,355,Defiant Trespass: Aggravated Assault,Closed,2022-07-13 05:03:00,day_weekday,2022,194,7,2,day_weekday,BIZ,NATIONAL SINGAPORE WIND TUNNEL
356,356,Liquor Law Violation,Open Investigation,2022-11-28 20:26:00,day_weekday,2022,332,11,0,day_weekday,BIZ,MEDICINE BLOCK 2
357,357,False Public Alarm,Unfounded,2021-12-06 19:40:00,day_weekday,2021,340,12,0,day_weekday,PGP,CRISP (NEAR KEVII HALL)
358,358,Burglary,Unfounded,2022-04-22 16:59:00,day_weekday,2022,112,4,4,day_weekday,UTown,LECTURE THEATRE 31
359,359,Theft,Open Investigation,2022-07-20 12:58:00,day_weekday,2022,201,7,2,day_weekday,PGP,ARTS & SOCIAL SCIENCES BLOCK 8
360,360,Criminal Mischief,Open Investigation,2021-11-14 20:52:00,weekend,2021,318,11,6,weekend,PGP,RESIDENT COLLEGE 4 -MPH
361,361,Shoplifting,Closed,2022-06-25 10:16:00,weekend,2022,176,6,5,weekend,PGP,TEMASEK HALL (BLOCK C)
362,362,Harassment: Bias Incident,Open Investigation,2022-04-01 16:58:00,day_weekday,2022,91,4,4,day_weekday,HMKT,BTC-CJ KOH LIBRARY
363,363,Disorderly Conduct,Unfounded,2022-10-23 22:09:00,weekend,2022,296,10,6,weekend,CDE,SRC MINI GRAND STAND
364,364,Harassment,Unfounded,2022-01-31 09:06:00,day_weekday,2022,31,1,0,day_weekday,BTC,14 PGP BUNGALOW
365,365,Theft,Open Investigation,2022-01-23 00:23:00,weekend,2022,23,1,6,weekend,HALL,HENG MUI KENG TERRACE BLOCK B
366,366,Defiant Trespass: Aggravated Assault, Closed,2022-08-02 03:39:00,day_weekday,2022,214,8,1,day_weekday,PGP,EDUCATION RESOURCE CENTRE
367,367,Fraud,Arrest,2022-02-23 16:36:00,day_weekday,2022,54,2,2,day_weekday,PGP,YALE SCIENCE BLOCK
368,368,Criminal Mischief,Arrest,2022-07-30 23:04:00,weekend,2022,211,7,5,weekend,FOS,DINNING HALL (C&T COLLEGE)
369,369,Trespassing,Open Investigation,2022-08-03 16:32:00,day_weekday,2022,215,8,2,day_weekday,UTown,COMPUTING BLOCK 2
370,370,Harassment,Arrest,2022-06-30 23:25:00,day_weekday,2022,181,6,3,day_weekday,YIH,10 KR BUNGALOW
371,371,Harassment,Open Investigation,2022-07-28 07:31:00,day_weekday,2022,209,7,3,day_weekday,BTC,EUSOFF HALL (BLOCK A)
372,372,Bias Intimidation,Unfounded,2022-01-03 05:59:00,day_weekday,2022,3,1,0,day_weekday,PGP,SCIENCE BLOCK 2
373,373,Shoplifting,Open Investigation,2022-08-17 15:00:00,day_weekday,2022,229,8,2,day_weekday,PGP,RESIDENT COLLEGE 4 -MPH
374,374,Criminal Mischief,Open Investigation,2022-04-03 08:04:00,weekend,2022,93,4,6,weekend,PGP,DINNING HALL (C&T COLLEGE)
375,375,Criminal Mischief,Open Investigation,2022-03-24 13:57:00,day_weekday,2022,83,3,3,day_weekday,PGP,PGP RESIDENCES (BLOCK 15)
376,376,Theft: Criminal Mischief,Judicial Referral,2022-10-19 09:51:00,day_weekday,2022,292,10,2,day_weekday,FASS,SHEARES HALL (BLOCK A)
377,377,Theft,Arrest,2021-12-20 18:47:00,day_weekday,2021,354,12,0,day_weekday,PGP,PGP RESIDENCES (BLOCK 7)
378,378,False Public Alarm,Judicial Referral,2021-10-26 15:19:00,day_weekday,2021,299,10,1,day_weekday,UTown,KE VII HALL (BLOCK H)
379,379,Trespassing,Arrest,2022-05-11 06:19:00,day_weekday,2022,131,5,2,day_weekday,CDE,RIDGE VIEW RESIDENCE (BLOCK C)
380,380,Trespassing,Open Investigation,2022-04-12 14:39:00,day_weekday,2022,102,4,1,day_weekday,BTC,CTR FOR THE ARTS
381,381,Shoplifting,Closed,2022-10-21 05:02:00,day_weekday,2022,294,10,4,day_weekday,BIZ,BTC-TOWER BLOCK
382,382,Criminal Mischief,Unfounded,2021-10-19 15:47:00,day_weekday,2021,292,10,1,day_weekday,YIH,SHEARES HALL (BLOCK D)
383,383,Criminal Mischief,Unfounded,2022-04-27 09:51:00,day_weekday,2022,117,4,2,day_weekday,PGP,SRC MINI GRAND STAND
384,384,Terroristic Threats,Open Investigation,2022-03-23 13:14:00,day_weekday,2022,82,3,2,day_weekday,HMKT,PGP RESIDENCES (BLOCK 15)
385,385,Criminal Mischief,Open Investigation,2022-06-27 14:51:00,day_weekday,2022,178,6,0,day_weekday,UTown,AS8 CARPARK
386,386,Criminal Mischief,Unfounded,2022-08-21 20:56:00,weekend,2022,233,8,6,weekend,BTC,PGP RESIDENCES (BLOCK 21)
387,387,Shoplifting,Arrest,2022-03-16 09:42:00,day_weekday,2022,75,3,2,day_weekday,UTown,EUSOFF HALL (BLOCK D)
388,388,Rape,Open Investigation,2022-07-15 23:49:00,day_weekday,2022,196,7,4,day_weekday,FOS,MEDICINE BLOCK 3
389,389,Trespass,Closed,2022-09-24 06:55:00,weekend,2022,267,9,5,weekend,CDE,EXPERIMENTAL HOUSE
390,390,Trespassing,Arrest,2021-12-17 01:15:00,day_weekday,2021,351,12,4,day_weekday,SOC,6 PGP BUNGALOW
391,391,Rape,Open Investigation,2021-11-30 01:01:00,day_weekday,2021,334,11,1,day_weekday,UCC,AS8 CARPARK
392,392,Harassment: Trespassing,Open Investigation,2022-05-23 12:00:00,day_weekday,2022,143,5,0,day_weekday,HALL,T-LAB CARPARK
393,393,Trespass,Open Investigation,2021-11-13 03:07:00,weekend,2021,317,11,5,weekend,KR,DATA-CENTRE-NUS HIGH SCHOOL
394,394,Criminal Mischief,Open Investigation,2021-09-11 04:56:00,weekend,2021,254,9,5,weekend,FOS,6 PGP BUNGALOW
395,395,Harassment, Arrest,2021-10-12 21:16:00,day_weekday,2021,285,10,1,day_weekday,FOS,SCIENCE BLOCK 7
396,396,Trespassing,Closed,2021-12-05 12:26:00,weekend,2021,339,12,6,weekend,FOS,RAFFLES HALL (EXTENSION TO BLOCK B &D)
397,397,Trespassing,Open Investigation,2022-02-08 19:19:00,day_weekday,2022,39,2,1,day_weekday,CDE,CENTRAL LIBRARY
398,398,Theft,Open Investigation,2022-03-03 06:26:00,day_weekday,2022,62,3,3,day_weekday,CDE,YALE ADMINISTRATION BLOCK
399,399,Theft,Open Investigation,2022-08-01 08:37:00,day_weekday,2022,213,8,0,day_weekday,FASS,5 KR BUNGALOW
400,400,Trespassing,Open Investigation,2021-12-31 09:10:00,day_weekday,2021,365,12,4,day_weekday,PGP,DISTRICT COOLING PLANT
401,401,Rape,Arrest,2022-07-04 14:37:00,day_weekday,2022,185,7,0,day_weekday,CDE,LECTURE THEATRE 7
402,402,Theft,Closed,2022-02-07 08:35:00,day_weekday,2022,38,2,0,day_weekday,PGP,18 PGP BUNGALOW
403,403,Theft,Open Investigation,2022-09-18 12:01:00,weekend,2022,261,9,6,weekend,PGP,LECTURE THEATRE 15
404,404,Criminal Mischief,Open Investigation,2022-10-20 18:57:00,day_weekday,2022,293,10,3,day_weekday,PGP,CINNAMON COLLEGE -MAIN BLK
405,405,Hindering Possession of Burglary Tools,Arrest,2022-01-01 18:31:00,weekend,2022,1,1,5,weekend,YIH,8 PGP BUNGALOW
406,406,Theft,Open Investigation,2022-11-24 06:04:00,day_weekday,2022,328,11,3,day_weekday,UTown,DECOM SUB-STATION 1 (NEAR LKCNHM)
407,407,Defiant Trespass,Open Investigation,2022-11-07 05:54:00,day_weekday,2022,311,11,0,day_weekday,UTown,TEMASEK HALL (BLOCK D)
408,408,Theft,Open Investigation,2022-10-11 11:17:00,day_weekday,2022,284,10,1,day_weekday,HALL,CREATE CARPARK
409,409,Criminal Mischief,Arrest,2022-09-04 06:27:00,weekend,2022,247,9,6,weekend,HALL,KENT RIDGE HALL (BLOCK E)
410,410,False Public Alarm, Arrest,2022-01-10 21:35:00,day_weekday,2022,10,1,0,day_weekday,PGP,MD BLK 6 (CTR FOR TRANS  MED)
411,411,Extortion,Open Investigation,2022-02-07 19:14:00,day_weekday,2022,38,2,0,day_weekday,KR,LECTURE THEATRE 7A
412,412,Criminal Mischief,Open Investigation,2022-07-16 10:04:00,weekend,2022,197,7,5,weekend,PGP,DATA-CENTRE-NUS HIGH SCHOOL
413,413,Theft,Open Investigation,2022-05-15 04:16:00,weekend,2022,135,5,6,weekend,HALL,12 KR BUNGALOW
414,414,Trespassing,Open Investigation,2022-02-27 06:07:00,weekend,2022,58,2,6,weekend,PGP,SHEARES HALL (BLOCK B)
415,415,Trespass,Open Investigation,2021-11-01 02:47:00,day_weekday,2021,305,11,0,day_weekday,CDE,EL SERVICE RESERVOIRS 1&2
416,416,Trespassing,Closed,2022-01-26 04:52:00,day_weekday,2022,26,1,2,day_weekday,FOS,"KENT VALE APARTMENT BLK A,103"
417,417,Theft,Open Investigation,2022-02-04 09:53:00,day_weekday,2022,35,2,4,day_weekday,BIZ,DSO CARPARK
418,418,False Public Alarm,Open Investigation,2021-10-11 07:06:00,day_weekday,2021,284,10,0,day_weekday,FOS,PGP RESIDENCES MPH
419,419,Disorderly Conduct,Arrest,2022-06-19 19:28:00,weekend,2022,170,6,6,weekend,KR,PGP RESIDENCES CANTEEN 2
420,420,Fraud,Open Investigation,2022-02-19 19:40:00,weekend,2022,50,2,5,weekend,SOC,PGP RESIDENCES CANTEEN 2
421,421,Fraud,Unfounded,2022-06-09 16:53:00,day_weekday,2022,160,6,3,day_weekday,HALL,SRC CARPARK
422,422,Attempted Extortion,Open Investigation,2021-12-27 05:41:00,day_weekday,2021,361,12,0,day_weekday,UTown,ENGINEERING BLOCK 4A
423,423,Criminal Mischief,Open Investigation,2022-01-19 13:32:00,day_weekday,2022,19,1,2,day_weekday,PGP,EUSOFF HALL (BLOCK E)
424,424,Criminal Mischief,Open Investigation,2022-01-17 19:10:00,day_weekday,2022,17,1,0,day_weekday,FOS,PGP RESIDENCES (BLOCK 11)
425,425,Harassment: Domestic Violence,Open Investigation,2021-11-22 03:19:00,day_weekday,2021,326,11,0,day_weekday,UTown,LT 27 (LIM SENG TJOE LECTURE)
426,426,Shoplifting,Open Investigation,2022-08-22 07:49:00,day_weekday,2022,234,8,0,day_weekday,PGP,PGP RESIDENCES (BLOCK 4)
427,427,Criminal Mischief,Open Investigation,2022-06-19 01:16:00,weekend,2022,170,6,6,weekend,YIH,PGP RESIDENCES (BLOCK 15)
428,428,Stalking,Open Investigation,2022-04-02 14:42:00,weekend,2022,92,4,5,weekend,YIH,TECH CTR FOR OFFSHORE & MARINE
429,429,Criminal Mischief, Closed,2022-08-04 09:55:00,day_weekday,2022,216,8,3,day_weekday,PGP,18A PGP BUNGALOW
430,430,Liquor Law Violation, Open Investigation,2021-11-05 14:15:00,day_weekday,2021,309,11,4,day_weekday,CDE,LECTURE THEATRE 7A
431,431,Rape,Unfounded,2022-09-10 01:54:00,weekend,2022,253,9,5,weekend,KV,COMPUTING BLOCK 2
432,432,Harassment,Arrest,2022-02-24 21:46:00,day_weekday,2022,55,2,3,day_weekday,YIH,LKC NATURAL HISTORY MUSEUM
433,433,Theft,Open Investigation,2022-11-01 13:20:00,day_weekday,2022,305,11,1,day_weekday,FOS,CANTEEN 2 (THE DECK)
434,434,Trespassing,Open Investigation,2021-11-15 17:11:00,day_weekday,2021,319,11,0,day_weekday,YIH,UNIVERSITY CULTURAL CENTRE
435,435,Trespassing,Open Investigation,2022-02-27 04:36:00,weekend,2022,58,2,6,weekend,UTown,20 EVANS BUNGALOW
436,436,Theft,Closed,2022-09-06 11:20:00,day_weekday,2022,249,9,1,day_weekday,YIH,LECTURE THEATRE 31
437,437,Trespassing,Open Investigation,2022-02-19 20:05:00,weekend,2022,50,2,5,weekend,KR,TEMASEK HALL (BLOCK A)
438,438,Shoplifting,Closed,2022-10-19 13:19:00,day_weekday,2022,292,10,2,day_weekday,PGP,EUSOFF HALL (BLOCK C)
439,439,Aggravated Assault,Arrest,2022-01-30 16:06:00,weekend,2022,30,1,6,weekend,HALL,PGP RESIDENCES (BLOCK 25)
440,440,Theft,Open Investigation,2021-12-30 15:02:00,day_weekday,2021,364,12,3,day_weekday,PGP,YALE SCIENCE BLOCK
441,441,Trespassing,Unfounded,2022-02-13 09:23:00,weekend,2022,44,2,6,weekend,KV,PGPR CARPARK
442,442,Intimidation,Open Investigation,2022-08-08 11:55:00,day_weekday,2022,220,8,0,day_weekday,KR,10 KR BUNGALOW
443,443,Disorderly Conduct,Open Investigation,2021-11-03 19:21:00,day_weekday,2021,307,11,2,day_weekday,KV,NUHS TOWER BLOCK
444,444,Theft: Criminal Mischief,Arrest,2021-11-25 00:04:00,day_weekday,2021,329,11,3,day_weekday,PGP,FOS-RICE SHED C-NEXT TO S3&S4
445,445,Theft: Criminal Mischief,Closed,2022-01-21 09:38:00,day_weekday,2022,21,1,4,day_weekday,UTown,MULTI-PURPOSE HALL 1 - 4
446,446,Harassment: Bias Incident,Unfounded,2022-02-18 21:49:00,day_weekday,2022,49,2,4,day_weekday,FOS,YUSOF ISHAK HOUSE
447,447,Rape,Open Investigation,2022-02-17 00:59:00,day_weekday,2022,48,2,3,day_weekday,PGP,DESIGN & ENVIRONMENT BLOCK 3
448,448,Trespass, Arrest,2022-04-18 09:10:00,day_weekday,2022,108,4,0,day_weekday,PGP,DECOM SUB-STATION 1 (NEAR LKCNHM)
