,Classification,Disposition,datetime
1085,Theft,Open Investigation,09/01/2023 20:07
1086,Assault,Judicial Referral,07/27/2023 08:52
1087,Trespassing,Open Investigation,10/15/2023 13:39
1088,Burglary,Arrest,06/04/2023 02:46
1089,Theft,Open Investigation,10/27/2023 20:03
1090,Theft: Criminal Mischief,Open Investigation,06/23/2023 23:42
1091,Trespassing,Closed,12/30/2023 10:46
1092,Theft,Open Investigation,02/02/2023 18:24
1093,Bias Intimidation,Closed,05/04/2023 18:49
1094,Lewdness,Arrest,01/13/2023 09:34
1095,Trespass,Open Investigation,08/29/2023 01:17
1096,False Public Alarm,Arrest,06/22/2023 06:12
1097,Obstruction of Justice,Arrest,09/16/2023 15:18
1098,Shoplifting, Arrest,12/26/2022 18:26
1099,Harassment,Open Investigation,12/07/2022 20:43
1100,Burglary,Closed,06/26/2023 08:09
1101,Theft,Open Investigation,07/27/2023 08:27
1102,Criminal Mischief,Open Investigation,11/13/2022 04:57
1103,Trespassing,Arrest,02/01/2023 00:38
1104,Theft,Open Investigation,10/24/2023 16:16
1105,Shoplifting,Open Investigation,10/22/2023 16:18
1106,Fraud,Open Investigation,09/13/2023 08:09
1107,Rape,Open Investigation,11/27/2022 06:43
1108,Shoplifting,Arrest,09/16/2023 06:55
1109,False Public Alarm,Open Investigation,07/04/2023 19:54
1110,Shoplifting,Open Investigation,08/30/2023 05:47
1111,Aggravated Assault,Open Investigation,02/08/2023 08:57
1112,Shoplifting,Open Investigation,01/16/2023 22:52
1113,Attempted Extortion, Arrest,03/18/2023 01:41
1114,Rape,Open Investigation,02/02/2023 12:29
1115,Theft,Arrest,02/05/2023 09:40
1116,Theft,Open Investigation,03/09/2023 09:01
1117,Trespassing,Open Investigation,01/12/2023 20:41
1118,Assault,Open Investigation,07/30/2023 14:56
1119,Criminal Mischief,unfounded,04/16/2023 20:27
1120,Harassment,Unfounded,12/15/2022 22:44
1121,False Public Alarm,Unfounded,12/16/2022 06:36
1122,Theft,Open Investigation,03/21/2023 20:02
1123,Harassment,Unfounded,05/23/2023 14:15
1124,Criminal Mischief,Open Investigation,08/25/2023 23:39
1125,Criminal Mischief,Open Investigation,08/19/2023 07:20
1126,Identity Theft,Open Investigation,02/22/2023 05:19
1127,Harassment,,07/07/2023 04:56
1128,Theft,Open Investigation,08/09/2023 16:04
1129,Harassment: Domestic Violence,Closed,09/12/2023 05:49
1130,Theft,Open Investigation,01/11/2023 12:17
1131,Theft,Open Investigation,12/07/2022 17:34
1132,Rape,Open Investigation,12/28/2022 00:08
1133,Harassment: Domestic Violence,Open Investigation,10/29/2022 05:29
1134,Theft,Open Investigation,07/20/2023 05:20
1135,Criminal Mischief,,07/19/2023 00:30
1136,Trespass,Open Investigation,03/16/2023 20:07
1137,Theft,Arrest,04/29/2023 08:25
1138,Shoplifting,Arrest,11/21/2022 17:14
1139,Criminal Mischief,Open Investigation,01/09/2023 04:08
1140,Shoplifting,Closed,12/31/2022 03:40
1141,Trespassing,Open Investigation,03/06/2023 13:48
1142,Harassment,Open Investigation,12/28/2022 17:04
1143,Trespassing,Judicial Referral,01/19/2023 16:25
1144,Trespassing,Unfounded,03/11/2023 22:54
1145,Theft,Open Investigation,03/02/2023 12:49
1146,Theft,Open Investigation,10/26/2022 06:09
1147,Terroristic Threats,Closed,06/22/2023 14:28
1148,Shoplifting,Open Investigation,11/12/2022 14:18
1149,Criminal Mischief, Arrest,01/25/2023 22:16
1150,Theft,Arrest,09/15/2022 11:00
1151,Harassment,Open Investigation,08/11/2023 22:22
1152,Harassment: Fraud,Closed,08/13/2023 22:58
1153,Trespassing,Closed,07/15/2023 18:23
1154,Defiant Trespass,Open Investigation,12/23/2022 05:01
1155,Burglary,Open Investigation,01/09/2023 02:43
1156,Theft: Criminal Mischief,Open Investigation,10/24/2023 21:40
1157,Criminal Mischief,Arrest,10/24/2022 06:37
1158,Disorderly Conduct,Closed,05/15/2023 09:29
1159,Theft,Closed,02/16/2023 06:45
1160,False Public Alarm,Arrest,10/14/2023 12:32
1161,Theft,Arrest,09/19/2023 03:12
1162,Rape, Closed,09/15/2023 05:15
1163,Theft,Open Investigation,08/02/2023 11:03
1164,Attempted Trespass 2,Closed,12/16/2022 21:16
1165,Disorderly Conduct,Closed,12/21/2022 23:50
1166,Lewdness,Closed,11/12/2022 17:48
1167,Fraud,Open Investigation,02/05/2023 15:25
1168,Trespassing,Arrest,01/10/2023 22:49
1169,Theft,Open Investigation,08/15/2023 18:03
1170,Trespassing,Closed,01/15/2023 11:09
1171,Shoplifting,Arrest,03/04/2023 02:22
1172,Service of Warrant,Arrest,09/15/2023 02:55
1173,Trespassing,Closed,09/30/2023 05:39
1174,Trespassing,,08/19/2023 03:45
1175,Trespass,Open Investigation,11/08/2023 04:16
1176,Harassment: Fraud, Arrest,09/22/2023 10:49
1177,Burglary,Open Investigation,04/20/2023 13:21
1178,Harassment: Fraud,Unfounded,03/27/2023 00:19
1179,Burglary,Open Investigation,02/04/2023 07:22
1180,Criminal Mischief,Open Investigation,05/23/2023 12:06
1181,Attempted Fraud,Judicial Referral,09/11/2023 12:42
1182,Attempted Fraud,Arrest,06/13/2023 20:06
1183,Theft, Arrest,05/13/2023 11:19
1184,False Public Alarm,Open Investigation,05/27/2023 11:04
1185,Theft,Open Investigation,02/16/2023 01:38
1186,Attempted Fraud,Unfounded,06/05/2023 12:21
1187,Theft,Open Investigation,08/26/2023 05:15
1188,Harassment,Unfounded,12/07/2022 08:27
1189,Burglary,Open Investigation,11/04/2022 16:09
1190,Harassment,Arrest,09/15/2023 12:28
1191,Harassment,Open Investigation,04/12/2023 11:57
1192,Theft,Open Investigation,09/14/2023 03:52
1193,Theft,Open Investigation,08/04/2023 09:00
1194,Liquor Law Violation,Open Investigation,03/10/2023 16:58
1195,Extortion,Open Investigation,04/22/2023 23:46
1196,Shoplifting,Arrest,07/24/2023 20:05
1197,Theft,Open Investigation,09/06/2022 20:58
1198,Trespass,Closed,08/27/2022 01:27
1199,Burglary,Open Investigation,10/14/2022 20:29
1200,Fraud,Arrest,01/02/2023 09:48
1201,Shoplifting ,Closed,02/12/2023 13:52
1202,Criminal Mischief,Open Investigation,07/21/2023 07:01
1203,Theft,Arrest,10/06/2023 19:58
1204,Trespassing,Arrest,08/27/2023 14:52
1205,Stalking,Open Investigation,02/24/2023 12:46
1206,Theft,Unfounded,04/21/2023 18:07
1207,Trespassing,Open Investigation,11/19/2022 10:24
1208,Trespass, Open Investigation,11/18/2023 05:03
1209,Theft,Open Investigation,10/24/2023 01:55
1210,Theft,Open Investigation,11/21/2022 18:57
1211,Theft,Open Investigation,03/07/2023 19:41
1212,Fraud,Unfounded,06/25/2023 17:35
1213,Harassment: Fraud,Open Investigation,09/03/2023 10:52
1214,Shoplifting,Unfounded,05/25/2023 13:35
1215,Disorderly Conduct,,11/15/2023 03:23
1216,Harassment,Arrest,06/27/2023 04:09
1217,Criminal Mischief,Unfounded,02/16/2023 10:46
1218,Theft,Arrest,12/07/2022 07:49
1219,Criminal Mischief,Open Investigation,02/24/2023 18:52
1220,Trespass,Open Investigation,01/08/2023 13:08
1221,Theft,Open Investigation,08/06/2023 07:49
1222,Assault,Open Investigation,06/29/2023 18:20
1223,Theft,Arrest,02/21/2023 18:19
1224,Trespassing,Open Investigation,02/27/2023 18:23
1225,Trespassing, Arrest,01/10/2023 12:28
1226,Theft,Open Investigation,07/02/2023 08:20
1227,Theft,Arrest,09/02/2023 22:29
1228,Theft,Open Investigation,01/20/2023 17:47
1229,Identity Theft,Arrest,12/06/2022 22:57
1230,Criminal Mischief,Arrest,09/16/2022 01:26
1231,Theft,Open Investigation,10/17/2022 21:18
1232,Trespass,Open Investigation,01/26/2023 11:13
1233,Theft,Open Investigation,03/12/2023 06:51
1234,Theft,Arrest,09/23/2023 11:18
1235,Lewdness, Arrest,10/25/2022 16:35
1236,Attempted Extortion,Open Investigation,04/02/2023 07:18
1237,Trespassing,Open Investigation,12/12/2022 15:30
1238,Trespassing,Open Investigation,09/11/2023 19:02
1239,Trespassing,Open Investigation,01/02/2023 18:12
1240,Trespassing,Open Investigation,05/18/2023 17:20
1241,Theft,Open Investigation,08/31/2023 22:46
1242,Trespassing,Open Investigation,06/03/2023 10:34
1243,Trespass,Arrest,05/27/2023 01:29
1244,Attempted Extortion,Open Investigation,09/16/2022 16:01
1245,Theft,Judicial Referral,01/11/2023 06:35
1246,Shoplifting,Open Investigation,04/10/2023 06:52
1247,Theft,Open Investigation,09/15/2023 04:14
1248,Rape,Arrest,11/21/2022 16:20
1249,Theft,Open Investigation,10/25/2023 04:58
1250,Service of Warrant,Closed,10/17/2022 06:39
1251,Theft,Closed,08/05/2023 07:38
1252,Theft,Open Investigation,11/29/2022 14:56
1253,Shoplifting,Open Investigation,10/12/2023 17:34
1254,Theft,Arrest,08/16/2023 23:40
1255,Theft,Open Investigation,11/08/2022 15:56
1256,False Public Alarm, Closed,07/13/2023 18:45
1257,Attempted Extortion,Open Investigation,02/14/2023 12:51
1258,Disorderly Conduct,Closed,10/21/2023 20:46
1259,Liquor Law Violation,Open Investigation,01/06/2023 00:45
1260,Theft,,11/13/2022 14:39
1261,Theft,Closed,03/25/2023 18:43
1262,Shoplifting,Unfounded,10/13/2022 09:28
1263,Theft,Open Investigation,12/13/2022 21:00
1264,Shoplifting,Arrest,01/31/2023 01:09
1265,Fraud,Open Investigation,07/25/2023 22:03
1266,Criminal Mischief,Open Investigation,08/23/2023 21:33
1267,Defiant Trespass,Arrest,08/04/2022 05:37
1268,Theft,Open Investigation,11/19/2023 07:05
1269,Trespass,Arrest,06/22/2023 19:41
1270,Trespassing,Unfounded,03/04/2023 12:25
1271,Attempted Fraud,Open Investigation,11/08/2023 23:28
1272,Harassment,Open Investigation,03/20/2023 22:42
1273,Theft, Open Investigation,02/10/2023 15:10
1274,Harassment: Domestic Violence,Arrest,09/06/2023 21:26
1275,Theft,Open Investigation,11/26/2022 05:17
1276,Trespass,Closed,03/04/2023 18:02
1277,Theft, Closed,06/11/2023 05:35
1278,Theft,Closed,11/08/2022 03:34
1279,Theft,Unfounded,01/03/2023 19:47
1280,Harassment: Bias Incident,Open Investigation,04/28/2023 02:07
1281,Trespass,Open Investigation,05/21/2023 14:16
1282,Shoplifting,Closed,06/02/2023 20:45
1283,Theft,Open Investigation,11/01/2022 04:40
1284,Theft,Unfounded,02/03/2023 23:03
1285,Rape,Closed,07/28/2023 00:13
1286,Harassment: Stalking,Arrest,02/25/2023 05:34
1287,Terroristic Threats,Arrest,05/31/2023 14:23
1288,Liquor Law Violation,Arrest,03/10/2023 11:46
1289,Defiant Trespass: Aggravated Assault,Arrest,09/29/2022 16:09
1290,False Public Alarm,Open Investigation,09/25/2023 08:55
1291,Harassment: Stalking, Arrest,10/17/2023 11:19
1292,Shoplifting, Open Investigation,09/22/2023 01:45
1293,Aggravated Assault,Open Investigation,09/21/2023 23:32
1294,Trespassing, Open Investigation,12/09/2023 11:08
1295,Rape,Unfounded,11/09/2022 23:25
1296,Shoplifting,Open Investigation,04/24/2023 10:00
1297,Theft,Open Investigation,06/22/2023 12:35
1298,Terroristic Threats,Open Investigation,10/26/2022 02:58
1299,Trespass,Arrest,11/16/2022 13:38
1300,Trespassing,Unfounded,09/11/2023 14:20
1301,Service of Warrant,Open Investigation,10/28/2022 04:20
1302,Theft,Arrest,12/27/2022 11:35
1303,Criminal Mischief,Arrest,09/23/2022 04:20
1304,Attempted Theft,Closed,10/18/2023 14:35
1305,False Public Alarm,Arrest,09/09/2023 10:00
1306,Theft,,12/08/2022 20:52
1307,Attempted Extortion, Closed,11/02/2022 03:22
1308,Shoplifting,Judicial Referral,08/30/2023 05:43
1309,Trespassing,Open Investigation,10/23/2023 07:35
1310,Criminal Mischief,Open Investigation,10/09/2023 12:49
1311,Theft,Arrest,11/21/2022 05:46
1312,Trespassing,Closed,11/11/2023 08:19
1313,Attempted Extortion,Arrest,05/20/2023 00:02
1314,Trespassing,Open Investigation,05/10/2023 11:59
1315,Harassment: Stalking,Open Investigation,11/28/2022 06:00
1316,Fraud,,05/12/2023 23:33
1317,Trespassing, Open Investigation,01/27/2023 09:22
1318,Assault: Domestic Violence,Open Investigation,02/06/2023 16:40
1319,Obstruction of Justice,Open Investigation,12/10/2022 00:18
1320,Harassment,Open Investigation,04/19/2023 07:35
1321,Harassment,Unfounded,07/10/2023 17:36
1322,Harassment,Open Investigation,09/26/2022 05:41
1323,Shoplifting,Closed,12/14/2022 06:15
1324,Criminal Mischief,Closed,06/25/2023 03:13
1325,Theft,Closed,12/13/2022 01:49
1326,Criminal Mischief,Open Investigation,01/15/2023 16:57
1327,Shoplifting,Open Investigation,02/22/2023 03:56
1328,Domestic Violence: Harassment,Open Investigation,01/28/2023 05:29
1329,Criminal Mischief,Open Investigation,01/31/2023 12:31
1330,Theft: Criminal Mischief,Arrest,02/08/2023 05:49
1331,Trespassing,Judicial Referral,03/25/2023 21:07
1332,Theft,Open Investigation,03/20/2023 08:46
1333,Theft,Open Investigation,04/28/2023 13:19
1334,Trespassing,Arrest,12/16/2022 19:38
1335,Shoplifting,Open Investigation,01/06/2023 14:41
1336,Trespassing,Unfounded,08/18/2023 06:58
1337,Assault,Closed,12/14/2022 17:18
1338,Criminal Mischief,Unfounded,03/23/2023 10:05
1339,Trespassing,Open Investigation,07/09/2023 14:03
1340,Harassment: Trespassing,Open Investigation,02/25/2023 22:23
1341,Trespassing, Open Investigation,01/29/2023 13:58
1342,Theft,Arrest,04/28/2023 18:55
1343,Attempted Theft, Closed,11/23/2022 08:11
1344,Harassment, Open Investigation,05/03/2023 00:28
1345,Trespass,Closed,04/21/2023 01:28
1346,Theft,Open Investigation,04/08/2023 21:01
1347,Defiant Trespass,Arrest,06/27/2023 18:09
1348,Defiant Trespass: Aggravated Assault,Open Investigation,11/09/2022 10:06
1349,Trespassing,Open Investigation,02/09/2023 05:58
1350,Harassment,Open Investigation,10/25/2023 21:24
1351,Domestic Violence: Harassment,Unfounded,06/08/2023 14:00
1352,Harassment,Open Investigation,09/06/2022 02:40
1353,Trespassing,Arrest,01/09/2023 19:24
1354,Theft,Open Investigation,01/24/2023 14:48
1355,Trespass,Unfounded,11/07/2022 01:40
1356,Lewdness,Open Investigation,12/23/2022 08:26
1357,Theft, Arrest,12/27/2022 02:47
1358,Intimidation,Arrest,12/04/2022 16:17
1359,Rape,Open Investigation,06/15/2023 05:39
1360,Liquor Law Violation,Arrest,11/09/2022 09:31
1361,Trespassing,Arrest,08/13/2023 23:33
1362,Rape,Closed,01/26/2023 20:40
1363,Service of Warrant,Open Investigation,02/21/2023 12:08
1364,Harassment: Bias Incident,Arrest,12/09/2022 12:24
1365,Criminal Mischief,Open Investigation,02/01/2023 18:28
1366,Defiant Trespass: Aggravated Assault,Arrest,12/14/2022 14:02
1367,Rape,Open Investigation,04/01/2023 02:22
1368,Harassment: Bias Incident, Open Investigation,06/15/2023 07:03
1369,Criminal Mischief, Closed,05/11/2023 21:15
1370,Theft,Open Investigation,02/19/2023 19:49
1371,Trespassing,Open Investigation,08/28/2023 02:45
1372,Theft,Closed,12/27/2022 01:44
1373,Trespass,Unfounded,05/02/2023 11:53
1374,Trespassing,Open Investigation,09/20/2023 20:30
1375,Disorderly Conduct,Open Investigation,11/20/2022 17:03
1376,Shoplifting,Open Investigation,07/12/2023 04:05
1377,Shoplifting,Arrest,06/03/2023 15:14
1378,Theft,Open Investigation,06/29/2023 23:25
1379,Rape,Open Investigation,01/22/2023 05:23
1380,Fraud,unfounded,12/01/2023 19:21
1381,Harassment,Open Investigation,10/20/2023 05:58
1382,Theft, Closed,01/04/2023 10:29
1383,Theft,Open Investigation,10/20/2022 11:45
1384,Trespassing,Arrest,11/22/2022 15:40
1385,Terroristic Threats,Closed,11/18/2023 00:33
1386,Criminal Mischief,Arrest,08/27/2023 21:11
1387,Criminal Mischief,Open Investigation,04/15/2023 16:41
1388,Theft,Open Investigation,06/05/2023 19:03
1389,Attempted Extortion,Open Investigation,03/22/2023 13:35
1390,False Public Alarm,Arrest,11/25/2022 20:14
1391,Harassment: Bias Incident, Open Investigation,09/04/2023 18:03
1392,Assault,Open Investigation,10/04/2022 11:49
1393,Theft,Arrest,12/13/2022 19:56
1394,Harassment,Open Investigation,03/23/2023 03:48
1395,Lewdness,,05/05/2023 05:30
1396,Fraud,Closed,10/16/2022 03:48
1397,Theft, Arrest,05/17/2023 14:36
1398,Theft,Open Investigation,07/22/2023 03:12
1399,Trespassing,Open Investigation,08/29/2023 09:22
1400,Theft,Open Investigation,11/06/2022 10:55
1401,Shoplifting ,Closed,05/08/2023 13:14
1402,Shoplifting ,Open Investigation,10/14/2022 10:13
1403,Trespassing,Open Investigation,09/18/2023 19:16
1404,Theft,Closed,08/23/2023 18:23
1405,Theft,Open Investigation,06/10/2023 15:03
1406,Theft,Open Investigation,08/17/2023 03:00
1407,Criminal Mischief,Open Investigation,11/24/2022 04:20
1408,Criminal Mischief,Open Investigation,12/20/2022 08:05
1409,Trespassing,Closed,08/13/2023 15:41
1410,Attempted Fraud,Closed,02/20/2023 10:11
1411,Theft,Open Investigation,01/26/2023 05:50
1412,Theft,Open Investigation,11/20/2022 21:37
1413,Criminal Mischief,Arrest,03/17/2023 10:42
1414,False Public Alarm,Unfounded,05/06/2023 18:26
1415,Theft,Open Investigation,07/13/2023 00:39
1416,Trespass,Closed,11/15/2023 04:25
1417,Theft,Open Investigation,07/14/2023 09:49
1418,Trespass,Open Investigation,01/11/2023 00:05
1419,Theft,Open Investigation,05/19/2023 17:53
1420,Criminal Mischief,Open Investigation,01/04/2023 11:56
1421,Extortion,Unfounded,05/29/2023 23:05
1422,Theft,Open Investigation,11/08/2023 01:35
1423,Liquor Law Violation, Closed,02/21/2023 08:21
1424,Shoplifting,Open Investigation,10/23/2022 01:50
1425,Criminal Mischief,Open Investigation,04/25/2023 09:00
1426,Disorderly Conduct,Arrest,04/09/2023 11:27
1427,Extortion,Open Investigation,02/05/2023 10:25
1428,Trespassing,Closed,08/10/2023 13:46
1429,Theft,Open Investigation,07/25/2023 17:01
1430,Trespassing,Open Investigation,01/31/2023 05:25
1431,Theft, Open Investigation,11/29/2022 03:27
1432,Theft,Unfounded,10/19/2023 02:10
1433,Harassment: Stalking,Open Investigation,02/02/2023 18:48
1434,Trespass,Arrest,06/14/2023 21:11
1435,Shoplifting,Arrest,05/26/2023 03:45
1436,Burglary,Open Investigation,11/05/2022 13:39
1437,Theft,Closed,01/11/2023 20:34
1438,Harassment,unfounded,03/19/2023 20:49
1439,Shoplifting,Open Investigation,09/03/2023 03:59
1440,Theft,Open Investigation,10/03/2023 09:53
1441,Trespassing,Open Investigation,10/09/2023 23:35
1442,False Public Alarm,Open Investigation,04/20/2023 02:40
1443,Trespass,Open Investigation,11/07/2022 14:01
1444,Fraud,Arrest,10/17/2022 15:52
1445,Fraud,Judicial Referral,01/10/2023 12:14
1446,Theft,Open Investigation,04/28/2023 00:40
1447,Theft,Open Investigation,11/08/2023 04:57
1448,Harassment: Stalking,Open Investigation,11/07/2023 11:37
1449,Trespassing,Judicial Referral,02/15/2023 01:52
1450,Criminal Mischief,Open Investigation,08/14/2023 23:15
1451,Theft,Judicial Referral,05/19/2023 10:55
1452,Fraud,unfounded,09/15/2023 15:32
1453,Theft,Open Investigation,04/29/2023 09:23
1454,Harassment,Unfounded,09/25/2022 03:39
1455,Trespassing,Open Investigation,04/25/2023 07:22
1456,Shoplifting ,Open Investigation,10/21/2023 21:18
1457,Trespass, Closed,12/10/2023 04:55
1458,Extortion,Open Investigation,01/16/2023 07:50
1459,Trespassing,Open Investigation,09/29/2023 15:26
1460,Attempted Fraud,Open Investigation,09/24/2023 11:28
1461,Terroristic Threats,Open Investigation,01/31/2023 15:31
1462,Harassment,Open Investigation,12/06/2022 22:04
1463,Harassment, Arrest,04/17/2023 21:34
1464,Criminal Mischief,Open Investigation,06/06/2023 02:42
1465,Harassment,Open Investigation,07/27/2023 05:36
1466,Defiant Trespass,Open Investigation,12/18/2022 06:09
1467,Harassment: Bias Incident,Open Investigation,05/06/2023 18:45
1468,Harassment,Open Investigation,07/05/2023 10:55
1469,Theft,,03/27/2023 04:57
1470,Harassment, Closed,09/28/2023 04:26
1471,Theft: Bias Incident, Open Investigation,03/23/2023 07:57
1472,Disorderly Conduct,Unfounded,02/27/2023 16:42
1473,Theft, Closed,08/09/2023 06:50
1474,Theft,Arrest,12/31/2022 21:22
1475,Criminal Mischief,Closed,05/31/2023 09:10
1476,Trespassing,Open Investigation,12/24/2022 23:21
1477,Trespassing,Open Investigation,08/12/2023 09:33
1478,Trespassing,Open Investigation,01/23/2023 05:04
1479,Trespassing,Closed,03/06/2023 22:04
1480,Theft,Open Investigation,01/19/2023 22:22
1481,Criminal Mischief, Open Investigation,02/18/2023 11:29
1482,Trespassing,Open Investigation,12/11/2022 13:23
1483,Trespassing,Arrest,07/25/2023 01:19
1484,Shoplifting,Closed,07/30/2023 22:57
1485,Burglary,Open Investigation,11/26/2023 11:26
1486,Shoplifting, Closed,10/11/2022 23:09
1487,Shoplifting,Closed,03/09/2023 21:13
1488,Criminal Mischief,Open Investigation,01/21/2023 09:09
1489,Trespassing,Closed,03/15/2023 21:21
1490,Disorderly Conduct,Unfounded,07/31/2023 19:49
1491,Terroristic Threats,Closed,08/15/2023 11:38
1492,Criminal Mischief,,04/13/2023 07:19
1493,Trespassing,,07/24/2023 00:48
1494,Hindering Possession of Burglary Tools,Closed,01/02/2023 06:49
1495,Criminal Mischief,Open Investigation,05/23/2023 09:53
1496,Trespassing,Closed,09/21/2023 18:12
1497,Domestic Violence: Harassment,Arrest,10/27/2023 23:23
1498,Theft,Open Investigation,07/17/2023 11:48
1499,Trespassing,Open Investigation,01/13/2023 20:37
1500,Fraud,Open Investigation,03/24/2023 21:21
1501,Domestic Violence: Harassment,Open Investigation,04/15/2023 23:45
1502,Harassment,Judicial Referral,02/15/2023 23:38
1503,Theft,Arrest,12/16/2022 19:06
1504,Shoplifting ,Open Investigation,06/02/2023 02:58
1505,Fraud,Unfounded,04/27/2023 22:11
1506,Trespassing,Open Investigation,11/05/2023 10:43
1507,Theft,Arrest,08/14/2023 16:43
1508,Theft,Open Investigation,05/15/2023 02:07
1509,Harassment,Judicial Referral,03/18/2023 12:50
1510,Attempted Extortion,Closed,11/04/2023 21:33
1511,Assault,Arrest,11/12/2023 14:21
1512,Fraud,Open Investigation,03/16/2023 11:08
1513,False Public Alarm,Open Investigation,05/19/2023 16:19
1514,Criminal Mischief,Arrest,11/14/2023 14:15
1515,Harassment,Unfounded,06/21/2023 18:06
1516,Harassment: Domestic Violence,Closed,07/09/2023 05:15
1517,Theft,Closed,06/26/2023 07:43
1518,Shoplifting,Judicial Referral,03/27/2023 23:43
1519,Harassment: Trespassing,Closed,11/25/2022 11:47
1520,Rape,Unfounded,12/14/2022 23:27
1521,Theft,Arrest,04/10/2023 03:01
1522,Trespassing,Arrest,06/29/2023 20:51
1523,Shoplifting,Closed,01/20/2023 21:39
1524,Trespassing,Closed,05/12/2023 16:26
1525,Theft,Open Investigation,11/25/2022 18:39
1526,Theft,Unfounded,10/07/2023 10:11
1527,Rape,Unfounded,12/08/2022 07:20
1528,Fraud, Open Investigation,11/20/2023 01:55
1529,False Public Alarm,Open Investigation,09/03/2023 13:39
1530,Trespass,Unfounded,02/22/2023 03:15
1531,Trespassing,Open Investigation,12/28/2023 14:41
1532,Trespassing,Arrest,05/01/2023 07:36
1533,Liquor Law Violation,Open Investigation,05/01/2023 01:20
1534,Trespassing,Open Investigation,09/28/2023 08:13
1535,Defiant Trespass,Arrest,12/22/2022 05:30
1536,Shoplifting ,Open Investigation,08/16/2023 18:08
1537,Defiant Trespass,Open Investigation,03/11/2023 08:55
1538,Hindering Possession of Burglary Tools, Closed,04/17/2023 09:13
1539,Criminal Mischief,Unfounded,06/10/2023 11:25
1540,Trespassing,Open Investigation,11/17/2023 06:16
1541,Theft,Open Investigation,11/10/2023 10:11
1542,Criminal Mischief,Open Investigation,09/22/2022 08:51
1543,Trespassing,Open Investigation,02/27/2023 22:52
1544,Aggravated Assault,Arrest,03/15/2023 18:34
1545,Theft,Open Investigation,11/20/2022 08:08
1546,Shoplifting,Arrest,06/26/2023 00:49
1547,Harassment,Arrest,03/27/2023 18:34
1548,Trespass,Open Investigation,08/12/2023 09:17
1549,Assault: Domestic Violence, Open Investigation,07/08/2023 20:20
1550,Theft,Open Investigation,03/09/2023 12:21
1551,Trespassing,Arrest,09/22/2022 06:40
1552,Terroristic Threats,unfounded,01/26/2023 12:56
1553,Identity Theft,Open Investigation,09/30/2022 02:41
1554,Theft,Open Investigation,05/08/2023 19:39
1555,Assault,Judicial Referral,02/22/2023 06:53
1556,Trespass,Open Investigation,06/11/2023 22:06
1557,Attempted Fraud,Open Investigation,04/16/2023 08:04
1558,Harassment: Trespassing,Arrest,01/19/2023 10:37
1559,Fraud,Unfounded,08/27/2023 09:46
1560,Theft,Open Investigation,02/13/2023 18:08
1561,Shoplifting,Judicial Referral,08/24/2023 17:29
1562,Theft,Open Investigation,03/09/2023 14:32
1563,Trespassing,Closed,10/13/2023 20:02
1564,Rape,Open Investigation,12/18/2023 09:59
1565,Theft,Arrest,11/28/2022 13:33
1566,Attempted Fraud,Open Investigation,08/25/2023 15:02
1567,Theft,Open Investigation,06/16/2023 03:08
1568,Attempted Trespass 2,Unfounded,08/17/2023 13:21
1569,Theft,Open Investigation,12/23/2022 23:48
1570,Harassment,Open Investigation,09/12/2023 00:16
1571,Harassment,Open Investigation,03/20/2023 02:44
1572,Possession of Burglary Tools 2,Open Investigation,02/28/2023 18:27
1573,Trespassing,Open Investigation,03/17/2023 05:19
1574,Theft,Open Investigation,11/04/2022 09:32
1575,Assault,Open Investigation,11/28/2022 13:20
1576,Theft,Open Investigation,03/18/2023 10:30
1577,Harassment,Open Investigation,06/26/2023 09:53
1578,Intimidation,Open Investigation,03/31/2023 13:47
1579,Attempted Fraud,Unfounded,02/24/2023 08:12
1580,Theft,Open Investigation,01/07/2023 14:55
1581,Theft,Open Investigation,01/20/2023 18:08
1582,Harassment: Trespassing,Arrest,08/27/2023 00:06
1583,Trespassing,Open Investigation,05/22/2023 23:56
1584,Rape,Unfounded,08/05/2023 08:18
1585,Trespass,Open Investigation,01/24/2023 16:36
1586,Defiant Trespass,Open Investigation,06/23/2023 14:47
1587,Shoplifting,Open Investigation,07/13/2023 17:57
1588,Stalking,Open Investigation,09/23/2022 05:47
1589,Theft,Open Investigation,11/17/2022 12:39
1590,Harassment: Fraud,Open Investigation,07/28/2023 15:17
1591,Trespassing,Open Investigation,01/26/2023 18:13
1592,Theft,Open Investigation,04/14/2023 00:23
1593,Trespassing,Open Investigation,03/07/2023 01:14
1594,Assault,Arrest,09/17/2023 21:03
1595,Trespass,Open Investigation,09/06/2022 05:38
1596,Theft,Open Investigation,03/09/2023 20:45
1597,Burglary,Unfounded,07/05/2023 03:13
1598,Shoplifting,Arrest,10/31/2022 13:47
1599,Theft,Open Investigation,07/14/2023 08:51
1600,Theft,Open Investigation,10/07/2023 03:30
1601,Theft,Closed,07/15/2023 15:41
1602,Intimidation,Open Investigation,07/20/2023 10:01
1603,Theft,Open Investigation,03/16/2023 18:42
1604,Rape,Closed,04/06/2023 14:23
1605,Fraud,Open Investigation,10/22/2022 02:12
1606,Shoplifting,Judicial Referral,04/26/2023 11:28
1607,Theft,Open Investigation,10/20/2023 13:55
1608,Criminal Mischief,Open Investigation,10/16/2023 03:13
1609,Trespassing,Arrest,03/04/2023 14:38
1610,Liquor Law Violation,Unfounded,12/22/2022 01:52
1611,Theft,Open Investigation,10/02/2022 01:23
1612,Shoplifting,Unfounded,02/03/2023 04:52
