,Classification,Disposition,datetime
1083,Possession of Burglary Tools 2,Arrest,11/18/2022 12:33
1084,Trespassing,,08/01/2023 09:42
1085,Theft, Arrest,02/07/2023 22:18
1086,Trespassing,Open Investigation,01/24/2023 14:35
1087,Theft,Arrest,01/23/2023 13:29
1088,Harassment: Fraud,Closed,09/03/2023 12:13
1089,Assault,,10/07/2023 04:18
1090,Theft,Closed,07/29/2023 18:03
1091,Theft,Open Investigation,10/01/2023 23:19
1092,Trespass,,08/30/2023 04:31
1093,Bias Intimidation,Arrest,07/10/2023 02:37
1094,Theft,Arrest,10/28/2022 17:52
1095,Shoplifting,Open Investigation,02/07/2023 16:58
1096,Assault,,10/15/2022 06:24
1097,Criminal Mischief,Open Investigation,02/03/2023 16:06
1098,Trespassing,Open Investigation,09/09/2023 00:48
1099,Burglary,Closed,06/18/2023 01:28
1100,Liquor Law Violation,Open Investigation,11/08/2022 22:39
1101,Trespass,Unfounded,01/17/2023 21:28
1102,Theft,Open Investigation,02/08/2023 00:57
1103,Attempted Theft,Unfounded,08/16/2023 14:18
1104,Trespassing,Arrest,06/26/2023 18:18
1105,Trespassing,Open Investigation,01/17/2023 07:26
1106,False Public Alarm, Closed,08/25/2023 13:32
1107,Attempted Extortion,Open Investigation,07/22/2023 22:38
1108,Terroristic Threats, Closed,11/09/2023 20:11
1109,False Public Alarm,Open Investigation,10/27/2023 10:56
1110,Assault,Judicial Referral,01/14/2023 10:15
1111,Assault,Open Investigation,01/04/2023 02:31
1112,Trespass,Open Investigation,10/11/2023 10:04
1113,Theft,Arrest,04/08/2023 06:22
1114,Defiant Trespass: Aggravated Assault,Arrest,06/14/2023 05:48
1115,Theft,,05/27/2023 12:15
1116,Trespassing, Open Investigation,04/22/2023 10:25
1117,Theft,Open Investigation,05/29/2023 14:26
1118,Terroristic Threats,Open Investigation,09/30/2023 22:11
1119,Trespass,Open Investigation,05/11/2023 16:04
1120,Theft,Open Investigation,05/17/2023 04:36
1121,Rape,Open Investigation,01/27/2023 02:02
1122,Defiant Trespass,Arrest,12/27/2022 05:54
1123,Trespassing,Open Investigation,07/07/2023 03:29
1124,Trespassing,Closed,10/29/2023 19:13
1125,Theft: Criminal Mischief,Closed,08/25/2023 13:53
1126,Attempted Extortion,unfounded,05/04/2023 21:16
1127,Trespassing,Arrest,05/10/2023 03:51
1128,Bias Intimidation,Unfounded,10/08/2022 13:40
1129,Theft,Open Investigation,01/01/2023 15:45
1130,Criminal Mischief,Unfounded,02/27/2023 13:59
1131,Criminal Mischief,Unfounded,10/13/2023 11:18
1132,Disorderly Conduct,Open Investigation,09/10/2022 14:11
1133,Attempted Theft,Closed,04/20/2023 01:41
1134,Attempted Trespass 2,Closed,09/08/2023 18:52
1135,Criminal Mischief,unfounded,08/30/2023 12:47
1136,False Public Alarm,Open Investigation,12/15/2022 06:19
1137,Fraud,Open Investigation,08/13/2023 00:10
1138,Lewdness,,12/12/2022 05:44
1139,Assault: Domestic Violence,Arrest,05/26/2023 13:17
1140,Theft,Open Investigation,11/07/2022 02:49
1141,Trespassing,Arrest,11/18/2022 04:43
1142,Theft,Open Investigation,05/02/2023 08:29
1143,Rape,Unfounded,09/09/2023 20:48
1144,False Public Alarm,Open Investigation,05/30/2023 13:22
1145,Trespassing,Unfounded,02/24/2023 16:40
1146,Theft,Open Investigation,03/17/2023 19:13
1147,Theft,Arrest,01/29/2023 15:41
1148,Shoplifting,Open Investigation,01/08/2023 18:00
1149,Theft,Open Investigation,08/13/2023 19:43
1150,Theft,Unfounded,05/02/2023 02:07
1151,Harassment,Open Investigation,05/25/2023 05:35
1152,Trespassing,Arrest,07/20/2023 21:36
1153,Liquor Law Violation,Arrest,10/15/2023 08:42
1154,Theft,Open Investigation,07/25/2023 10:38
1155,Trespassing,Open Investigation,08/18/2023 16:22
1156,Assault,Open Investigation,10/24/2022 09:43
1157,Trespassing,Arrest,12/12/2022 19:28
1158,Trespassing,Open Investigation,10/30/2023 14:08
1159,Assault,Closed,09/20/2023 20:50
1160,Harassment,Open Investigation,05/25/2023 04:58
1161,Theft,Open Investigation,11/23/2023 23:09
1162,Theft,Open Investigation,10/23/2023 08:34
1163,Theft,Open Investigation,08/08/2023 18:20
1164,Theft,Arrest,06/14/2023 10:37
1165,Shoplifting,Unfounded,02/22/2023 04:13
1166,Attempted Extortion,unfounded,11/24/2022 10:52
1167,Harassment,Arrest,09/29/2023 16:18
1168,Disorderly Conduct,Open Investigation,03/16/2023 08:21
1169,Aggravated Assault,Open Investigation,04/29/2023 16:12
1170,Attempted Fraud, Closed,01/01/2023 17:55
1171,Fraud,Open Investigation,04/26/2023 19:08
1172,Trespassing,Open Investigation,09/14/2023 05:31
1173,Harassment: Domestic Violence,Open Investigation,05/29/2023 21:34
1174,Shoplifting,Closed,06/12/2023 20:09
1175,Shoplifting,Open Investigation,11/17/2023 03:45
1176,Harassment: Trespassing,Arrest,09/23/2023 02:40
1177,Harassment: Domestic Violence,Open Investigation,07/24/2023 06:13
1178,Disorderly Conduct, Closed,08/30/2023 13:13
1179,Theft,Unfounded,07/28/2023 01:50
1180,Attempted Extortion,Open Investigation,12/31/2022 07:54
1181,Theft,Unfounded,07/09/2023 21:33
1182,Attempted Theft,Open Investigation,01/18/2023 07:46
1183,Theft,Open Investigation,01/03/2023 05:50
1184,Trespass,Open Investigation,07/04/2023 18:48
1185,Shoplifting,Open Investigation,04/20/2023 03:18
1186,Assault,Closed,08/17/2023 21:06
1187,Trespass,Arrest,01/02/2023 01:10
1188,Burglary, Open Investigation,03/09/2023 03:04
1189,Trespassing,Open Investigation,02/22/2023 06:00
1190,Possession of Burglary Tools 2,Arrest,09/03/2023 02:21
1191,Theft, Closed,05/05/2023 07:47
1192,Trespass,Open Investigation,12/06/2022 12:41
1193,Trespass,Open Investigation,01/06/2023 13:01
1194,Theft,Closed,09/17/2023 10:19
1195,Assault: Domestic Violence,Judicial Referral,04/21/2023 16:24
1196,Criminal Mischief,Closed,01/23/2023 21:39
1197,Trespassing,Open Investigation,09/24/2023 16:43
1198,Terroristic Threats,Open Investigation,11/14/2023 01:32
1199,Trespassing, Open Investigation,01/18/2023 10:51
1200,Theft, Arrest,08/23/2023 14:37
1201,Theft,Closed,02/17/2023 19:44
1202,Shoplifting,Closed,06/18/2023 13:31
1203,Trespassing,Arrest,12/14/2022 01:18
1204,Theft,Arrest,01/19/2023 18:23
1205,Theft,Open Investigation,12/01/2022 11:56
1206,Defiant Trespass,Judicial Referral,10/17/2022 02:51
1207,Theft,unfounded,12/17/2022 04:49
1208,Possession of Burglary Tools 2,Open Investigation,10/24/2023 02:55
1209,Theft,Open Investigation,09/04/2023 18:03
1210,Trespass,Judicial Referral,11/20/2022 11:46
1211,Criminal Mischief,Arrest,08/14/2023 09:06
1212,Theft,Open Investigation,11/29/2022 17:07
1213,Theft: Criminal Mischief,Open Investigation,09/19/2023 09:49
1214,Harassment: Bias Incident, Closed,11/20/2022 05:24
1215,Criminal Mischief,Judicial Referral,05/19/2023 13:07
1216,Shoplifting ,Open Investigation,03/27/2023 13:27
1217,Defiant Trespass,Closed,02/27/2023 17:41
1218,Theft,Open Investigation,08/09/2023 16:50
1219,Theft,Judicial Referral,05/05/2023 06:43
1220,Theft, Arrest,10/24/2022 00:14
1221,Defiant Trespass,Open Investigation,06/15/2023 20:57
1222,Criminal Mischief,Open Investigation,08/12/2023 15:16
1223,Theft,Arrest,08/15/2023 15:20
1224,Burglary,Arrest,04/21/2023 00:37
1225,Trespassing,Open Investigation,09/29/2023 08:47
1226,Theft,Open Investigation,08/29/2023 03:00
1227,Criminal Mischief,Closed,11/26/2022 03:15
1228,Extortion,Open Investigation,09/27/2023 15:13
1229,Theft: Criminal Mischief,Open Investigation,12/09/2022 08:38
1230,Criminal Mischief,Open Investigation,03/12/2023 09:45
1231,Trespass,Judicial Referral,02/09/2023 19:08
1232,Trespassing,Arrest,08/08/2023 10:32
1233,Theft,Open Investigation,05/14/2023 11:29
1234,Assault,Unfounded,08/16/2023 18:52
1235,Trespassing,Open Investigation,09/26/2023 02:00
1236,Theft,Open Investigation,07/07/2023 07:34
1237,Harassment: Domestic Violence,Open Investigation,04/15/2023 21:09
1238,Trespassing,Open Investigation,12/06/2022 12:30
1239,Trespassing,Arrest,09/09/2023 06:11
1240,Bias Intimidation,Open Investigation,10/18/2022 06:29
1241,Trespassing,Arrest,12/18/2022 05:41
1242,Criminal Mischief, Open Investigation,08/31/2023 03:38
1243,Harassment: Bias Incident, Arrest,06/16/2023 15:40
1244,Trespass,Arrest,10/22/2023 10:42
1245,Criminal Mischief,Arrest,01/21/2023 09:46
1246,Criminal Mischief,Closed,11/08/2022 09:06
1247,False Public Alarm, Open Investigation,02/16/2023 14:28
1248,Possession of Burglary Tools 2,Open Investigation,08/04/2023 22:55
1249,Harassment,Open Investigation,02/05/2023 11:46
1250,Disorderly Conduct,Unfounded,08/14/2023 14:33
1251,Trespassing,unfounded,05/30/2023 23:40
1252,Theft,Open Investigation,12/27/2022 05:50
1253,Criminal Mischief,,03/22/2023 18:32
1254,Burglary, Closed,06/03/2023 23:35
1255,False Public Alarm,Open Investigation,01/06/2023 16:52
1256,Attempted Fraud,Closed,01/16/2023 18:11
1257,Trespassing,Open Investigation,08/04/2023 01:27
1258,Trespassing,Open Investigation,08/18/2023 00:01
1259,Criminal Mischief,Open Investigation,03/06/2023 02:26
1260,Trespass,Open Investigation,01/13/2023 04:12
1261,Theft,Unfounded,03/11/2023 04:28
1262,Fraud,Open Investigation,03/06/2023 09:09
1263,Shoplifting,Open Investigation,08/23/2023 03:30
1264,Criminal Mischief,Open Investigation,11/24/2022 02:32
1265,Extortion,Arrest,08/22/2023 04:54
1266,Defiant Trespass,Open Investigation,10/22/2023 12:45
1267,False Public Alarm,Open Investigation,06/18/2023 12:49
1268,Theft,Open Investigation,09/15/2022 01:51
1269,Shoplifting,Open Investigation,01/19/2023 08:25
1270,Rape,Arrest,06/06/2023 13:43
1271,False Public Alarm,Open Investigation,12/13/2022 06:58
1272,Bias Intimidation,Open Investigation,04/11/2023 01:51
1273,Shoplifting,Open Investigation,11/14/2022 08:43
1274,Trespass,Open Investigation,05/19/2023 12:58
1275,Theft,Unfounded,10/13/2022 02:04
1276,Trespass,Open Investigation,09/18/2022 21:41
1277,Criminal Mischief,Unfounded,06/30/2023 07:38
1278,Burglary,Open Investigation,05/13/2023 05:11
1279,Theft,Closed,01/06/2023 08:29
1280,Criminal Mischief,Closed,08/06/2023 20:06
1281,Harassment,Open Investigation,09/23/2022 20:31
1282,Criminal Mischief,Open Investigation,02/25/2023 02:10
1283,Harassment,Closed,09/19/2023 00:44
1284,Shoplifting,Unfounded,02/14/2023 05:00
1285,Harassment,Open Investigation,02/14/2023 22:01
1286,Criminal Mischief,Arrest,05/05/2023 04:59
1287,Trespassing,Arrest,04/29/2023 23:27
1288,Criminal Mischief,Open Investigation,03/12/2023 02:17
1289,Criminal Mischief, Closed,10/11/2023 10:12
1290,Trespassing,Open Investigation,09/02/2022 17:55
1291,Attempted Fraud,Judicial Referral,10/02/2023 19:39
1292,Domestic Violence: Harassment,Arrest,04/03/2023 00:04
1293,Burglary,Open Investigation,06/19/2023 07:00
1294,Defiant Trespass,Open Investigation,02/13/2023 04:05
1295,Intimidation,Open Investigation,08/14/2023 03:06
1296,Disorderly Conduct,unfounded,10/18/2023 04:16
1297,Rape,Open Investigation,10/31/2022 12:41
1298,Harassment,Unfounded,10/24/2023 23:20
1299,Theft, Open Investigation,04/18/2023 23:56
1300,Attempted Trespass 2,Unfounded,05/24/2023 11:45
1301,Shoplifting ,Unfounded,05/23/2023 05:26
1302,Rape,unfounded,08/27/2023 00:28
1303,False Public Alarm,Open Investigation,01/24/2023 09:03
1304,Trespass,Open Investigation,06/22/2023 22:14
1305,Harassment: Fraud,Closed,06/23/2023 01:48
1306,Criminal Mischief,Open Investigation,07/23/2023 10:50
1307,Theft,Open Investigation,07/30/2023 17:51
1308,Rape,Open Investigation,02/09/2023 19:54
1309,Trespassing,Open Investigation,12/18/2023 22:03
1310,Fraud,Arrest,08/26/2023 22:11
1311,Criminal Mischief,Open Investigation,10/03/2023 00:02
1312,Theft,Closed,11/14/2022 02:38
1313,Defiant Trespass: Aggravated Assault,Open Investigation,08/31/2023 08:15
1314,Attempted Extortion,Unfounded,08/14/2023 21:01
1315,Harassment: Fraud,Closed,09/20/2023 15:57
1316,Trespassing, Open Investigation,09/14/2022 03:18
1317,Possession of Burglary Tools 2, Open Investigation,05/20/2023 21:46
1318,Theft,Closed,10/26/2022 19:17
1319,Shoplifting,Open Investigation,12/19/2022 02:03
1320,Disorderly Conduct,Open Investigation,05/25/2023 14:55
1321,Trespassing,Arrest,01/17/2023 00:56
1322,Theft,Open Investigation,12/26/2022 01:32
1323,Shoplifting ,Open Investigation,09/21/2022 17:26
1324,Fraud,Open Investigation,04/23/2023 07:07
1325,Extortion,Open Investigation,08/24/2023 10:39
1326,Trespass,Open Investigation,01/06/2023 13:58
1327,Liquor Law Violation,Unfounded,10/03/2022 01:25
1328,Trespassing,Judicial Referral,01/03/2023 18:10
1329,Rape,Open Investigation,02/06/2023 23:59
1330,Trespassing,Open Investigation,09/16/2023 16:25
1331,Theft,Open Investigation,01/04/2023 13:16
1332,Criminal Mischief,Arrest,04/11/2023 13:31
1333,Identity Theft,Open Investigation,03/25/2023 22:58
1334,Trespass,Closed,11/30/2022 13:33
1335,Shoplifting ,Open Investigation,02/20/2023 06:00
1336,Harassment,Open Investigation,08/13/2023 00:32
1337,Criminal Mischief,Open Investigation,11/21/2022 23:35
1338,Shoplifting,Arrest,03/09/2023 12:35
1339,Harassment,Closed,03/04/2023 05:57
1340,Shoplifting,Closed,03/23/2023 22:17
1341,Trespassing,Open Investigation,10/26/2023 14:56
1342,Theft,Open Investigation,03/13/2023 19:48
1343,Trespassing,Open Investigation,06/04/2023 14:14
1344,Trespassing,Open Investigation,04/22/2023 00:10
1345,False Public Alarm,Open Investigation,03/15/2023 09:41
1346,Lewdness, Arrest,02/12/2023 04:44
1347,Shoplifting,Open Investigation,09/30/2023 05:57
1348,Harassment,Arrest,06/30/2023 02:06
1349,False Public Alarm,Open Investigation,09/27/2023 04:44
1350,Criminal Mischief,Closed,09/13/2022 10:26
1351,Harassment,Arrest,10/17/2023 23:04
1352,False Public Alarm,Arrest,01/22/2023 16:04
1353,Theft,Open Investigation,09/07/2023 06:02
1354,Criminal Mischief,Open Investigation,03/18/2023 02:47
1355,Shoplifting ,Open Investigation,02/18/2023 05:53
1356,Theft,Open Investigation,12/21/2022 00:59
1357,Attempted Theft,Open Investigation,02/03/2023 19:23
1358,Shoplifting,Open Investigation,10/16/2022 02:17
1359,Terroristic Threats,Closed,05/08/2023 10:32
1360,Criminal Mischief,Judicial Referral,05/30/2023 07:09
1361,Theft,Open Investigation,01/04/2023 16:06
1362,Trespass,Arrest,02/18/2023 09:17
1363,Theft,Open Investigation,12/20/2022 10:42
1364,Shoplifting,Open Investigation,09/11/2023 08:09
1365,Harassment,Unfounded,09/17/2022 20:10
1366,Trespass,Open Investigation,09/05/2023 00:27
1367,Harassment: Stalking,Judicial Referral,01/22/2023 03:19
1368,Theft,,03/21/2023 12:30
1369,Shoplifting,Closed,01/19/2023 21:33
1370,Shoplifting, Arrest,12/17/2022 17:13
1371,Theft,Open Investigation,12/23/2022 08:29
1372,Trespassing,Open Investigation,12/15/2023 07:54
1373,Possession of Burglary Tools 2,Closed,10/08/2022 03:53
1374,Trespassing,Open Investigation,03/09/2023 10:31
1375,Rape,Open Investigation,04/16/2023 18:44
1376,Criminal Mischief,Open Investigation,06/20/2023 10:40
1377,Theft,Judicial Referral,07/29/2023 08:21
1378,Trespass,Arrest,07/06/2023 05:19
1379,Fraud,Open Investigation,09/17/2023 07:19
1380,Theft,Arrest,12/05/2022 04:35
1381,Theft: Criminal Mischief, Closed,10/28/2023 07:45
1382,Theft,Open Investigation,09/26/2022 05:38
1383,Fraud,,05/21/2023 21:45
1384,Assault: Domestic Violence,Arrest,04/06/2023 05:42
1385,Harassment,Arrest,03/23/2023 19:45
1386,Theft,Open Investigation,10/21/2023 02:34
1387,Burglary,Open Investigation,08/13/2023 09:14
1388,False Public Alarm,Open Investigation,05/18/2023 19:12
1389,Extortion,Closed,12/11/2022 15:24
1390,False Public Alarm,Open Investigation,10/07/2022 07:24
1391,Theft,Open Investigation,01/15/2023 17:46
1392,Trespassing,Open Investigation,02/22/2023 12:37
1393,Harassment: Trespassing,Open Investigation,10/25/2022 20:26
1394,Theft,Open Investigation,02/08/2023 14:04
1395,Harassment: Bias Incident,Arrest,02/08/2023 19:48
1396,Defiant Trespass,Open Investigation,06/17/2023 02:24
1397,Criminal Mischief,Open Investigation,06/27/2023 12:24
1398,Fraud,Arrest,01/03/2023 08:12
1399,Harassment,Open Investigation,10/31/2022 10:41
1400,Shoplifting,unfounded,04/16/2023 09:15
1401,Rape,Closed,09/10/2023 03:46
1402,Burglary, Arrest,09/28/2023 17:08
1403,Shoplifting,Closed,07/27/2023 04:06
1404,Shoplifting,Closed,03/05/2023 17:19
1405,Theft,Open Investigation,10/01/2022 09:45
1406,Criminal Mischief,Unfounded,03/15/2023 05:36
1407,Trespassing,Open Investigation,02/22/2023 22:05
1408,Trespassing,Open Investigation,02/09/2023 19:39
1409,Rape,Closed,02/14/2023 13:18
1410,Criminal Mischief,Open Investigation,03/22/2023 14:39
1411,Theft,Open Investigation,01/15/2023 08:35
1412,Shoplifting,Closed,09/30/2022 14:55
1413,Trespassing, Arrest,08/15/2023 02:22
1414,Criminal Mischief,Unfounded,02/06/2023 23:59
1415,Attempted Extortion,Unfounded,08/26/2023 23:32
1416,Theft,Open Investigation,04/03/2023 14:50
1417,Trespass,Unfounded,12/19/2022 02:57
1418,Terroristic Threats,Open Investigation,12/21/2022 03:22
1419,Criminal Mischief,Arrest,05/24/2023 01:48
1420,Assault,Unfounded,04/15/2023 06:15
1421,Trespassing,Open Investigation,03/11/2023 22:41
1422,Harassment,Arrest,11/11/2022 02:48
1423,Theft,Arrest,07/18/2023 03:07
1424,Criminal Mischief,unfounded,06/16/2023 21:27
1425,Theft,Arrest,10/02/2023 21:43
1426,Criminal Mischief,Open Investigation,03/04/2023 11:25
1427,Theft,Open Investigation,03/18/2023 21:29
1428,Harassment: Domestic Violence,Open Investigation,11/20/2022 07:49
1429,Trespassing,Open Investigation,10/27/2022 05:09
1430,Extortion,Open Investigation,03/31/2023 20:38
1431,Stalking,Unfounded,09/14/2022 09:33
1432,Trespass,Closed,12/22/2022 16:18
1433,Harassment,Open Investigation,08/23/2022 09:22
1434,Attempted Extortion,Closed,11/24/2023 21:38
1435,Fraud,Unfounded,06/05/2023 15:30
1436,Theft,Open Investigation,05/18/2023 08:52
1437,Defiant Trespass: Aggravated Assault,unfounded,06/30/2023 17:11
1438,Shoplifting, Closed,02/14/2023 08:24
1439,Criminal Mischief,Open Investigation,05/12/2023 00:00
1440,Criminal Mischief,Open Investigation,08/01/2023 10:14
1441,Theft,Open Investigation,07/28/2023 23:39
1442,Shoplifting ,Arrest,08/12/2023 16:59
1443,Theft,Arrest,02/14/2023 07:56
1444,Terroristic Threats,Judicial Referral,08/22/2023 03:19
1445,Harassment: Fraud,Open Investigation,03/22/2023 12:37
1446,Criminal Mischief,Open Investigation,03/17/2023 15:04
1447,Theft: Criminal Mischief,Open Investigation,07/06/2023 09:44
1448,Trespassing,Closed,09/02/2023 04:10
1449,Terroristic Threats,Arrest,03/28/2023 13:40
1450,Harassment: Bias Incident,Open Investigation,06/11/2023 21:57
1451,Theft, Closed,06/27/2023 21:09
1452,Theft: Criminal Mischief,Open Investigation,08/26/2023 07:25
1453,Burglary,Arrest,08/17/2023 10:57
1454,Possession of Burglary Tools 2,Open Investigation,01/13/2023 01:12
1455,False Public Alarm,Open Investigation,04/13/2023 09:15
1456,Theft,Open Investigation,05/20/2023 21:22
1457,Theft,Open Investigation,02/15/2023 15:53
1458,Attempted Extortion,Arrest,03/16/2023 11:42
1459,Fraud,,11/23/2022 23:57
1460,Theft,Open Investigation,12/29/2022 13:43
1461,Trespass,Open Investigation,03/10/2023 03:50
1462,Harassment,Open Investigation,08/27/2022 12:29
1463,Theft,Open Investigation,01/19/2023 01:28
1464,Shoplifting,Arrest,07/19/2023 09:21
1465,Shoplifting ,Judicial Referral,01/22/2023 21:54
1466,Shoplifting ,unfounded,01/19/2023 01:42
1467,Attempted Extortion,Open Investigation,02/28/2023 00:26
1468,Disorderly Conduct,Closed,01/21/2023 08:33
1469,Trespassing,Open Investigation,01/09/2023 07:10
1470,Fraud,Open Investigation,12/24/2022 17:35
1471,Theft, Arrest,03/09/2023 18:24
1472,Theft,Open Investigation,01/13/2023 10:52
1473,Theft,Open Investigation,01/28/2023 23:35
1474,Defiant Trespass,Open Investigation,04/25/2023 12:03
1475,Trespassing,Open Investigation,10/30/2023 06:50
1476,Theft: Criminal Mischief,Open Investigation,11/30/2023 09:43
1477,Harassment,Open Investigation,11/17/2023 05:35
1478,Theft,Open Investigation,01/08/2023 12:22
1479,Theft: Criminal Mischief,Closed,10/01/2022 19:37
1480,Fraud,Open Investigation,11/29/2022 23:19
1481,Theft,Arrest,10/21/2022 20:44
1482,Theft,Unfounded,04/16/2023 17:14
1483,Rape,Open Investigation,09/10/2023 22:09
1484,Theft,Open Investigation,07/29/2023 03:16
1485,Theft,Open Investigation,10/13/2022 18:53
1486,Defiant Trespass,Arrest,10/12/2022 06:27
1487,Shoplifting,Judicial Referral,03/03/2023 03:40
1488,Rape,Open Investigation,07/07/2023 02:44
1489,Theft,Unfounded,04/13/2023 06:48
1490,Burglary,Open Investigation,05/30/2023 22:23
1491,Theft,Open Investigation,07/28/2023 17:13
1492,Service of Warrant, Open Investigation,12/27/2022 09:19
1493,Assault,Open Investigation,09/27/2022 00:51
1494,Trespass,Open Investigation,12/24/2022 05:29
1495,Trespassing,Open Investigation,08/02/2023 02:10
1496,Harassment,Unfounded,03/05/2023 18:53
1497,Rape,Open Investigation,07/31/2023 10:37
1498,Attempted Extortion,Arrest,05/15/2023 20:52
1499,Attempted Fraud,Closed,03/24/2023 18:17
1500,Burglary,unfounded,07/09/2023 01:59
1501,Attempted Fraud,,11/11/2022 14:48
1502,Theft,Open Investigation,08/14/2023 19:12
1503,Theft,Arrest,02/17/2023 20:47
1504,Harassment,Open Investigation,03/05/2023 01:24
1505,Criminal Mischief,Open Investigation,09/06/2023 00:55
1506,Harassment,Open Investigation,03/01/2023 05:29
1507,Harassment: Bias Incident,Open Investigation,10/17/2022 19:54
1508,Theft,Open Investigation,11/03/2022 17:26
1509,Theft,Closed,02/20/2023 21:42
1510,Trespassing,Judicial Referral,08/16/2023 06:46
1511,Shoplifting,Closed,12/02/2022 19:16
1512,Defiant Trespass,Open Investigation,12/18/2022 14:22
1513,Fraud,Open Investigation,08/04/2023 19:31
1514,Attempted Fraud,Open Investigation,06/15/2023 06:53
1515,Identity Theft,Open Investigation,11/21/2023 20:34
1516,Trespass,Open Investigation,09/16/2023 21:47
1517,Fraud,Judicial Referral,12/06/2023 13:26
1518,Domestic Violence: Harassment,Open Investigation,05/08/2023 09:20
1519,Trespassing,Open Investigation,09/27/2022 07:43
1520,Harassment,Open Investigation,03/14/2023 13:14
1521,Criminal Mischief,Open Investigation,03/15/2023 22:48
1522,Trespassing,Unfounded,12/15/2023 15:23
1523,Trespassing,Arrest,07/07/2023 14:30
1524,Theft,Open Investigation,09/08/2023 21:24
1525,Harassment: Stalking,Arrest,09/09/2023 08:13
1526,Criminal Mischief,Arrest,12/06/2022 02:03
1527,Assault: Domestic Violence,,11/02/2022 04:39
1528,Disorderly Conduct,Arrest,04/27/2023 11:59
1529,Defiant Trespass,Open Investigation,09/19/2023 08:30
1530,Theft,Open Investigation,04/03/2023 13:00
1531,Theft,Open Investigation,09/10/2023 09:26
1532,Assault,Judicial Referral,10/26/2022 21:44
1533,Possession of Burglary Tools 2,Open Investigation,05/22/2023 01:11
1534,Criminal Mischief,Unfounded,12/14/2022 01:42
1535,Theft,unfounded,03/01/2023 06:11
1536,Trespass,Open Investigation,12/14/2022 16:13
1537,Assault, Arrest,08/20/2022 04:37
1538,Trespassing,Closed,11/11/2022 11:56
1539,Harassment: Bias Incident,Open Investigation,03/20/2023 17:59
1540,Rape,Open Investigation,02/13/2023 09:27
1541,Trespassing,Open Investigation,01/21/2023 10:58
1542,Rape,unfounded,09/11/2023 05:41
1543,Fraud,Unfounded,08/05/2023 09:03
1544,Theft,Open Investigation,09/30/2023 05:04
1545,Theft,Open Investigation,03/30/2023 21:55
1546,Hindering Possession of Burglary Tools,Open Investigation,04/27/2023 13:09
1547,Attempted Fraud, Arrest,10/03/2022 03:50
1548,Theft,Open Investigation,04/30/2023 17:30
1549,Criminal Mischief,Arrest,10/11/2022 12:19
1550,Criminal Mischief,Open Investigation,11/11/2022 18:26
1551,Bias Intimidation,Open Investigation,01/10/2023 03:32
1552,Theft,Arrest,02/18/2023 19:48
1553,Theft: Criminal Mischief,Open Investigation,01/09/2023 06:35
1554,Theft: Criminal Mischief,,03/26/2023 12:31
1555,Fraud,Open Investigation,08/01/2023 05:38
1556,Defiant Trespass: Aggravated Assault,Open Investigation,03/27/2023 13:06
1557,Harassment,Closed,06/13/2023 00:10
1558,Rape,Open Investigation,07/19/2023 02:33
1559,Theft,Open Investigation,02/17/2023 08:04
1560,Theft,Open Investigation,03/26/2023 08:19
1561,Theft,Open Investigation,06/07/2023 08:51
1562,Shoplifting,Closed,01/25/2023 21:35
1563,Trespassing,Judicial Referral,11/26/2023 06:36
1564,Rape,Open Investigation,11/04/2022 04:45
1565,Theft,Open Investigation,09/26/2023 04:20
1566,Trespassing,Open Investigation,08/23/2023 02:25
1567,Trespassing,Open Investigation,11/09/2023 11:15
1568,Attempted Extortion,Open Investigation,08/09/2022 21:35
1569,Criminal Mischief,Arrest,01/11/2023 22:03
1570,Theft,Open Investigation,02/13/2023 18:55
1571,Theft,Open Investigation,03/22/2023 03:17
1572,Harassment,Unfounded,11/16/2023 09:59
1573,Theft,Open Investigation,11/13/2022 11:26
1574,Trespass,Open Investigation,01/09/2023 07:09
1575,False Public Alarm,Open Investigation,05/30/2023 01:27
1576,Defiant Trespass: Aggravated Assault,Unfounded,10/23/2022 22:24
1577,Theft,Closed,05/01/2023 08:05
1578,Service of Warrant,Closed,03/18/2023 10:15
1579,Trespass,Open Investigation,02/18/2023 02:46
1580,Theft,Open Investigation,11/01/2023 20:57
1581,Trespassing,Open Investigation,12/17/2022 22:24
1582,Harassment,Open Investigation,08/01/2023 02:55
1583,Trespassing,Open Investigation,12/09/2022 02:20
1584,Criminal Mischief,Open Investigation,02/26/2023 16:14
1585,Burglary,Open Investigation,11/26/2022 04:17
1586,Fraud,Arrest,02/23/2023 09:28
1587,Shoplifting,Closed,07/16/2023 20:29
1588,Criminal Mischief,Open Investigation,08/23/2023 19:42
1589,Stalking,Closed,04/04/2023 22:45
1590,Trespassing,Open Investigation,01/09/2023 21:44
1591,Shoplifting,Arrest,12/21/2022 15:22
1592,Theft,Closed,07/09/2023 21:15
1593,Criminal Mischief,unfounded,05/11/2023 07:31
1594,Trespassing,Unfounded,09/24/2023 10:36
1595,False Public Alarm,Closed,09/23/2023 13:52
1596,Theft, Arrest,07/26/2023 17:32
1597,Bias Intimidation,Open Investigation,01/02/2023 05:59
1598,Criminal Mischief,Arrest,09/24/2022 00:04
1599,Bias Intimidation,Unfounded,12/19/2023 21:12
1600,False Public Alarm,Arrest,10/31/2022 15:43
1601,Trespassing,Open Investigation,02/07/2023 09:09
1602,Harassment,Open Investigation,12/09/2022 09:49
1603,Criminal Mischief,Open Investigation,03/17/2023 12:21
