,Classification,Disposition,datetime
1076,Rape,Arrest,12/31/2022 17:35
1077,Harassment,Open Investigation,12/29/2022 06:43
1078,Fraud,Closed,11/09/2023 04:51
1079,Harassment: Bias Incident,Open Investigation,04/05/2023 17:05
1080,Trespassing,Open Investigation,10/27/2023 22:18
1081,Assault,Open Investigation,10/17/2022 04:07
1082,Obstruction of Justice,Arrest,11/12/2022 03:44
1083,Assault,Open Investigation,04/19/2023 14:31
1084,Trespassing, Arrest,11/22/2022 21:19
1085,Fraud,Arrest,05/16/2023 22:37
1086,Theft: Bias Incident,Open Investigation,11/19/2022 22:55
1087,False Public Alarm,Open Investigation,12/28/2022 23:24
1088,Attempted Trespass 2,Open Investigation,02/06/2023 07:53
1089,Harassment: Fraud,Open Investigation,08/03/2023 16:25
1090,Theft,unfounded,08/10/2023 22:35
1091,Harassment: Stalking,Open Investigation,08/06/2023 03:06
1092,Theft, Open Investigation,09/09/2023 20:28
1093,Shoplifting,Open Investigation,11/13/2022 06:16
1094,Criminal Mischief,Open Investigation,10/13/2022 12:32
1095,Criminal Mischief,Unfounded,10/17/2023 10:36
1096,Trespassing,Open Investigation,05/18/2023 00:55
1097,Trespassing,Open Investigation,08/28/2023 10:14
1098,Trespassing,Arrest,04/03/2023 22:11
1099,Terroristic Threats,Open Investigation,11/26/2022 17:50
1100,Criminal Mischief,Unfounded,05/11/2023 20:55
1101,Trespass,Open Investigation,12/25/2022 11:19
1102,Theft,Arrest,11/24/2022 09:01
1103,Criminal Mischief,Closed,04/17/2023 09:01
1104,Lewdness,Open Investigation,12/17/2022 12:51
1105,Extortion,unfounded,02/03/2023 19:06
1106,Theft,Open Investigation,12/30/2022 19:49
1107,Rape, Arrest,03/04/2023 22:40
1108,Theft,Open Investigation,05/20/2023 03:03
1109,Fraud,Open Investigation,05/25/2023 22:04
1110,Theft,Open Investigation,08/01/2023 06:43
1111,Criminal Mischief,Open Investigation,11/05/2023 03:59
1112,Harassment,Arrest,03/30/2023 02:54
1113,Attempted Extortion,Open Investigation,10/16/2023 14:21
1114,Harassment: Bias Incident,Open Investigation,03/09/2023 13:15
1115,Criminal Mischief,Open Investigation,11/03/2022 01:41
1116,Intimidation,Arrest,08/24/2023 08:39
1117,Lewdness,Open Investigation,09/09/2023 23:19
1118,False Public Alarm,Unfounded,10/23/2023 02:25
1119,Trespassing,Open Investigation,12/25/2022 15:36
1120,Trespass,Unfounded,12/25/2022 18:45
1121,Defiant Trespass: Aggravated Assault,Unfounded,01/13/2023 22:20
1122,Theft: Criminal Mischief,Open Investigation,07/07/2023 10:41
1123,Criminal Mischief,Open Investigation,08/25/2023 20:28
1124,Theft,Open Investigation,07/23/2023 02:02
1125,False Public Alarm, Arrest,03/27/2023 08:07
1126,Trespassing, Open Investigation,09/21/2023 15:38
1127,Trespass,Open Investigation,08/26/2022 22:46
1128,Criminal Mischief,Open Investigation,11/24/2022 11:26
1129,Harassment,Arrest,01/08/2023 19:07
1130,Trespassing,Open Investigation,02/13/2023 17:19
1131,Trespassing,Open Investigation,09/06/2022 22:55
1132,Shoplifting ,Open Investigation,08/09/2023 22:55
1133,Fraud,Open Investigation,01/06/2023 00:09
1134,Trespassing,Open Investigation,11/17/2023 12:03
1135,Harassment,Arrest,03/31/2023 14:29
1136,Harassment,Open Investigation,12/01/2022 03:00
1137,Extortion,Open Investigation,03/10/2023 12:23
1138,Bias Intimidation,Open Investigation,05/03/2023 13:57
1139,Attempted Fraud,Arrest,03/05/2023 21:16
1140,Theft,Unfounded,12/09/2022 13:34
1141,Trespassing,Arrest,09/14/2023 12:21
1142,Criminal Mischief,Arrest,01/30/2023 23:07
1143,Harassment: Bias Incident,Open Investigation,04/11/2023 13:09
1144,Trespassing,Unfounded,01/14/2023 07:23
1145,Disorderly Conduct,Closed,03/02/2023 21:06
1146,Assault,Open Investigation,09/27/2023 13:05
1147,Criminal Mischief,Open Investigation,10/21/2023 01:49
1148,Harassment,unfounded,01/11/2023 21:43
1149,Trespass,Unfounded,12/26/2022 00:31
1150,Harassment,Open Investigation,06/12/2023 21:40
1151,Theft,Open Investigation,07/01/2023 08:57
1152,Shoplifting,,07/22/2023 09:33
1153,Theft,Open Investigation,12/23/2023 15:26
1154,Trespassing,Closed,10/24/2023 10:15
1155,Identity Theft,Closed,10/29/2022 19:01
1156,Trespassing,Unfounded,05/13/2023 06:51
1157,Trespassing, Arrest,10/22/2022 22:16
1158,Trespassing,Open Investigation,03/06/2023 04:45
1159,Shoplifting,Open Investigation,11/03/2022 11:43
1160,Theft,Open Investigation,01/16/2023 07:23
1161,Criminal Mischief,Judicial Referral,08/27/2023 07:49
1162,Theft,Open Investigation,12/13/2023 22:13
1163,Burglary,Open Investigation,09/28/2023 01:53
1164,Theft,Open Investigation,08/09/2023 12:28
1165,Trespassing,Open Investigation,03/19/2023 10:01
1166,Extortion,Open Investigation,01/20/2023 00:17
1167,Shoplifting,Unfounded,12/07/2022 19:10
1168,False Public Alarm,Arrest,09/02/2023 17:45
1169,Trespass,Unfounded,02/06/2023 00:01
1170,Theft,Open Investigation,12/24/2022 12:46
1171,Theft,Open Investigation,12/25/2022 03:35
1172,Criminal Mischief,Arrest,08/05/2023 11:53
1173,False Public Alarm,Open Investigation,12/22/2022 17:34
1174,Trespassing,Closed,08/20/2023 03:39
1175,Trespass,Unfounded,05/12/2023 08:03
1176,Criminal Mischief,Open Investigation,03/29/2023 03:48
1177,Trespassing,,12/29/2022 15:13
1178,Theft, Arrest,11/11/2022 11:14
1179,Rape,Unfounded,09/19/2023 20:33
1180,Rape,Open Investigation,02/09/2023 04:22
1181,Trespass,Closed,11/09/2023 11:04
1182,Attempted Trespass 2,Closed,06/10/2023 05:34
1183,Harassment,Arrest,04/20/2023 07:47
1184,Theft,Open Investigation,03/13/2023 19:52
1185,Bias Intimidation,Arrest,08/02/2023 00:02
1186,Disorderly Conduct,Open Investigation,10/17/2022 12:47
1187,Criminal Mischief,Arrest,04/08/2023 23:38
1188,Trespassing,Closed,10/16/2023 15:36
1189,Theft,Open Investigation,12/29/2022 13:51
1190,Harassment,,10/06/2023 06:48
1191,Theft,Open Investigation,02/06/2023 01:06
1192,Shoplifting ,Open Investigation,05/18/2023 13:33
1193,Disorderly Conduct,Open Investigation,05/19/2023 07:26
1194,Trespassing,Closed,10/22/2023 01:51
1195,Disorderly Conduct,,04/25/2023 07:49
1196,Harassment: Domestic Violence,Arrest,03/30/2023 21:26
1197,Shoplifting,Judicial Referral,05/30/2023 23:01
1198,Theft,unfounded,03/01/2023 09:40
1199,Theft,Arrest,03/13/2023 14:38
1200,Trespassing,Open Investigation,09/20/2023 06:19
1201,Trespassing,Arrest,12/16/2023 14:47
1202,Hindering Possession of Burglary Tools,Arrest,07/13/2023 16:01
1203,Theft,Closed,06/05/2023 02:57
1204,Harassment,Open Investigation,12/08/2022 00:49
1205,Liquor Law Violation,Arrest,03/01/2023 11:45
1206,Harassment,Open Investigation,11/11/2023 05:15
1207,Harassment: Bias Incident,Arrest,07/27/2023 04:57
1208,Trespassing,Open Investigation,03/05/2023 13:09
1209,Theft,Open Investigation,07/18/2023 08:24
1210,Criminal Mischief,unfounded,03/13/2023 11:54
1211,Trespassing, Closed,01/18/2023 19:21
1212,Trespassing, Arrest,02/13/2023 00:45
1213,Theft,Unfounded,10/17/2023 12:15
1214,Theft,Open Investigation,11/07/2023 10:30
1215,Identity Theft,Open Investigation,09/26/2023 21:00
1216,Burglary,Arrest,12/25/2022 16:31
1217,Shoplifting,Closed,06/09/2023 01:32
1218,Shoplifting,Closed,08/23/2023 23:11
1219,Trespassing,Unfounded,01/21/2023 00:20
1220,Service of Warrant,Arrest,08/29/2023 20:09
1221,Trespassing,Arrest,03/26/2023 01:56
1222,Identity Theft,,11/22/2022 11:32
1223,Trespass,,06/05/2023 16:27
1224,Trespassing,Unfounded,09/19/2023 20:27
1225,Fraud,Open Investigation,09/29/2022 05:59
1226,False Public Alarm,Closed,06/06/2023 05:11
1227,Theft,Open Investigation,01/03/2023 03:04
1228,False Public Alarm,Open Investigation,11/19/2023 03:00
1229,Assault,Arrest,07/02/2023 15:59
1230,Theft,Judicial Referral,06/15/2023 13:29
1231,Trespass,Closed,04/11/2023 03:15
1232,Trespassing,Closed,01/16/2023 22:35
1233,Shoplifting,Closed,12/22/2022 15:15
1234,Theft,Arrest,11/30/2022 12:06
1235,Theft: Bias Incident,Closed,02/11/2023 09:58
1236,Trespass,Open Investigation,05/13/2023 02:25
1237,Harassment: Domestic Violence,Open Investigation,03/10/2023 12:38
1238,Theft,Arrest,02/06/2023 22:14
1239,Theft,Open Investigation,03/14/2023 03:02
1240,Shoplifting,Arrest,04/09/2023 18:29
1241,Criminal Mischief,Open Investigation,09/25/2023 11:49
1242,Theft,Judicial Referral,11/24/2023 02:08
1243,Theft,Open Investigation,05/24/2023 12:40
1244,Disorderly Conduct,Closed,04/03/2023 07:35
1245,Theft,Open Investigation,08/04/2023 02:08
1246,Harassment,Open Investigation,11/15/2023 01:06
1247,Shoplifting,Closed,02/16/2023 06:42
1248,Trespassing,Open Investigation,09/26/2023 01:27
1249,Trespass,Arrest,09/14/2023 20:51
1250,Fraud,Unfounded,03/16/2023 14:52
1251,Criminal Mischief, Arrest,10/23/2022 14:25
1252,Trespass,Arrest,11/01/2023 09:18
1253,Shoplifting,Open Investigation,02/02/2023 06:34
1254,Harassment: Trespassing,Open Investigation,03/27/2023 04:54
1255,Trespass,Open Investigation,12/21/2022 03:49
1256,Theft,Open Investigation,04/15/2023 10:24
1257,Theft,Arrest,12/01/2022 17:09
1258,Trespassing,Open Investigation,07/08/2023 17:35
1259,Shoplifting,Open Investigation,06/14/2023 09:35
1260,Theft,Open Investigation,11/06/2022 16:12
1261,Trespassing,Arrest,03/09/2023 11:04
1262,Service of Warrant,Open Investigation,11/08/2022 21:05
1263,Trespass,Judicial Referral,04/17/2023 09:59
1264,Trespassing,Arrest,03/05/2023 16:32
1265,Criminal Mischief,Unfounded,01/23/2023 11:42
1266,Attempted Trespass 2, Arrest,02/04/2023 11:35
1267,Criminal Mischief, Open Investigation,08/25/2023 07:01
1268,Criminal Mischief,Open Investigation,07/19/2023 00:51
1269,Assault,Unfounded,08/20/2023 00:00
1270,Trespass,Arrest,06/06/2023 05:33
1271,Possession of Burglary Tools 2,Judicial Referral,12/21/2022 17:38
1272,Rape,Unfounded,11/28/2022 05:08
1273,Stalking,Closed,01/19/2023 17:48
1274,Theft,Open Investigation,10/13/2023 13:09
1275,Trespassing,Open Investigation,04/04/2023 11:28
1276,Harassment: Trespassing, Open Investigation,09/06/2023 07:57
1277,Harassment,Open Investigation,01/02/2023 12:48
1278,Theft,Open Investigation,12/29/2022 22:25
1279,Criminal Mischief,,12/31/2022 05:15
1280,Assault,Open Investigation,09/27/2023 07:42
1281,Theft,Open Investigation,11/09/2023 16:16
1282,Theft,Closed,11/06/2023 00:21
1283,Trespass,Arrest,05/17/2023 22:34
1284,Trespassing,Arrest,12/04/2022 05:19
1285,Harassment: Bias Incident,Open Investigation,03/18/2023 09:59
1286,Trespassing,Unfounded,11/30/2022 22:28
1287,Theft, Arrest,04/25/2023 19:10
1288,Theft,Closed,03/04/2023 12:16
1289,Criminal Mischief,Open Investigation,08/05/2023 22:59
1290,Fraud,Closed,07/17/2023 21:43
1291,Harassment: Fraud,Open Investigation,11/28/2023 05:15
1292,Shoplifting,Closed,03/12/2023 11:30
1293,Attempted Fraud,Open Investigation,02/14/2023 05:39
1294,Theft,Open Investigation,11/17/2023 16:13
1295,Theft,Unfounded,06/09/2023 00:22
1296,Theft,Open Investigation,10/15/2023 12:40
1297,Theft,Arrest,12/15/2022 09:16
1298,Trespass,Unfounded,11/14/2023 04:30
1299,Theft,Open Investigation,12/02/2022 17:06
1300,Harassment: Trespassing,Open Investigation,07/04/2023 03:46
1301,Harassment,Open Investigation,04/12/2023 16:05
1302,Attempted Fraud,unfounded,07/29/2023 20:33
1303,Trespassing,Unfounded,08/15/2023 14:58
1304,Harassment: Bias Incident,Arrest,12/02/2022 11:53
1305,False Public Alarm,Open Investigation,01/19/2023 16:12
1306,Theft,Unfounded,04/19/2023 22:11
1307,Harassment: Fraud,Open Investigation,11/19/2022 16:38
1308,Criminal Mischief,Judicial Referral,10/02/2023 11:00
1309,Theft,Open Investigation,03/06/2023 22:28
1310,Assault, Open Investigation,09/25/2023 16:26
1311,Trespassing,Arrest,02/18/2023 12:12
1312,Trespass,Open Investigation,01/10/2023 23:08
1313,Trespassing,Judicial Referral,11/07/2023 19:59
1314,Trespassing,Open Investigation,07/09/2023 18:12
1315,Fraud,Arrest,11/06/2022 17:24
1316,Theft,Open Investigation,05/18/2023 12:44
1317,Theft,Open Investigation,01/23/2023 06:26
1318,Theft,Open Investigation,04/03/2023 17:27
1319,Fraud, Closed,02/18/2023 08:49
1320,Shoplifting ,Unfounded,01/03/2023 20:00
1321,Hindering Possession of Burglary Tools,Closed,04/30/2023 00:52
1322,Criminal Mischief,Arrest,10/16/2022 21:28
1323,Trespassing,Open Investigation,05/09/2023 05:46
1324,Theft,Open Investigation,05/22/2023 08:22
1325,Trespass,Closed,07/16/2023 22:51
1326,Trespassing,Closed,05/17/2023 07:36
1327,Burglary,Judicial Referral,10/11/2023 11:05
1328,Attempted Fraud,Closed,09/17/2023 09:59
1329,Criminal Mischief,Open Investigation,04/12/2023 17:33
1330,Trespassing,Open Investigation,05/26/2023 11:26
1331,Obstruction of Justice,Open Investigation,07/07/2023 07:49
1332,Criminal Mischief,Open Investigation,01/07/2023 22:50
1333,Terroristic Threats,Closed,03/06/2023 06:13
1334,Shoplifting,Open Investigation,01/31/2023 09:00
1335,Trespassing,Open Investigation,04/06/2023 21:09
1336,Assault,Closed,12/28/2022 01:47
1337,Attempted Theft,Unfounded,01/06/2023 17:07
1338,Possession of Burglary Tools 2,Closed,10/20/2023 08:43
1339,Attempted Extortion,Open Investigation,09/29/2023 10:43
1340,Shoplifting,Open Investigation,09/28/2023 10:19
1341,Harassment: Bias Incident,Open Investigation,01/20/2023 02:29
1342,Harassment: Fraud,Unfounded,07/06/2023 04:22
1343,Trespassing,Arrest,02/01/2023 16:29
1344,Shoplifting,Open Investigation,12/18/2023 10:43
1345,Aggravated Assault,Open Investigation,12/03/2022 13:24
1346,Theft,Arrest,11/19/2022 05:29
1347,Theft,Open Investigation,10/25/2023 14:11
1348,Fraud,Closed,02/01/2023 13:33
1349,Theft,Open Investigation,04/14/2023 02:58
1350,Trespassing,Unfounded,01/10/2023 14:34
1351,Trespassing, Arrest,09/14/2023 06:50
1352,Trespassing,Open Investigation,01/04/2023 06:00
1353,Trespassing,Unfounded,09/25/2022 06:49
1354,Theft,,06/27/2023 16:21
1355,Shoplifting ,Arrest,11/18/2022 10:25
1356,Harassment,Open Investigation,06/09/2023 18:56
1357,Criminal Mischief,Open Investigation,01/14/2023 02:16
1358,Criminal Mischief,Open Investigation,03/06/2023 07:59
1359,Trespass,Arrest,10/10/2022 07:34
1360,Attempted Theft,Arrest,05/29/2023 19:22
1361,Theft,Open Investigation,12/18/2022 17:23
1362,Fraud, Arrest,04/24/2023 21:19
1363,Trespassing,Arrest,10/15/2022 03:53
1364,Harassment: Bias Incident,Judicial Referral,03/17/2023 16:23
1365,Trespass,Closed,02/26/2023 11:11
1366,Harassment, Arrest,04/17/2023 09:58
1367,Theft,Open Investigation,10/11/2023 07:02
1368,Trespass, Open Investigation,04/04/2023 15:24
1369,Harassment,Open Investigation,11/26/2022 18:05
1370,Harassment,Open Investigation,12/27/2022 15:30
1371,Trespassing,Arrest,10/28/2022 02:07
1372,Trespassing,Open Investigation,10/14/2023 00:28
1373,Trespassing,Open Investigation,10/02/2023 05:19
1374,Identity Theft,Unfounded,05/05/2023 23:02
1375,Harassment: Fraud,Open Investigation,10/16/2023 18:59
1376,Trespassing,Open Investigation,04/17/2023 10:19
1377,Trespassing,Open Investigation,04/07/2023 06:02
1378,Bias Intimidation,Open Investigation,02/20/2023 20:00
1379,Theft,Open Investigation,09/20/2022 20:43
1380,Shoplifting,Closed,11/18/2022 17:01
1381,Trespassing,Open Investigation,06/02/2023 08:40
1382,Fraud,Open Investigation,07/13/2023 07:59
1383,Harassment: Fraud,Arrest,03/16/2023 20:08
1384,Shoplifting,Open Investigation,10/16/2022 10:05
1385,Criminal Mischief,Open Investigation,12/22/2022 19:42
1386,Theft,Open Investigation,01/14/2023 06:57
1387,Shoplifting,Open Investigation,05/26/2023 18:39
1388,Burglary,Arrest,11/12/2022 22:32
1389,Fraud,Arrest,12/16/2022 09:00
1390,Trespassing, Closed,09/04/2023 03:29
1391,Assault,Arrest,05/06/2023 02:09
1392,Fraud,Open Investigation,05/13/2023 14:50
1393,Attempted Theft,,10/17/2023 22:48
1394,Possession of Burglary Tools 2,Closed,10/22/2022 12:00
1395,Criminal Mischief,Open Investigation,09/05/2023 00:49
1396,Theft,Open Investigation,03/16/2023 18:26
1397,Hindering Possession of Burglary Tools,Open Investigation,03/22/2023 02:54
1398,Shoplifting,Closed,01/06/2023 19:54
1399,Fraud,Arrest,11/30/2022 00:32
1400,Theft,Open Investigation,05/09/2023 17:58
1401,Assault: Domestic Violence,Open Investigation,10/07/2023 22:57
1402,Theft,Open Investigation,08/16/2023 17:47
1403,Trespass,Unfounded,10/08/2022 06:13
1404,Rape,Open Investigation,02/03/2023 20:55
1405,Theft, Open Investigation,07/06/2023 04:32
1406,Criminal Mischief,Closed,01/28/2023 16:26
1407,Harassment,Open Investigation,02/21/2023 11:25
1408,Criminal Mischief,,02/23/2023 03:41
1409,Harassment,Open Investigation,04/04/2023 02:32
1410,Attempted Fraud, Arrest,02/24/2023 01:54
1411,Theft,Open Investigation,07/12/2023 15:03
1412,Shoplifting,Open Investigation,06/13/2023 20:51
1413,Theft,Open Investigation,10/09/2022 05:09
1414,Theft,Judicial Referral,09/14/2023 11:05
1415,Trespass,Open Investigation,06/22/2023 05:34
1416,Theft,Open Investigation,10/27/2022 03:59
1417,Harassment: Domestic Violence,Open Investigation,01/16/2023 10:15
1418,Liquor Law Violation,Open Investigation,10/04/2023 16:35
1419,Defiant Trespass,Open Investigation,01/23/2023 09:21
1420,Theft,Arrest,01/29/2023 21:03
1421,Bias Intimidation, Arrest,03/08/2023 03:28
1422,False Public Alarm,Open Investigation,11/09/2022 14:17
1423,Terroristic Threats,Closed,04/08/2023 12:46
1424,Attempted Extortion,Open Investigation,02/08/2023 01:02
1425,Trespassing,Open Investigation,10/20/2023 21:48
1426,Theft,Arrest,09/05/2022 19:57
1427,Criminal Mischief,Arrest,06/01/2023 21:34
1428,Stalking,Unfounded,05/14/2023 01:55
1429,Shoplifting,Arrest,01/03/2023 14:31
1430,Intimidation,Unfounded,10/23/2023 10:45
1431,Fraud,Open Investigation,12/06/2022 08:51
1432,False Public Alarm,Closed,07/26/2023 19:03
1433,Theft,Open Investigation,01/27/2023 19:26
1434,Shoplifting ,Closed,07/08/2023 09:31
1435,Fraud,Closed,11/04/2023 23:05
1436,Trespassing,Open Investigation,11/24/2023 03:28
1437,Service of Warrant,Unfounded,06/28/2023 15:29
1438,Shoplifting ,Open Investigation,05/07/2023 21:42
1439,Theft,Open Investigation,03/08/2023 00:35
1440,Theft,Open Investigation,09/29/2023 10:14
1441,Theft,Open Investigation,08/19/2023 19:52
1442,Trespass,Closed,08/14/2023 19:33
1443,Criminal Mischief,Open Investigation,11/09/2023 03:45
1444,Fraud,Open Investigation,01/27/2023 10:25
1445,Harassment,Open Investigation,07/21/2023 11:15
1446,Theft,Unfounded,11/14/2022 04:19
1447,Harassment: Domestic Violence,Open Investigation,05/29/2023 03:01
1448,Liquor Law Violation,Closed,01/17/2023 07:46
1449,Trespassing,Unfounded,06/06/2023 23:34
1450,Theft,Judicial Referral,12/21/2023 05:24
1451,Shoplifting,Closed,11/04/2022 04:53
1452,Fraud,Open Investigation,08/25/2022 17:31
1453,Attempted Extortion,Open Investigation,01/07/2023 16:15
1454,Shoplifting,,06/20/2023 10:00
1455,Theft,Open Investigation,12/14/2022 02:18
1456,Harassment: Bias Incident,Closed,08/12/2023 00:16
1457,Criminal Mischief,Open Investigation,12/08/2023 17:49
1458,Assault,Open Investigation,11/24/2022 22:49
1459,Harassment,Open Investigation,02/09/2023 10:28
1460,Possession of Burglary Tools 2,Open Investigation,11/10/2022 18:10
1461,Aggravated Assault,Open Investigation,11/17/2022 08:02
1462,Theft,Arrest,02/18/2023 19:14
1463,Fraud,Open Investigation,12/04/2022 22:31
1464,Defiant Trespass,Closed,04/22/2023 20:19
1465,Rape,Open Investigation,05/07/2023 02:36
1466,Trespassing,Open Investigation,03/02/2023 13:15
1467,Theft,Closed,09/01/2023 09:57
1468,Trespass,Unfounded,02/25/2023 23:06
1469,Harassment,Arrest,10/14/2022 19:50
1470,Theft,Open Investigation,11/22/2023 13:59
1471,Trespass,Arrest,10/25/2022 20:46
1472,Harassment,Open Investigation,05/22/2023 22:52
1473,Trespassing,Open Investigation,08/19/2023 23:03
1474,Criminal Mischief,Open Investigation,07/12/2023 13:15
1475,Theft,Open Investigation,02/04/2023 08:55
1476,Theft,Open Investigation,08/24/2023 09:56
1477,Trespassing,Arrest,11/10/2022 00:06
1478,Theft: Bias Incident,Open Investigation,11/22/2022 16:39
1479,Trespassing,Open Investigation,02/26/2023 23:01
1480,Extortion,Open Investigation,01/09/2023 02:42
1481,Attempted Trespass 2,Open Investigation,05/16/2023 10:35
1482,Shoplifting,Unfounded,09/01/2023 02:18
1483,Shoplifting,Open Investigation,09/14/2022 08:11
1484,Liquor Law Violation,Open Investigation,11/20/2023 10:01
1485,Burglary,Open Investigation,10/11/2022 10:46
1486,Trespassing,Unfounded,12/04/2022 18:24
1487,Criminal Mischief,Arrest,01/05/2023 22:59
1488,Theft,Open Investigation,05/03/2023 23:07
1489,Theft,Arrest,03/12/2023 12:58
1490,Shoplifting,Arrest,10/24/2022 16:03
1491,Terroristic Threats,Open Investigation,12/21/2022 12:27
1492,Trespass,Arrest,12/09/2022 04:29
1493,Shoplifting ,Open Investigation,12/04/2022 08:54
1494,Trespass,Open Investigation,05/30/2023 00:55
1495,Trespassing,Arrest,04/10/2023 11:14
1496,Criminal Mischief,Unfounded,01/16/2023 23:21
1497,Assault,Arrest,11/03/2022 08:39
1498,Theft,Open Investigation,11/01/2023 15:02
1499,Trespassing,Arrest,03/19/2023 15:59
1500,Theft,Open Investigation,10/21/2023 17:26
1501,Assault,Unfounded,02/18/2023 15:21
1502,Trespassing, Closed,03/09/2023 13:16
1503,Harassment,Open Investigation,09/29/2022 02:11
1504,Theft,Arrest,11/23/2022 11:21
1505,Trespassing,Open Investigation,06/19/2023 05:21
1506,Theft,Open Investigation,05/05/2023 07:57
1507,Assault,Open Investigation,04/04/2023 18:20
1508,False Public Alarm,Open Investigation,12/13/2022 23:45
1509,Assault: Domestic Violence,Open Investigation,10/17/2023 00:01
1510,Assault: Domestic Violence,Open Investigation,11/04/2022 17:28
1511,Trespassing,Open Investigation,01/30/2023 18:33
1512,Disorderly Conduct,Open Investigation,01/20/2023 11:09
1513,Theft,Unfounded,10/16/2023 07:07
1514,Trespass, Open Investigation,09/27/2023 10:23
1515,Trespass,Open Investigation,11/02/2023 03:41
1516,Shoplifting, Arrest,04/29/2023 10:58
1517,Theft,Open Investigation,05/19/2023 03:48
1518,Harassment,Arrest,03/22/2023 01:06
1519,Criminal Mischief,Arrest,08/23/2023 18:07
1520,Harassment,Open Investigation,03/02/2023 09:44
1521,Trespassing,Open Investigation,10/16/2023 17:28
1522,False Public Alarm,unfounded,02/19/2023 23:14
1523,Assault,Arrest,12/21/2022 11:26
1524,Shoplifting ,Closed,09/16/2022 09:54
1525,Theft,Open Investigation,10/21/2022 04:05
1526,False Public Alarm,Closed,09/02/2023 16:05
1527,Theft,Arrest,04/04/2023 14:05
1528,Shoplifting,Unfounded,09/27/2023 14:22
1529,Trespassing,Open Investigation,07/23/2023 17:34
1530,Trespassing,Open Investigation,05/04/2023 17:58
1531,Assault: Domestic Violence,Closed,06/19/2023 08:13
1532,Shoplifting,Arrest,09/15/2023 01:02
1533,Rape,Closed,03/03/2023 09:44
1534,Theft,Open Investigation,09/18/2023 11:51
1535,Theft,Closed,10/26/2023 06:55
1536,Theft,Unfounded,11/10/2023 17:41
1537,Disorderly Conduct,Open Investigation,08/21/2022 22:35
1538,Criminal Mischief,Open Investigation,08/25/2023 09:36
1539,Theft,Open Investigation,10/22/2022 01:40
1540,Theft,Open Investigation,06/30/2023 07:33
1541,Defiant Trespass,Open Investigation,12/05/2023 08:04
1542,Harassment,Open Investigation,11/19/2022 20:20
1543,Extortion,Open Investigation,01/31/2023 19:02
1544,Theft,Open Investigation,02/16/2023 05:12
1545,Theft, Open Investigation,03/14/2023 14:52
1546,Trespassing,,10/20/2023 00:13
1547,Theft,Open Investigation,01/25/2023 02:33
1548,Trespassing,Open Investigation,03/27/2023 05:50
1549,Harassment,Arrest,10/21/2023 04:21
1550,Harassment,Open Investigation,12/06/2022 00:42
1551,False Public Alarm,Closed,07/09/2023 23:07
1552,Shoplifting ,Unfounded,01/15/2023 07:15
1553,Criminal Mischief,Judicial Referral,03/19/2023 12:25
1554,Theft,Open Investigation,03/26/2023 01:03
1555,Trespassing,Unfounded,04/12/2023 09:37
1556,Trespass,Open Investigation,05/25/2023 15:13
1557,Theft,Open Investigation,10/29/2023 02:19
1558,Assault,Open Investigation,04/08/2023 11:38
1559,Fraud,Arrest,09/04/2023 01:31
1560,Theft,Open Investigation,08/19/2023 08:41
1561,Harassment, Arrest,05/30/2023 08:05
1562,Trespass,unfounded,01/01/2023 12:57
1563,Harassment: Bias Incident,Open Investigation,02/24/2023 08:38
1564,Trespassing,,11/16/2023 22:41
1565,Trespass,Open Investigation,03/03/2023 20:11
1566,Attempted Trespass 2,Open Investigation,11/29/2022 03:44
1567,Theft,Open Investigation,04/10/2023 21:50
1568,Theft,Open Investigation,04/25/2023 16:39
1569,Liquor Law Violation,Open Investigation,09/27/2022 10:09
1570,Harassment: Domestic Violence,Open Investigation,10/30/2022 00:37
1571,Theft,Open Investigation,05/13/2023 16:26
1572,Rape,Open Investigation,11/26/2022 05:47
1573,Criminal Mischief,Closed,01/14/2023 14:41
1574,Theft,Open Investigation,03/02/2023 10:16
1575,Theft,Open Investigation,03/19/2023 02:18
1576,Shoplifting ,Open Investigation,04/06/2023 02:29
1577,Harassment: Bias Incident,Open Investigation,01/26/2023 05:04
1578,Fraud,Open Investigation,01/17/2023 19:12
1579,Theft,Arrest,10/10/2022 06:03
1580,Attempted Fraud, Closed,11/21/2022 10:19
1581,Liquor Law Violation,Arrest,02/10/2023 14:01
1582,Assault,Open Investigation,07/14/2023 09:16
1583,Shoplifting,Open Investigation,07/13/2023 23:32
1584,Burglary,Open Investigation,05/22/2023 01:21
1585,Shoplifting ,Open Investigation,01/30/2023 18:09
1586,Shoplifting,Arrest,04/08/2023 13:32
1587,Theft,Open Investigation,10/11/2023 22:38
1588,Lewdness,Open Investigation,04/07/2023 12:36
1589,Rape,Open Investigation,12/22/2022 02:54
1590,Theft,Closed,12/06/2022 01:38
1591,Theft,Open Investigation,09/24/2023 23:33
1592,Assault: Domestic Violence,Open Investigation,04/13/2023 18:44
1593,Attempted Extortion,Judicial Referral,10/26/2023 12:28
1594,Disorderly Conduct,Unfounded,10/05/2022 01:48
1595,Harassment,Judicial Referral,07/21/2023 05:48
1596,Identity Theft, Closed,10/28/2022 03:59
1597,Theft,Unfounded,01/09/2023 15:42
1598,Intimidation,Open Investigation,04/14/2023 10:48
1599,False Public Alarm,Closed,11/19/2023 02:31
1600,Trespassing,unfounded,11/29/2023 20:12
1601,Trespassing,Arrest,02/04/2023 12:02
